"","Unit","Female","Infant","Date.birth","Date.nextbirth","IBI","Date.takeover","Dataset","Month","Time1","Time2","Birth","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"17","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",10,9,10,0,0,0,"F","primi",8.03225806451613,776.47,"ColdDry","Dry","Cold"
"1","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",11,10,11,0,0,0,"F","primi",6.91666666666667,318.37,"ColdDry","Dry","Cold"
"33","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",12,11,12,0,0,0,"F","primi",6.53225806451613,119.3,"ColdDry","Dry","Cold"
"44","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",13,12,13,0,0,0,"F","primi",6.81935483870968,0,"HotDry","Dry","Hot"
"14","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",14,13,14,0,0,0,"F","primi",8.73214285714286,0,"HotDry","Dry","Hot"
"10","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",15,14,15,0,0,0,"F","primi",8.60322580645161,7.2,"HotDry","Dry","Hot"
"15","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",16,15,16,0,0,0,"F","primi",8.35,185.4,"HotDry","Dry","Hot"
"35","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",17,16,17,0,0,0,"F","primi",8.67096774193548,466.2,"ColdWet","Wet","Cold"
"43","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",18,17,18,0,0,0,"F","primi",8.03333333333333,858.8,"ColdWet","Wet","Cold"
"5","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",19,18,19,0,0,0,"F","primi",7.93870967741935,1492.3,"ColdWet","Wet","Cold"
"16","A","F4","F6",2010-02-08,2011-09-25,19.4754098360656,NA,"conservative",20,19,20,1,0,0,"F","primi",7.76774193548387,1647.1,"ColdWet","Wet","Cold"
"702","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",1,0,1,0,0,0,"F","primi",9.66206896551724,28.3,"HotDry","Dry","Hot"
"687","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",2,1,2,0,0,0,"F","primi",10.7806451612903,64.4,"HotDry","Dry","Hot"
"697","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",3,2,3,0,0,0,"F","primi",10.63,147,"HotDry","Dry","Hot"
"692","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",4,3,4,0,0,0,"F","primi",10.1870967741935,396.8,"ColdWet","Wet","Cold"
"681","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",5,4,5,0,0,0,"F","primi",8.79666666666667,775.7,"ColdWet","Wet","Cold"
"718","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",6,5,6,0,0,0,"F","primi",8.35483870967742,1174,"ColdWet","Wet","Cold"
"683","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",7,6,7,0,0,0,"F","primi",8.50967741935484,1342.6,"ColdWet","Wet","Cold"
"696","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",8,7,8,0,0,0,"F","primi",9.50333333333333,1185.75,"ColdDry","Dry","Cold"
"688","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",9,8,9,0,0,0,"F","primi",8.2741935483871,872.85,"ColdDry","Dry","Cold"
"704","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",10,9,10,0,0,0,"F","primi",7.27666666666667,454.45,"ColdDry","Dry","Cold"
"714","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",11,10,11,0,0,0,"F","primi",7.19677419354839,168,"ColdDry","Dry","Cold"
"686","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",12,11,12,0,0,0,"F","primi",7.86129032258065,0,"HotDry","Dry","Hot"
"678","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",13,12,13,0,0,0,"F","primi",8.51071428571429,48.8,"HotDry","Dry","Hot"
"707","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",14,13,14,0,0,0,"F","primi",9.78064516129032,86.1,"HotDry","Dry","Hot"
"689","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",15,14,15,0,0,0,"F","primi",9.53,291,"HotDry","Dry","Hot"
"698","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",16,15,16,0,0,0,"F","primi",9.50322580645161,538.4,"ColdWet","Wet","Cold"
"706","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",17,16,17,0,0,0,"F","primi",9.79666666666667,782.7,"ColdWet","Wet","Cold"
"699","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",18,17,18,0,0,0,"F","primi",8.82903225806452,1074.5,"ColdWet","Wet","Cold"
"684","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",19,18,19,0,0,0,"F","primi",8.22903225806452,1217.8,"ColdWet","Wet","Cold"
"711","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",20,19,20,0,0,0,"F","primi",8.34,1083.3,"ColdDry","Dry","Cold"
"713","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",21,20,21,0,0,0,"F","primi",7.74838709677419,817.9,"ColdDry","Dry","Cold"
"685","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",22,21,22,0,0,0,"F","primi",7.12333333333333,378.4,"ColdDry","Dry","Cold"
"703","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",23,22,23,0,0,0,"F","primi",6.0258064516129,231.3,"ColdDry","Dry","Cold"
"690","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",24,23,24,0,0,0,"F","primi",6.76451612903226,0,"HotDry","Dry","Hot"
"717","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",25,24,25,0,0,0,"F","primi",7.94642857142857,2.2,"HotDry","Dry","Hot"
"694","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",26,25,26,0,0,0,"F","primi",8.39677419354839,28.1,"HotDry","Dry","Hot"
"700","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",27,26,27,0,0,0,"F","primi",9.70333333333333,63.1,"HotDry","Dry","Hot"
"693","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",28,27,28,0,0,0,"F","primi",9.5,279.7,"ColdWet","Wet","Cold"
"679","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",29,28,29,0,0,0,"F","primi",8.39666666666667,586,"ColdWet","Wet","Cold"
"708","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",30,29,30,0,0,0,"F","primi",7.98709677419355,1000.9,"ColdWet","Wet","Cold"
"705","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",31,30,31,0,0,0,"F","primi",8.03870967741936,1196.6,"ColdWet","Wet","Cold"
"716","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",32,31,32,0,0,0,"F","primi",8.24,1028.4,"ColdDry","Dry","Cold"
"715","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",33,32,33,0,0,0,"F","primi",8.12258064516129,718,"ColdDry","Dry","Cold"
"695","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",34,33,34,0,0,0,"F","primi",7.91666666666667,355.5,"ColdDry","Dry","Cold"
"682","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",35,34,35,0,0,0,"F","primi",6.93225806451613,193.9,"ColdDry","Dry","Cold"
"691","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",36,35,36,0,0,0,"F","primi",7.2741935483871,54.4,"HotDry","Dry","Hot"
"710","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",37,36,37,0,0,0,"F","primi",9.66785714285714,9.4,"HotDry","Dry","Hot"
"680","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",38,37,38,0,0,0,"F","primi",11.6129032258065,18.7,"HotDry","Dry","Hot"
"712","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",39,38,39,0,0,0,"F","primi",9.75666666666667,70.4,"HotDry","Dry","Hot"
"701","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",40,39,40,0,0,0,"F","primi",7.74838709677419,358.9,"ColdWet","Wet","Cold"
"709","C3","F49","F60",2016-03-08,2019-07-18,40.2295081967213,NA,"conservative",41,40,41,1,0,0,"F","primi",7.87666666666667,658.17,"ColdWet","Wet","Cold"
"871","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",1,0,1,0,1,0,"F","primi",8.93666666666667,125.8,"HotDry","Dry","Hot"
"886","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",2,1,2,0,1,0,"F","primi",7.56451612903226,421,"ColdWet","Wet","Cold"
"890","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",3,2,3,0,1,0,"F","primi",7.46,856.4,"ColdWet","Wet","Cold"
"831","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",4,3,4,0,1,0,"F","primi",7.23225806451613,1059.5,"ColdWet","Wet","Cold"
"882","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",5,4,5,0,1,0,"F","primi",7.57096774193548,960.8,"ColdWet","Wet","Cold"
"835","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",6,5,6,0,1,0,"F","primi",7.09333333333333,532.8,"ColdDry","Dry","Cold"
"865","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",7,6,7,0,1,0,"F","primi",6.02903225806452,297.3,"ColdDry","Dry","Cold"
"863","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",8,7,8,0,1,0,"F","primi",6.44333333333333,99.8,"ColdDry","Dry","Cold"
"889","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",9,8,9,0,1,0,"F","primi",6.53548387096774,41.9,"ColdDry","Dry","Cold"
"883","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",10,9,10,0,1,0,"F","primi",6.96451612903226,3.6,"HotDry","Dry","Hot"
"827","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",11,10,11,0,1,0,"F","primi",8.51034482758621,3.6,"HotDry","Dry","Hot"
"880","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",12,11,12,0,1,0,"F","primi",8.90645161290323,139.4,"HotDry","Dry","Hot"
"864","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",13,12,13,0,1,1,"F","primi",11.65,239.9,"HotDry","Dry","Hot"
"885","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",14,13,14,0,1,1,"F","primi",10.0225806451613,614.1,"ColdWet","Wet","Cold"
"868","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",15,14,15,0,1,1,"F","primi",7.51666666666667,637,"ColdWet","Wet","Cold"
"869","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",16,15,16,0,1,1,"F","primi",7.69677419354839,1198.3,"ColdWet","Wet","Cold"
"829","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",17,16,17,0,1,1,"F","primi",8.15161290322581,1031.4,"ColdWet","Wet","Cold"
"905","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",18,17,18,0,1,1,"F","primi",7.84,915.8,"ColdDry","Dry","Cold"
"888","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",19,18,19,0,1,1,"F","primi",6.6741935483871,349.5,"ColdDry","Dry","Cold"
"881","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",20,19,20,0,1,1,"F","primi",6.09,142.2,"ColdDry","Dry","Cold"
"887","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",21,20,21,0,1,1,"F","primi",6.55161290322581,96.5,"ColdDry","Dry","Cold"
"891","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",22,21,22,0,1,1,"F","primi",8.26774193548387,1.1,"HotDry","Dry","Hot"
"828","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",23,22,23,0,1,1,"F","primi",9.20714285714286,32.9,"HotDry","Dry","Hot"
"870","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",24,23,24,0,1,1,"F","primi",9.61290322580645,47.2,"HotDry","Dry","Hot"
"830","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",25,24,25,0,1,1,"F","primi",10.17,64.9,"HotDry","Dry","Hot"
"879","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",26,25,26,0,1,1,"F","primi",10.6258064516129,99.9,"ColdWet","Wet","Cold"
"884","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",27,26,27,0,1,1,"F","primi",9.42666666666667,571.6,"ColdWet","Wet","Cold"
"893","D","F68","F71",2007-05-25,2009-09-03,27.2786885245902,"2008-06-17","uncertain",28,27,28,1,1,1,"F","primi",8.4741935483871,851.7,"ColdWet","Wet","Cold"
"793","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",1,0,1,0,0,0,"F","multi",6.29032258064516,109.2,"ColdDry","Dry","Cold"
"799","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",2,1,2,0,0,0,"F","multi",7.42258064516129,0.6,"HotDry","Dry","Hot"
"801","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",3,2,3,0,0,0,"F","multi",9.22142857142857,1.9,"HotDry","Dry","Hot"
"806","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",4,3,4,0,0,0,"F","multi",9.23548387096774,46.2,"HotDry","Dry","Hot"
"824","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",5,4,5,0,0,0,"F","multi",10.27,50.6,"HotDry","Dry","Hot"
"807","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",6,5,6,0,0,0,"F","multi",10.1645161290323,79.8,"ColdWet","Wet","Cold"
"817","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",7,6,7,0,0,0,"F","multi",10.42,462.1,"ColdWet","Wet","Cold"
"795","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",8,7,8,0,0,0,"F","multi",8.55806451612903,721.3,"ColdWet","Wet","Cold"
"821","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",9,8,9,0,0,0,"F","multi",8.43548387096774,971.7,"ColdWet","Wet","Cold"
"796","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",10,9,10,0,0,0,"F","multi",8.07,634.7,"ColdDry","Dry","Cold"
"813","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",11,10,11,0,0,0,"F","multi",7.27096774193548,415,"ColdDry","Dry","Cold"
"819","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",12,11,12,0,0,0,"F","multi",7.09666666666667,154.1,"ColdDry","Dry","Cold"
"802","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",13,12,13,0,0,0,"F","multi",6.22903225806452,63.9,"ColdDry","Dry","Cold"
"818","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",14,13,14,0,0,0,"F","multi",7.64516129032258,48.7,"HotDry","Dry","Hot"
"792","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",15,14,15,0,0,0,"F","multi",8.45357142857143,34.8,"HotDry","Dry","Hot"
"814","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",16,15,16,0,0,0,"F","multi",9.45161290322581,140,"HotDry","Dry","Hot"
"804","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",17,16,17,0,0,0,"F","multi",9.27,221.8,"HotDry","Dry","Hot"
"803","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",18,17,18,0,0,0,"F","multi",9.36774193548387,438,"ColdWet","Wet","Cold"
"825","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",19,18,19,0,0,0,"F","multi",8.67666666666667,937.95,"ColdWet","Wet","Cold"
"820","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",20,19,20,0,0,0,"F","multi",8.02258064516129,1447.9,"ColdWet","Wet","Cold"
"794","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",21,20,21,0,0,0,"F","multi",8.1258064516129,1634.5,"ColdWet","Wet","Cold"
"805","D","F67","F73",2009-01-14,2010-10-29,21.4098360655738,NA,"conservative",22,21,22,1,0,0,"F","multi",8.18,1207.92,"ColdDry","Dry","Cold"
"911","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",1,0,1,0,0,0,"F","multi",8.59354838709677,945.1,"ColdWet","Wet","Cold"
"896","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",2,1,2,0,0,0,"F","multi",8.39,832.2,"ColdDry","Dry","Cold"
"894","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",3,2,3,0,0,0,"F","multi",7.58387096774194,499.1,"ColdDry","Dry","Cold"
"915","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",4,3,4,0,0,0,"F","multi",7.02333333333333,194.4,"ColdDry","Dry","Cold"
"845","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",5,4,5,0,0,0,"F","multi",6.31290322580645,96.4,"ColdDry","Dry","Cold"
"912","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",6,5,6,0,0,0,"F","multi",7.28064516129032,48.7,"HotDry","Dry","Hot"
"902","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",7,6,7,0,0,0,"F","multi",8.21428571428572,29.6,"HotDry","Dry","Hot"
"846","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",8,7,8,0,0,0,"F","multi",9.17096774193548,89.9,"HotDry","Dry","Hot"
"898","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",9,8,9,0,0,0,"F","multi",9.50333333333333,174.7,"HotDry","Dry","Hot"
"895","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",10,9,10,0,0,0,"F","multi",9.21612903225807,361.3,"ColdWet","Wet","Cold"
"892","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",11,10,11,0,0,0,"F","multi",9.07,651.35,"ColdWet","Wet","Cold"
"910","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",12,11,12,0,0,0,"F","multi",7.9741935483871,1333.85,"ColdWet","Wet","Cold"
"914","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",13,12,13,0,0,0,"F","multi",8.08387096774194,1650.7,"ColdWet","Wet","Cold"
"901","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",14,13,14,0,0,0,"F","multi",8.40333333333333,1485.4,"ColdDry","Dry","Cold"
"897","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",15,14,15,0,0,0,"F","multi",7.90645161290323,848.02,"ColdDry","Dry","Cold"
"908","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",16,15,16,0,0,0,"F","multi",7.20666666666667,344.57,"ColdDry","Dry","Cold"
"909","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",17,16,17,0,0,0,"F","multi",6.20967741935484,158.62,"ColdDry","Dry","Cold"
"872","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",18,17,18,0,0,0,"F","multi",6.88387096774194,0,"HotDry","Dry","Hot"
"913","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",19,18,19,0,0,0,"F","multi",8.48571428571429,0,"HotDry","Dry","Hot"
"904","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",20,19,20,0,0,0,"F","multi",8.66451612903226,0.4,"HotDry","Dry","Hot"
"903","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",21,20,21,0,0,0,"F","multi",8.56,161.3,"HotDry","Dry","Hot"
"847","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",22,21,22,0,0,0,"F","multi",8.31935483870968,448.2,"ColdWet","Wet","Cold"
"848","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",23,22,23,0,0,0,"F","multi",8.37333333333333,765.8,"ColdWet","Wet","Cold"
"900","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",24,23,24,0,0,0,"F","multi",7.86451612903226,1373.1,"ColdWet","Wet","Cold"
"907","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",25,24,25,0,0,0,"F","multi",7.83548387096774,1577.6,"ColdWet","Wet","Cold"
"906","D","F68","F74",2009-09-03,2011-10-04,24.9508196721311,NA,"conservative",26,25,26,1,0,0,"F","multi",7.64,1542.3,"ColdDry","Dry","Cold"
"190","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",1,0,1,0,1,0,"F","primi",6.83225806451613,3.6,"HotDry","Dry","Hot"
"154","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",2,1,2,0,1,0,"F","primi",8.07586206896552,3.6,"HotDry","Dry","Hot"
"174","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",3,2,3,0,1,0,"F","primi",8.48064516129032,141.5,"HotDry","Dry","Hot"
"182","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",4,3,4,0,1,0,"F","primi",11.4166666666667,190.1,"HotDry","Dry","Hot"
"155","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",5,4,5,0,1,0,"F","primi",10.8838709677419,510.85,"ColdWet","Wet","Cold"
"179","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",6,5,6,0,1,0,"F","primi",7.8,553.9,"ColdWet","Wet","Cold"
"159","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",7,6,7,0,1,0,"F","primi",7.35483870967742,1138.1,"ColdWet","Wet","Cold"
"181","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",8,7,8,0,1,0,"F","primi",8.08064516129032,1121.05,"ColdWet","Wet","Cold"
"187","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",9,8,9,0,1,0,"F","primi",7.50333333333333,986.4,"ColdDry","Dry","Cold"
"162","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",10,9,10,0,1,0,"F","primi",7.81935483870968,459.5,"ColdDry","Dry","Cold"
"188","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",11,10,11,0,1,0,"F","primi",5.93333333333333,155.8,"ColdDry","Dry","Cold"
"193","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",12,11,12,0,1,0,"F","primi",6.4,109,"ColdDry","Dry","Cold"
"184","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",13,12,13,0,1,0,"F","primi",7.53548387096774,1.1,"HotDry","Dry","Hot"
"160","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",14,13,14,0,1,1,"F","primi",9.18928571428571,1.9,"HotDry","Dry","Hot"
"164","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",15,14,15,0,1,1,"F","primi",9.27741935483871,46.2,"HotDry","Dry","Hot"
"163","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",16,15,16,0,1,1,"F","primi",10.1833333333333,53.7,"HotDry","Dry","Hot"
"183","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",17,16,17,0,1,1,"F","primi",10.2741935483871,81.6,"ColdWet","Wet","Cold"
"157","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",18,17,18,0,1,1,"F","primi",10.35,475,"ColdWet","Wet","Cold"
"192","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",19,18,19,0,1,1,"F","primi",8.49677419354839,726.8,"ColdWet","Wet","Cold"
"185","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",20,19,20,0,1,1,"F","primi",8.47741935483871,971.5,"ColdWet","Wet","Cold"
"161","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",21,20,21,0,1,1,"F","primi",7.95666666666667,636.6,"ColdDry","Dry","Cold"
"178","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",22,21,22,0,1,1,"F","primi",7.28064516129032,405.9,"ColdDry","Dry","Cold"
"177","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",23,22,23,0,1,1,"F","primi",7.04,152.5,"ColdDry","Dry","Cold"
"176","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",24,23,24,0,1,1,"F","primi",6.25483870967742,49.1,"ColdDry","Dry","Cold"
"191","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",25,24,25,0,1,1,"F","primi",7.78064516129032,48.7,"HotDry","Dry","Hot"
"189","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",26,25,26,0,1,1,"F","primi",8.48928571428571,34.8,"HotDry","Dry","Hot"
"158","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",27,26,27,0,1,1,"F","primi",9.49677419354839,141,"HotDry","Dry","Hot"
"186","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",28,27,28,0,1,1,"F","primi",9.25666666666667,221.8,"HotDry","Dry","Hot"
"175","A","F7","F8",2008-02-16,2010-09-11,30.7540983606557,"2009-04-15","conservative",29,28,29,0,1,1,"F","primi",9.22258064516129,491.8,"ColdWet","Wet","Cold"
