"","Unit","Female","Infant","Date.birth","Date.nextbirth","IBI","Date.takeover","Dataset","Month","Time1","Time2","Birth","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"227","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",1,0,1,0,0,0,"F","primi",9.37666666666667,1050.9,"ColdWet","Wet","Cold"
"233","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",2,1,2,0,0,0,"F","primi",8.41290322580645,1278.6,"ColdWet","Wet","Cold"
"236","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",3,2,3,0,0,0,"F","primi",8.47741935483871,1131.2,"ColdWet","Wet","Cold"
"220","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",4,3,4,0,0,0,"F","primi",8.01666666666667,931.3,"ColdDry","Dry","Cold"
"219","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",5,4,5,0,0,0,"F","primi",7.31612903225806,485.8,"ColdDry","Dry","Cold"
"241","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",6,5,6,0,0,0,"F","primi",6.21,297.8,"ColdDry","Dry","Cold"
"231","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",7,6,7,0,0,0,"F","primi",6.48387096774194,27.6,"ColdDry","Dry","Cold"
"235","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",8,7,8,0,0,0,"F","primi",7.85161290322581,2.2,"HotDry","Dry","Hot"
"225","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",9,8,9,0,0,0,"F","primi",8.17857142857143,5.2,"HotDry","Dry","Hot"
"223","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",10,9,10,0,0,0,"F","primi",8.75161290322581,63.1,"HotDry","Dry","Hot"
"239","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",11,10,11,0,0,0,"F","primi",10.0433333333333,134.9,"HotDry","Dry","Hot"
"230","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",12,11,12,0,0,0,"F","primi",8.64838709677419,490.7,"ColdWet","Wet","Cold"
"242","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",13,12,13,0,0,0,"F","primi",8.20666666666667,874.9,"ColdWet","Wet","Cold"
"224","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",14,13,14,0,0,0,"F","primi",7.86451612903226,1237.8,"ColdWet","Wet","Cold"
"240","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",15,14,15,0,0,0,"F","primi",8.13870967741935,1116.6,"ColdWet","Wet","Cold"
"226","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",16,15,16,0,0,0,"F","primi",8.34333333333333,830,"ColdDry","Dry","Cold"
"232","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",17,16,17,0,0,0,"F","primi",7.73548387096774,453.1,"ColdDry","Dry","Cold"
"237","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",18,17,18,0,0,0,"F","primi",7.54666666666667,223.9,"ColdDry","Dry","Cold"
"222","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",19,18,19,0,0,0,"F","primi",6.78064516129032,68.4,"ColdDry","Dry","Cold"
"238","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",20,19,20,0,0,0,"F","primi",8.85161290322581,10.6,"HotDry","Dry","Hot"
"234","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",21,20,21,0,0,0,"F","primi",11.2035714285714,17.2,"HotDry","Dry","Hot"
"228","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",22,21,22,0,0,0,"F","primi",10.6096774193548,66.4,"HotDry","Dry","Hot"
"229","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",23,22,23,0,0,0,"F","primi",8.36666666666667,208.6,"HotDry","Dry","Hot"
"221","A","F12","F11",2017-07-27,2019-07-24,23.8360655737705,NA,"conservative",24,23,24,1,0,0,"F","primi",7.59354838709677,558.57,"ColdWet","Wet","Cold"
"1401","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",1,0,1,0,0,0,"F","multi",9.3,1214.35,"ColdDry","Dry","Cold"
"1369","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",2,1,2,0,0,0,"F","multi",7.95806451612903,763.35,"ColdDry","Dry","Cold"
"1360","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",3,2,3,0,0,0,"F","multi",7.42666666666667,441.35,"ColdDry","Dry","Cold"
"1388","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",4,3,4,0,0,0,"F","multi",6.98709677419355,99.1,"ColdDry","Dry","Cold"
"1367","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",5,4,5,0,0,0,"F","multi",8.34516129032258,8,"HotDry","Dry","Hot"
"1392","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",6,5,6,0,0,0,"F","multi",8.56428571428571,69.8,"HotDry","Dry","Hot"
"1382","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",7,6,7,0,0,0,"F","multi",9.7,87.1,"HotDry","Dry","Hot"
"1387","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",8,7,8,0,0,0,"F","multi",9.53333333333333,298,"HotDry","Dry","Hot"
"1359","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",9,8,9,0,0,0,"F","multi",9.52258064516129,529.1,"ColdWet","Wet","Cold"
"1405","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",10,9,10,0,0,0,"F","multi",9.57666666666667,824.5,"ColdWet","Wet","Cold"
"1377","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",11,10,11,0,0,0,"F","multi",8.81612903225806,1158.4,"ColdWet","Wet","Cold"
"1385","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",12,11,12,0,0,0,"F","multi",8.25483870967742,1253.8,"ColdWet","Wet","Cold"
"1386","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",13,12,13,0,0,0,"F","multi",8.26333333333333,1041.3,"ColdDry","Dry","Cold"
"1362","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",14,13,14,0,0,0,"F","multi",7.62903225806452,719,"ColdDry","Dry","Cold"
"1364","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",15,14,15,0,0,0,"F","multi",7.07,330.7,"ColdDry","Dry","Cold"
"1376","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",16,15,16,0,0,0,"F","multi",5.99677419354839,230.5,"ColdDry","Dry","Cold"
"1381","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",17,16,17,0,0,0,"F","multi",7.07741935483871,0,"HotDry","Dry","Hot"
"1403","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",18,17,18,0,0,0,"F","multi",7.88928571428571,2.2,"HotDry","Dry","Hot"
"1357","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",19,18,19,0,0,0,"F","multi",8.4,28.1,"HotDry","Dry","Hot"
"1384","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",20,19,20,0,0,0,"F","multi",9.84666666666667,98.6,"HotDry","Dry","Hot"
"1393","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",21,20,21,0,0,0,"F","multi",9.34838709677419,302.2,"ColdWet","Wet","Cold"
"1361","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",22,21,22,0,0,0,"F","multi",8.32,697.5,"ColdWet","Wet","Cold"
"1365","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",23,22,23,0,0,0,"F","multi",8.01290322580645,1009.4,"ColdWet","Wet","Cold"
"1363","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",24,23,24,0,0,0,"F","multi",8.03870967741936,1200.5,"ColdWet","Wet","Cold"
"1399","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",25,24,25,0,0,0,"F","multi",8.23333333333333,960.4,"ColdDry","Dry","Cold"
"1358","K","F118","F113",2016-10-12,2018-11-22,25.2786885245902,NA,"conservative",26,25,26,1,0,0,"F","multi",8.13870967741935,688.5,"ColdDry","Dry","Cold"
"1351","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",1,0,1,0,1,0,"F","multi",7.19677419354839,545.1,"ColdDry","Dry","Cold"
"1333","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",2,1,2,0,1,0,"F","multi",7.31,207.3,"ColdDry","Dry","Cold"
"1347","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",3,2,3,0,1,0,"F","multi",6.46451612903226,87.8,"ColdDry","Dry","Cold"
"1337","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",4,3,4,0,1,0,"F","multi",8.06451612903226,7.7,"HotDry","Dry","Hot"
"1327","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",5,4,5,0,1,0,"F","multi",9.51071428571429,11.9,"HotDry","Dry","Hot"
"1335","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",6,5,6,0,1,0,"F","multi",9.16774193548387,21.7,"HotDry","Dry","Hot"
"1356","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",7,6,7,0,1,0,"F","multi",9.77333333333333,54.2,"HotDry","Dry","Hot"
"1354","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",8,7,8,0,1,0,"F","multi",9.60322580645161,147,"ColdWet","Wet","Cold"
"1331","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",9,8,9,0,1,0,"F","multi",8.3,626.6,"ColdWet","Wet","Cold"
"1346","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",10,9,10,0,1,0,"F","multi",7.66774193548387,1727.1,"ColdWet","Wet","Cold"
"1339","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",11,10,11,0,1,0,"F","multi",8.08064516129032,2003.4,"ColdWet","Wet","Cold"
"1348","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",12,11,12,0,1,0,"F","multi",7.67666666666667,1742.9,"ColdDry","Dry","Cold"
"1330","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",13,12,13,0,1,0,"F","multi",7.12903225806452,645,"ColdDry","Dry","Cold"
"1321","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",14,13,14,0,1,0,"F","multi",6.56333333333333,309.6,"ColdDry","Dry","Cold"
"1329","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",15,14,15,0,1,0,"F","multi",6.33225806451613,79.4,"ColdDry","Dry","Cold"
"1355","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",16,15,16,0,1,0,"F","multi",7.36774193548387,44.3,"HotDry","Dry","Hot"
"1345","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",17,16,17,0,1,1,"F","multi",7.74642857142857,34.2,"HotDry","Dry","Hot"
"1326","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",18,17,18,0,1,1,"F","multi",8.69677419354839,87.4,"HotDry","Dry","Hot"
"1352","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",19,18,19,0,1,1,"F","multi",9.35,258.9,"HotDry","Dry","Hot"
"1336","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",20,19,20,0,1,1,"F","multi",9.05806451612903,534.2,"ColdWet","Wet","Cold"
"1350","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",21,20,21,0,1,1,"F","multi",8.20333333333333,923,"ColdWet","Wet","Cold"
"1343","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",22,21,22,0,1,1,"F","multi",7.82903225806452,1158,"ColdWet","Wet","Cold"
"1344","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",23,22,23,0,1,1,"F","multi",8.52258064516129,1288,"ColdWet","Wet","Cold"
"1324","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",24,23,24,0,1,1,"F","multi",7.94666666666667,1004.3,"ColdDry","Dry","Cold"
"1340","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",25,24,25,0,1,1,"F","multi",7.08387096774194,646.3,"ColdDry","Dry","Cold"
"1323","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",26,25,26,0,1,1,"F","multi",6.72,225.3,"ColdDry","Dry","Cold"
"1341","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",27,26,27,0,1,1,"F","multi",6.17096774193548,67,"ColdDry","Dry","Cold"
"1349","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",28,27,28,0,1,1,"F","multi",7.62903225806452,18.5,"HotDry","Dry","Hot"
"1334","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",29,28,29,0,1,1,"F","multi",9.425,3.5,"HotDry","Dry","Hot"
"1325","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",30,29,30,0,1,1,"F","multi",9.71290322580645,55.1,"HotDry","Dry","Hot"
"1328","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",31,30,31,0,1,1,"F","multi",9.63333333333333,203.9,"HotDry","Dry","Hot"
"1322","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",32,31,32,0,1,1,"F","multi",10.0354838709677,309.2,"ColdWet","Wet","Cold"
"1332","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",33,32,33,0,1,1,"F","multi",9.09333333333333,476.2,"ColdWet","Wet","Cold"
"1353","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",34,33,34,0,1,1,"F","multi",10.0774193548387,605.7,"ColdWet","Wet","Cold"
"1338","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",35,34,35,0,1,1,"F","multi",10.5225806451613,822,"ColdWet","Wet","Cold"
"1342","K","F114","F116",2012-11-10,2015-10-11,34.9180327868852,"2014-03-24","conservative",36,35,36,1,1,1,"F","multi",11.8233333333333,742.5,"ColdDry","Dry","Cold"
"1378","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",1,0,1,0,0,0,"F","multi",6.87096774193548,572.8,"ColdDry","Dry","Cold"
"1404","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",2,1,2,0,0,0,"F","multi",6.41666666666667,124.8,"ColdDry","Dry","Cold"
"1389","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",3,2,3,0,0,0,"F","multi",6.28064516129032,20.5,"ColdDry","Dry","Cold"
"1370","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",4,3,4,0,0,0,"F","multi",8.69677419354839,10.5,"HotDry","Dry","Hot"
"1371","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",5,4,5,0,0,0,"F","multi",9.51428571428571,17.5,"HotDry","Dry","Hot"
"1400","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",6,5,6,0,0,0,"F","multi",9.72903225806452,59.6,"HotDry","Dry","Hot"
"1374","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",7,6,7,0,0,0,"F","multi",10,208.9,"HotDry","Dry","Hot"
"1373","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",8,7,8,0,0,0,"F","multi",9.49354838709677,382.8,"ColdWet","Wet","Cold"
"1366","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",9,8,9,0,0,0,"F","multi",9.15333333333333,546.8,"ColdWet","Wet","Cold"
"1402","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",10,9,10,0,0,0,"F","multi",10.658064516129,681.1,"ColdWet","Wet","Cold"
"1383","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",11,10,11,0,0,0,"F","multi",10.7516129032258,801.5,"ColdWet","Wet","Cold"
"1368","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",12,11,12,0,0,0,"F","multi",12.1533333333333,695.5,"ColdDry","Dry","Cold"
"1397","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",13,12,13,0,0,0,"F","multi",8.96451612903226,618.9,"ColdDry","Dry","Cold"
"1395","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",14,13,14,0,0,0,"F","multi",7.03333333333333,337.2,"ColdDry","Dry","Cold"
"1391","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",15,14,15,0,0,0,"F","multi",7.15483870967742,246.7,"ColdDry","Dry","Cold"
"1396","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",16,15,16,0,0,0,"F","multi",8.11935483870968,37.7,"HotDry","Dry","Hot"
"1380","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",17,16,17,0,0,0,"F","multi",10.4965517241379,64.2,"HotDry","Dry","Hot"
"1394","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",18,17,18,0,0,0,"F","multi",10.9548387096774,65.9,"HotDry","Dry","Hot"
"1379","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",19,18,19,0,0,0,"F","multi",10.1366666666667,296,"HotDry","Dry","Hot"
"1390","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",20,19,20,0,0,0,"F","multi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"1375","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",21,20,21,0,0,0,"F","multi",8.34,883,"ColdWet","Wet","Cold"
"1372","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",22,21,22,0,0,0,"F","multi",8.5741935483871,1274.4,"ColdWet","Wet","Cold"
"1398","K","F118","F119",2014-11-21,2016-10-12,22.655737704918,NA,"conservative",23,22,23,1,0,0,"F","multi",8.85161290322581,1363.55,"ColdWet","Wet","Cold"
"196","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",1,0,1,0,0,0,"F","multi",8.13225806451613,1636.9,"ColdWet","Wet","Cold"
"194","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",2,1,2,0,0,0,"F","multi",8.24,1387.52,"ColdDry","Dry","Cold"
"214","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",3,2,3,0,0,0,"F","multi",7.99032258064516,765.87,"ColdDry","Dry","Cold"
"218","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",4,3,4,0,0,0,"F","multi",6.75333333333333,293.67,"ColdDry","Dry","Cold"
"217","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",5,4,5,0,0,0,"F","multi",6.56129032258065,107.1,"ColdDry","Dry","Cold"
"195","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",6,5,6,0,0,0,"F","multi",6.84193548387097,0,"HotDry","Dry","Hot"
"212","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",7,6,7,0,0,0,"F","multi",9.04285714285714,0,"HotDry","Dry","Hot"
"211","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",8,7,8,0,0,0,"F","multi",8.65806451612903,15.2,"HotDry","Dry","Hot"
"216","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",9,8,9,0,0,0,"F","multi",8.17333333333333,198.4,"HotDry","Dry","Hot"
"200","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",10,9,10,0,0,0,"F","multi",8.7258064516129,510.55,"ColdWet","Wet","Cold"
"197","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",11,10,11,0,0,0,"F","multi",7.93666666666667,882.4,"ColdWet","Wet","Cold"
"210","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",12,11,12,0,0,0,"F","multi",7.94193548387097,1520.6,"ColdWet","Wet","Cold"
"198","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",13,12,13,0,0,0,"F","multi",7.74193548387097,1649.65,"ColdWet","Wet","Cold"
"215","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",14,13,14,0,0,0,"F","multi",7.58666666666667,1413.6,"ColdDry","Dry","Cold"
"199","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",15,14,15,0,0,0,"F","multi",7.05161290322581,650.2,"ColdDry","Dry","Cold"
"213","A","F7","F12",2010-09-11,2011-12-28,15.5081967213115,NA,"conservative",16,15,16,1,0,0,"F","multi",6.08666666666667,215.4,"ColdDry","Dry","Cold"
"29","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",1,0,1,0,1,0,"F","multi",7.69032258064516,1570.1,"ColdWet","Wet","Cold"
"8","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",2,1,2,0,1,0,"F","multi",7.18,926.2,"ColdDry","Dry","Cold"
"57","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",3,2,3,0,1,0,"F","multi",6.96774193548387,515.8,"ColdDry","Dry","Cold"
"18","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",4,3,4,0,1,0,"F","multi",6,105.1,"ColdDry","Dry","Cold"
"23","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",5,4,5,0,1,0,"F","multi",6.52903225806452,60.2,"ColdDry","Dry","Cold"
"19","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",6,5,6,0,1,0,"F","multi",8.50967741935484,1.6,"HotDry","Dry","Hot"
"37","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",7,6,7,0,1,0,"F","multi",9.06206896551724,7.7,"HotDry","Dry","Hot"
"25","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",8,7,8,0,1,0,"F","multi",9.30967741935484,6.5,"HotDry","Dry","Hot"
"31","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",9,8,9,0,1,0,"F","multi",10.9366666666667,61.2,"HotDry","Dry","Hot"
"60","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",10,9,10,0,1,0,"F","multi",8.68709677419355,293.5,"ColdWet","Wet","Cold"
"20","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",11,10,11,0,1,0,"F","multi",8.18666666666667,766,"ColdWet","Wet","Cold"
"41","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",12,11,12,0,1,0,"F","multi",7.74193548387097,1284.7,"ColdWet","Wet","Cold"
"58","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",13,12,13,0,1,0,"F","multi",9.12903225806452,1307,"ColdWet","Wet","Cold"
"27","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",14,13,14,0,1,0,"F","multi",7.46,851.1,"ColdDry","Dry","Cold"
"40","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",15,14,15,0,1,0,"F","multi",7.34838709677419,356.5,"ColdDry","Dry","Cold"
"21","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",16,15,16,0,1,0,"F","multi",6.78666666666667,103.5,"ColdDry","Dry","Cold"
"38","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",17,16,17,0,1,0,"F","multi",6.94838709677419,86.5,"ColdDry","Dry","Cold"
"61","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",18,17,18,0,1,1,"F","multi",8.94838709677419,7.7,"HotDry","Dry","Hot"
"59","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",19,18,19,0,1,1,"F","multi",9.375,16.2,"HotDry","Dry","Hot"
"69","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",20,19,20,0,1,1,"F","multi",9.37096774193548,51.4,"HotDry","Dry","Hot"
"36","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",21,20,21,0,1,1,"F","multi",9.74,133.5,"HotDry","Dry","Hot"
"24","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",22,21,22,0,1,1,"F","multi",8.96774193548387,361.6,"ColdWet","Wet","Cold"
"7","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",23,22,23,0,1,1,"F","multi",8.06,1461.9,"ColdWet","Wet","Cold"
"39","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",24,23,24,0,1,1,"F","multi",7.88709677419355,1859.5,"ColdWet","Wet","Cold"
"28","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",25,24,25,0,1,1,"F","multi",7.88064516129032,1894.4,"ColdWet","Wet","Cold"
"26","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",26,25,26,0,1,1,"F","multi",7.4,912.6,"ColdDry","Dry","Cold"
"22","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",27,26,27,0,1,1,"F","multi",6.99354838709677,470.3,"ColdDry","Dry","Cold"
"9","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",28,27,28,0,1,1,"F","multi",5.95333333333333,198.4,"ColdDry","Dry","Cold"
"6","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",29,28,29,0,1,1,"F","multi",6.97096774193548,44.7,"ColdDry","Dry","Cold"
"30","A","F4","F13",2011-09-25,2014-02-26,29.016393442623,"2013-03-01","uncertain",30,29,30,1,1,1,"F","multi",7.41935483870968,7.3,"HotDry","Dry","Hot"
"1840","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",1,0,1,0,0,0,"F","multi",8.3741935483871,1298.6,"ColdWet","Wet","Cold"
"1813","M2","F152","F140",2017-08-28,2019-10-24,25.8032786885246,NA,"conservative",2,1,2,0,0,0,"F","multi",8.42258064516129,1125.2,"ColdWet","Wet","Cold"
