"","Unit","Date.sample","Female","Repro.State","Estrogen.ng.g","log.Estrogen","Takeover.period","ID.takeover","Date.takeover","Nb.days.relative.takeover","Infant","Age.takeover","Age.takeover.cat","Age.sample","Age.sample.cat","Laboratory","Wash.step","Avg.temperature","Cumulative.rainfall"
"523","C5","2011-02-28","F50","Lac",5.23,0.718501688867274,"before","TO66","2011-03-06",-6,"M71",7.86885245901639,"6-12 months",7.67213114754098,"6-12 months","UM","20% methanol",8.3741935483871,0
"524","C5","2010-12-03","F50","Lac",2.23,0.348304863048161,"before","TO66","2011-03-06",-93,"M71",7.86885245901639,"6-12 months",4.81967213114754,"0-6 months","UM","sodium azide",7.20666666666667,344.57
"525","C5","2011-03-29","F50","Lac",4.53,0.656098202012832,"after","TO66","2011-03-06",23,"M71",7.86885245901639,"6-12 months",8.62295081967213,"6-12 months","SB","20% methanol",8.67241379310345,0
"526","C5","2010-08-12","F50","Lac",13.08,1.11660774398825,"before","TO66","2011-03-06",-206,"M71",7.86885245901639,"6-12 months",1.11475409836066,"0-6 months","UM","sodium azide",7.98064516129032,1437.9
"527","C5","2011-07-07","F50","Cyc",1.26,0.100370545117563,"after","TO66","2011-03-06",123,"M71",7.86885245901639,"6-12 months",11.9016393442623,"6-12 months","SB","20% methanol",8.12333333333333,815
"528","C5","2011-04-11","F50","Cyc",8.16,0.911690158753861,"after","TO66","2011-03-06",36,"M71",7.86885245901639,"6-12 months",9.04918032786885,"6-12 months","SB","20% methanol",8.65806451612903,15.2
"529","C","2011-05-04","F55","Lac",10.01,1.00043407747932,"after","TO66","2011-03-06",59,"M30",5.14754098360656,"0-6 months",7.08196721311475,"6-12 months","SB","20% methanol",8.37333333333333,163.4
"530","C4","2011-08-13","F44","Cyc",1.88,0.27415784926368,"after","TO66","2011-03-06",160,"M51",13.6065573770492,"12-18 months",18.8524590163934,">18 months","SB","20% methanol",7.9258064516129,1508
"531","C4","2011-03-13","F44","Lac",6.88,0.837588438235511,"after","TO66","2011-03-06",7,"M51",13.6065573770492,"12-18 months",13.8360655737705,"12-18 months","UM","20% methanol",8.825,0
"532","C4","2011-04-04","F44","Cyc",13.54,1.13161866434913,"after","TO66","2011-03-06",29,"M51",13.6065573770492,"12-18 months",14.5573770491803,"12-18 months","SB","20% methanol",8.74193548387097,4
"533","C4","2010-11-02","F44","Lac",3.28,0.515873843711679,"before","TO66","2011-03-06",-124,"M51",13.6065573770492,"12-18 months",9.54098360655738,"6-12 months","UM","sodium azide",7.90967741935484,851.02
"534","C","2011-07-01","F55","Cyc",1.13,0.0530784434834197,"after","TO66","2011-03-06",117,"M30",5.14754098360656,"0-6 months",8.98360655737705,"6-12 months","SB","20% methanol",8.44,764.1
"535","C","2011-04-12","F55","Lac",2.04,0.309630167425899,"after","TO66","2011-03-06",37,"M30",5.14754098360656,"0-6 months",6.36065573770492,"6-12 months","SB","20% methanol",8.65806451612903,21.7
"536","C","2011-04-04","F55","Lac",30.61,1.48586332959733,"after","TO66","2011-03-06",29,"M30",5.14754098360656,"0-6 months",6.0983606557377,"6-12 months","SB","20% methanol",8.74193548387097,4
"537","C1","2011-10-06","F54","Cyc",1.87,0.271841606536499,"after","TO66","2011-03-06",214,"M109",14.0655737704918,"12-18 months",21.0819672131148,">18 months","SB","20% methanol",7.70666666666667,1520.6
"538","C1","2011-05-24","F54","Cyc",5.36,0.72916478969277,"after","TO66","2011-03-06",79,"M109",14.0655737704918,"12-18 months",16.655737704918,"12-18 months","SB","20% methanol",8.44333333333333,314.6
"539","C","2011-05-23","F55","Lac",4.57,0.65991620006985,"after","TO66","2011-03-06",78,"M30",5.14754098360656,"0-6 months",7.70491803278689,"6-12 months","SB","20% methanol",8.44,311.6
"540","C","2011-03-09","F55","Lac",2.05,0.311753861055754,"after","TO66","2011-03-06",3,"M30",5.14754098360656,"0-6 months",5.24590163934426,"0-6 months","UM","20% methanol",8.91071428571429,0
"541","C1","2010-03-18","F54","Lac",3.33,0.52244423350632,"before","TO66","2011-03-06",-353,"M109",14.0655737704918,"12-18 months",2.49180327868852,"0-6 months","UM","sodium azide",8.61428571428571,34.8
"542","C5","2011-03-14","F50","Lac",3.61,0.557507201905658,"after","TO66","2011-03-06",8,"M71",7.86885245901639,"6-12 months",8.13114754098361,"6-12 months","UM","20% methanol",8.81785714285714,0
"543","C5","2010-10-01","F50","Lac",12.53,1.09795107099415,"before","TO66","2011-03-06",-156,"M71",7.86885245901639,"6-12 months",2.75409836065574,"0-6 months","UM","sodium azide",8.49333333333333,1510.9
"544","C","2011-03-10","F55","Lac",6.52,0.81424759573192,"after","TO66","2011-03-06",4,"M30",5.14754098360656,"0-6 months",5.27868852459016,"0-6 months","UM","20% methanol",9.02857142857143,0
"545","C","2011-06-01","F55","Lac",3.12,0.494154594018443,"after","TO66","2011-03-06",87,"M30",5.14754098360656,"0-6 months",8,"6-12 months","SB","20% methanol",8.29354838709677,437.1
"546","C5","2011-06-01","F50","Cyc",33.24,1.52166101511207,"after","TO66","2011-03-06",87,"M71",7.86885245901639,"6-12 months",10.7213114754098,"6-12 months","SB","20% methanol",8.29354838709677,437.1
"547","C5","2011-03-11","F50","Lac",3.03,0.481442628502305,"after","TO66","2011-03-06",5,"M71",7.86885245901639,"6-12 months",8.0327868852459,"6-12 months","UM","20% methanol",9.04285714285714,0
"548","C5","2011-05-24","F50","Cyc",4.99,0.69810054562339,"after","TO66","2011-03-06",79,"M71",7.86885245901639,"6-12 months",10.4590163934426,"6-12 months","SB","20% methanol",8.44333333333333,314.6
"549","C5","2011-02-22","F50","Lac",3.44,0.53655844257153,"before","TO66","2011-03-06",-12,"M71",7.86885245901639,"6-12 months",7.47540983606557,"6-12 months","UM","20% methanol",7.85161290322581,0
"550","C1","2010-04-21","F54","Lac",14.17,1.15136985024746,"before","TO66","2011-03-06",-319,"M109",14.0655737704918,"12-18 months",3.60655737704918,"0-6 months","UM","sodium azide",9.54838709677419,146
"551","C1","2011-06-21","F54","Cyc",2.78,0.444044795918076,"after","TO66","2011-03-06",107,"M109",14.0655737704918,"12-18 months",17.5737704918033,"12-18 months","SB","20% methanol",8.60967741935484,659.4
"552","C1","2011-06-02","F54","Cyc",5.61,0.748962861256161,"after","TO66","2011-03-06",88,"M109",14.0655737704918,"12-18 months",16.9508196721311,"12-18 months","SB","20% methanol",8.29677419354839,446.9
"553","C5","2011-03-22","F50","Lac",3.16,0.499687082618404,"after","TO66","2011-03-06",16,"M71",7.86885245901639,"6-12 months",8.39344262295082,"6-12 months","UM","20% methanol",8.52142857142857,0
"554","C5","2011-03-09","F50","Lac",2.78,0.444044795918076,"after","TO66","2011-03-06",3,"M71",7.86885245901639,"6-12 months",7.9672131147541,"6-12 months","UM","20% methanol",8.91071428571429,0
"555","C5","2011-08-13","F50","Cyc",2.4,0.380211241711606,"after","TO66","2011-03-06",160,"M71",7.86885245901639,"6-12 months",13.1147540983607,"12-18 months","SB","20% methanol",7.9258064516129,1508
"556","C5","2010-09-09","F50","Lac",6.67,0.824125833916549,"before","TO66","2011-03-06",-178,"M71",7.86885245901639,"6-12 months",2.0327868852459,"0-6 months","UM","sodium azide",8.08709677419355,1629.1
"557","C5","2011-06-21","F50","Cyc",1.47,0.167317334748176,"after","TO66","2011-03-06",107,"M71",7.86885245901639,"6-12 months",11.3770491803279,"6-12 months","SB","20% methanol",8.60967741935484,659.4
"558","C5","2011-05-04","F50","Cyc",2.83,0.45178643552429,"after","TO66","2011-03-06",59,"M71",7.86885245901639,"6-12 months",9.80327868852459,"6-12 months","SB","20% methanol",8.37333333333333,163.4
"559","C1","2011-03-11","F54","Lac",3.02,0.480006942957151,"after","TO66","2011-03-06",5,"M109",14.0655737704918,"12-18 months",14.2295081967213,"12-18 months","UM","20% methanol",9.04285714285714,0
"560","C1","2010-02-19","F54","Lac",6.47,0.8109042806687,"before","TO66","2011-03-06",-380,"M109",14.0655737704918,"12-18 months",1.60655737704918,"0-6 months","UM","sodium azide",7.89032258064516,48.7
"561","C1","2011-03-13","F54","Lac",9.25,0.966141732739033,"after","TO66","2011-03-06",7,"M109",14.0655737704918,"12-18 months",14.2950819672131,"12-18 months","UM","20% methanol",8.825,0
"562","C4","2010-05-05","F44","Lac",2.58,0.41161970596323,"before","TO66","2011-03-06",-305,"M51",13.6065573770492,"12-18 months",3.60655737704918,"0-6 months","UM","sodium azide",9.47666666666667,178.5
"563","C4","2010-03-18","F44","Lac",4.5,0.653212513775344,"before","TO66","2011-03-06",-353,"M51",13.6065573770492,"12-18 months",2.0327868852459,"0-6 months","UM","sodium azide",8.61428571428571,34.8
"564","C4","2011-11-21","F44","Cyc",1.7,0.230448921378274,"after","TO66","2011-03-06",260,"M51",13.6065573770492,"12-18 months",22.1311475409836,">18 months","UM","20% methanol",7.05483870967742,522.4
"565","C4","2010-03-05","F44","Lac",10.56,1.02366391819779,"before","TO66","2011-03-06",-366,"M51",13.6065573770492,"12-18 months",1.60655737704918,"0-6 months","UM","sodium azide",8.06785714285714,28.7
"566","C4","2011-05-09","F44","Cyc",1.96,0.292256071356476,"after","TO66","2011-03-06",64,"M51",13.6065573770492,"12-18 months",15.7049180327869,"12-18 months","SB","20% methanol",8.28333333333333,197.9
"567","C4","2010-04-21","F44","Lac",11.76,1.07040732174012,"before","TO66","2011-03-06",-319,"M51",13.6065573770492,"12-18 months",3.14754098360656,"0-6 months","UM","sodium azide",9.54838709677419,146
"568","C4","2010-10-01","F44","Lac",11.46,1.05918461763137,"before","TO66","2011-03-06",-156,"M51",13.6065573770492,"12-18 months",8.49180327868852,"6-12 months","UM","sodium azide",8.49333333333333,1510.9
"569","C4","2010-06-18","F44","Lac",1.19,0.0755469613925307,"before","TO66","2011-03-06",-261,"M51",13.6065573770492,"12-18 months",5.04918032786885,"0-6 months","UM","sodium azide",9.12258064516129,515.8
"570","C1","2011-02-28","F54","Lac",3.1,0.491361693834273,"before","TO66","2011-03-06",-6,"M109",14.0655737704918,"12-18 months",13.8688524590164,"12-18 months","UM","20% methanol",8.3741935483871,0
"571","C5","2011-09-12","F50","Cyc",1.9,0.278753600952829,"after","TO66","2011-03-06",190,"M71",7.86885245901639,"6-12 months",14.0983606557377,"12-18 months","SB","20% methanol",7.76451612903226,1643.3
"572","C5","2011-10-05","F50","Cyc",11.28,1.05230909964732,"after","TO66","2011-03-06",213,"M71",7.86885245901639,"6-12 months",14.8524590163934,"12-18 months","SB","20% methanol",7.71,1534.8
"573","C1","2010-05-05","F54","Lac",8.16,0.911690158753861,"before","TO66","2011-03-06",-305,"M109",14.0655737704918,"12-18 months",4.0655737704918,"0-6 months","UM","sodium azide",9.47666666666667,178.5
"574","C1","2010-12-03","F54","Lac",3.02,0.480006942957151,"before","TO66","2011-03-06",-93,"M109",14.0655737704918,"12-18 months",11.016393442623,"6-12 months","UM","sodium azide",7.20666666666667,344.57
"575","C1","2011-03-30","F54","Lac",8.37,0.92272545799326,"after","TO66","2011-03-06",24,"M109",14.0655737704918,"12-18 months",14.8524590163934,"12-18 months","SB","20% methanol",8.64,0
"576","C1","2010-11-02","F54","Lac",1.64,0.214843848047698,"before","TO66","2011-03-06",-124,"M109",14.0655737704918,"12-18 months",10,"6-12 months","UM","sodium azide",7.90967741935484,851.02
"577","C4","2010-09-09","F44","Lac",9.86,0.993876914941211,"before","TO66","2011-03-06",-178,"M51",13.6065573770492,"12-18 months",7.77049180327869,"6-12 months","UM","sodium azide",8.08709677419355,1629.1
"578","C4","2010-02-02","F44","Lac",2.58,0.41161970596323,"before","TO66","2011-03-06",-397,"M51",13.6065573770492,"12-18 months",0.590163934426229,"0-6 months","UM","sodium azide",7.1741935483871,48.7
"579","C1","2010-03-05","F54","Lac",7.88,0.896526217489555,"before","TO66","2011-03-06",-366,"M109",14.0655737704918,"12-18 months",2.0655737704918,"0-6 months","UM","sodium azide",8.06785714285714,28.7
"580","C1","2011-02-05","F54","Lac",2.87,0.457881896733992,"before","TO66","2011-03-06",-29,"M109",14.0655737704918,"12-18 months",13.1147540983607,"12-18 months","UM","20% methanol",6.93548387096774,0
"581","C4","2011-03-11","F44","Lac",3.03,0.481442628502305,"after","TO66","2011-03-06",5,"M51",13.6065573770492,"12-18 months",13.7704918032787,"12-18 months","UM","20% methanol",9.04285714285714,0
"582","C4","2011-06-20","F44","Cyc",1.41,0.14921911265538,"after","TO66","2011-03-06",106,"M51",13.6065573770492,"12-18 months",17.0819672131148,"12-18 months","SB","20% methanol",8.61612903225806,642.4
"583","C4","2011-04-11","F44","Cyc",13.08,1.11660774398825,"after","TO66","2011-03-06",36,"M51",13.6065573770492,"12-18 months",14.7868852459016,"12-18 months","SB","20% methanol",8.65806451612903,15.2
"584","C4","2011-04-18","F44","Cyc",37.29,1.57159238336131,"after","TO66","2011-03-06",43,"M51",13.6065573770492,"12-18 months",15.016393442623,"12-18 months","SB","20% methanol",8.61290322580645,101.4
"585","C4","2011-03-14","F44","Lac",7.62,0.881954971339601,"after","TO66","2011-03-06",8,"M51",13.6065573770492,"12-18 months",13.8688524590164,"12-18 months","UM","20% methanol",8.81785714285714,0
"586","C1","2011-03-22","F54","Lac",10.8,1.03342375548695,"after","TO66","2011-03-06",16,"M109",14.0655737704918,"12-18 months",14.5901639344262,"12-18 months","UM","20% methanol",8.52142857142857,0
"587","C1","2011-11-21","F54","Cyc",1.83,0.262451089730429,"after","TO66","2011-03-06",260,"M109",14.0655737704918,"12-18 months",22.5901639344262,">18 months","SB","20% methanol",7.05483870967742,522.4
"588","C1","2011-04-04","F54","Cyc",9.99,0.999565488225982,"after","TO66","2011-03-06",29,"M109",14.0655737704918,"12-18 months",15.016393442623,"12-18 months","SB","20% methanol",8.74193548387097,4
"589","C","2011-02-28","F55","Lac",5.92,0.77232170672292,"before","TO66","2011-03-06",-6,"M30",5.14754098360656,"0-6 months",4.95081967213115,"0-6 months","UM","20% methanol",8.3741935483871,0
"590","C1","2010-08-12","F54","Lac",7.03,0.846955325019824,"before","TO66","2011-03-06",-206,"M109",14.0655737704918,"12-18 months",7.31147540983607,"6-12 months","UM","sodium azide",7.98064516129032,1437.9
"591","C1","2011-03-09","F54","Lac",2.53,0.403120521175818,"after","TO66","2011-03-06",3,"M109",14.0655737704918,"12-18 months",14.1639344262295,"12-18 months","UM","20% methanol",8.91071428571429,0
"592","C4","2010-08-12","F44","Lac",10.08,1.00346053210951,"before","TO66","2011-03-06",-206,"M51",13.6065573770492,"12-18 months",6.85245901639344,"6-12 months","UM","sodium azide",7.98064516129032,1437.9
"593","C4","2010-01-25","F44","Lac",2,0.301029995663981,"before","TO66","2011-03-06",-405,"M51",13.6065573770492,"12-18 months",0.327868852459016,"0-6 months","UM","sodium azide",6.81290322580645,59.8
"594","C","2010-11-02","F55","Lac",1.76,0.24551266781415,"before","TO66","2011-03-06",-124,"M30",5.14754098360656,"0-6 months",1.08196721311475,"0-6 months","UM","sodium azide",7.90967741935484,851.02
"595","C","2011-02-13","F55","Lac",2.27,0.356025857193123,"before","TO66","2011-03-06",-21,"M30",5.14754098360656,"0-6 months",4.45901639344262,"0-6 months","UM","20% methanol",7.01290322580645,0
"596","C","2011-08-10","F55","Cyc",1.96,0.292256071356476,"after","TO66","2011-03-06",157,"M30",5.14754098360656,"0-6 months",10.2950819672131,"6-12 months","SB","20% methanol",7.98709677419355,1509.7
"597","C1","2011-05-04","F54","Cyc",4.67,0.669316880566112,"after","TO66","2011-03-06",59,"M109",14.0655737704918,"12-18 months",16,"12-18 months","SB","20% methanol",8.37333333333333,163.4
"598","C1","2010-09-09","F54","Lac",17.12,1.23350376034113,"before","TO66","2011-03-06",-178,"M109",14.0655737704918,"12-18 months",8.22950819672131,"6-12 months","UM","sodium azide",8.08709677419355,1629.1
"599","C","2011-11-21","F55","Cyc",2.93,0.46686762035411,"after","TO66","2011-03-06",260,"M30",5.14754098360656,"0-6 months",13.672131147541,"12-18 months","SB","20% methanol",7.05483870967742,522.4
"600","C","2011-09-11","F55","Cyc",1.16,0.0644579892269184,"after","TO66","2011-03-06",189,"M30",5.14754098360656,"0-6 months",11.344262295082,"6-12 months","SB","20% methanol",7.74193548387097,1649.65
"601","C4","2011-02-05","F44","Lac",1.94,0.287801729930226,"before","TO66","2011-03-06",-29,"M51",13.6065573770492,"12-18 months",12.655737704918,"12-18 months","UM","20% methanol",6.93548387096774,0
"602","C1","2011-04-12","F54","Cyc",5.31,0.725094521081469,"after","TO66","2011-03-06",37,"M109",14.0655737704918,"12-18 months",15.2786885245902,"12-18 months","SB","20% methanol",8.65806451612903,21.7
"603","C1","2011-04-18","F54","Cyc",1.28,0.107209969647868,"after","TO66","2011-03-06",43,"M109",14.0655737704918,"12-18 months",15.4754098360656,"12-18 months","SB","20% methanol",8.61290322580645,101.4
"604","C1","2011-03-14","F54","Lac",12.18,1.08564728829686,"after","TO66","2011-03-06",8,"M109",14.0655737704918,"12-18 months",14.327868852459,"12-18 months","UM","20% methanol",8.81785714285714,0
"605","C1","2010-06-18","F54","Lac",1.59,0.201397124320452,"before","TO66","2011-03-06",-261,"M109",14.0655737704918,"12-18 months",5.50819672131148,"0-6 months","UM","sodium azide",9.12258064516129,515.8
"606","C","2011-06-17","F55","Cyc",2.24,0.350248018334163,"after","TO66","2011-03-06",103,"M30",5.14754098360656,"0-6 months",8.52459016393443,"6-12 months","SB","20% methanol",8.76451612903226,625.4
"607","C1","2011-07-18","F54","Cyc",1.59,0.201397124320452,"after","TO66","2011-03-06",134,"M109",14.0655737704918,"12-18 months",18.4590163934426,">18 months","SB","20% methanol",7.81333333333333,1074.4
"608","C1","2010-02-02","F54","Lac",2.13,0.328379603438738,"before","TO66","2011-03-06",-397,"M109",14.0655737704918,"12-18 months",1.04918032786885,"0-6 months","UM","sodium azide",7.1741935483871,48.7
"609","C4","2010-02-19","F44","Lac",5.05,0.703291378118661,"before","TO66","2011-03-06",-380,"M51",13.6065573770492,"12-18 months",1.14754098360656,"0-6 months","UM","sodium azide",7.89032258064516,48.7
"610","C1","2010-10-01","F54","Lac",6.59,0.81888541459401,"before","TO66","2011-03-06",-156,"M109",14.0655737704918,"12-18 months",8.95081967213115,"6-12 months","UM","sodium azide",8.49333333333333,1510.9
"611","C4","2011-05-23","F44","Cyc",5.71,0.756636108245848,"after","TO66","2011-03-06",78,"M51",13.6065573770492,"12-18 months",16.1639344262295,"12-18 months","SB","20% methanol",8.44,311.6
"612","C1","2011-08-10","F54","Cyc",1.52,0.181843587944773,"after","TO66","2011-03-06",157,"M109",14.0655737704918,"12-18 months",19.2131147540984,">18 months","SB","20% methanol",7.98709677419355,1509.7
"613","C1","2011-02-22","F54","Lac",1.57,0.195899652409234,"before","TO66","2011-03-06",-12,"M109",14.0655737704918,"12-18 months",13.672131147541,"12-18 months","UM","20% methanol",7.85161290322581,0
"614","C3","2012-04-05","F43","Cyc",12.26,1.0884904701824,"after","TO67","2012-03-22",14,"F58",6,"0-6 months",6.45901639344262,"6-12 months","UM","20% methanol",9.07741935483871,7.7
"615","C3","2012-03-23","F43","Lac",1.25,0.0969100130080564,"after","TO67","2012-03-22",1,"F58",6,"0-6 months",6.0327868852459,"6-12 months","UM","20% methanol",9.04827586206897,7
"616","C3","2012-01-31","F43","Lac",1.6,0.204119982655925,"before","TO67","2012-03-22",-51,"F58",6,"0-6 months",4.32786885245902,"0-6 months","UM","20% methanol",6.89032258064516,59.8
"617","C3","2012-06-02","F43","Cyc",0.97,-0.0132282657337552,"after","TO67","2012-03-22",72,"F58",6,"0-6 months",8.36065573770492,"6-12 months","UM","20% methanol",10.6838709677419,144.6
"618","C3","2012-02-09","F43","Lac",1,0,"before","TO67","2012-03-22",-42,"F58",6,"0-6 months",4.62295081967213,"0-6 months","UM","20% methanol",7.57096774193548,10.3
"619","C3","2012-03-01","F43","Lac",1.27,0.103803720955957,"before","TO67","2012-03-22",-21,"F58",6,"0-6 months",5.31147540983607,"0-6 months","UM","20% methanol",8.55862068965517,1.6
