"","Unit","Date.sample","Female","Repro.State","Estrogen.ng.g","log.Estrogen","Takeover.period","ID.takeover","Date.takeover","Nb.days.relative.takeover","Infant","Age.takeover","Age.takeover.cat","Age.sample","Age.sample.cat","Laboratory","Wash.step","Avg.temperature","Cumulative.rainfall"
"388","M1","2010-12-06","F155","Cyc",3.56,0.551449997972875,"after","TO50","2010-01-31",309,"F167",11.9344262295082,"6-12 months",22.0655737704918,">18 months","UM","sodium azide",7.00666666666667,333.17
"389","M2","2010-04-15","F161","Cyc",5.31,0.725094521081469,"after","TO50","2010-01-31",74,"M41",13.6065573770492,"12-18 months",16.0327868852459,"12-18 months","UM","sodium azide",9.47741935483871,140
"390","M2","2010-06-11","F161","Cyc",1.29,0.110589710299249,"after","TO50","2010-01-31",131,"M41",13.6065573770492,"12-18 months",17.9016393442623,"12-18 months","UM","sodium azide",9.26451612903226,419.9
"391","M2","2010-10-08","F161","Cyc",4.14,0.617000341120899,"after","TO50","2010-01-31",250,"M41",13.6065573770492,"12-18 months",21.8032786885246,">18 months","UM","sodium azide",8.27,1473.32
"392","M2","2010-02-26","F161","Lac",9.39,0.972665592266111,"after","TO50","2010-01-31",26,"M41",13.6065573770492,"12-18 months",14.4590163934426,"12-18 months","UM","sodium azide",8.31612903225806,33.7
"393","M2","2009-02-01","F161","Lac",1.41,0.14921911265538,"before","TO50","2010-01-31",-364,"M41",13.6065573770492,"12-18 months",1.67213114754098,"0-6 months","UM","sodium azide",6.63548387096774,42.7
"394","M2","2010-05-20","F161","Cyc",2.35,0.371067862271736,"after","TO50","2010-01-31",109,"M41",13.6065573770492,"12-18 months",17.1803278688525,"12-18 months","UM","sodium azide",9.21,264.5
"395","M2","2010-08-17","F161","Cyc",7.61,0.881384656770573,"after","TO50","2010-01-31",198,"M41",13.6065573770492,"12-18 months",20.0983606557377,">18 months","UM","sodium azide",7.99677419354839,1486.3
"396","M2","2010-07-30","F161","Cyc",1.28,0.107209969647868,"after","TO50","2010-01-31",180,"M41",13.6065573770492,"12-18 months",19.5081967213115,">18 months","UM","sodium azide",8.16333333333333,1336.05
"397","M2","2009-03-23","F161","Lac",16.86,1.22685757028872,"before","TO50","2010-01-31",-314,"M41",13.6065573770492,"12-18 months",3.31147540983607,"0-6 months","UM","sodium azide",9.06428571428571,32.9
"398","M2","2009-06-25","F161","Lac",1.42,0.152288344383056,"before","TO50","2010-01-31",-220,"M41",13.6065573770492,"12-18 months",6.39344262295082,"6-12 months","UM","sodium azide",10.6258064516129,99.9
"399","M2","2011-02-21","F161","Cyc",1.78,0.250420002308894,"after","TO50","2010-01-31",386,"M41",13.6065573770492,"12-18 months",26.2622950819672,">18 months","UM","20% methanol",7.80322580645161,0
"400","M2","2009-02-14","F161","Lac",1.72,0.235528446907549,"before","TO50","2010-01-31",-351,"M41",13.6065573770492,"12-18 months",2.09836065573771,"0-6 months","UM","sodium azide",7.42258064516129,0.6
"401","M2","2010-11-03","F161","Cyc",2.42,0.383815365980431,"after","TO50","2010-01-31",276,"M41",13.6065573770492,"12-18 months",22.655737704918,">18 months","UM","sodium azide",7.90645161290323,848.02
"402","M2","2009-05-17","F161","Lac",3.48,0.541579243946581,"before","TO50","2010-01-31",-259,"M41",13.6065573770492,"12-18 months",5.11475409836066,"0-6 months","UM","sodium azide",10.1166666666667,53.7
"403","M2","2010-02-15","F161","Lac",6.97,0.843232778098009,"after","TO50","2010-01-31",15,"M41",13.6065573770492,"12-18 months",14.0983606557377,"12-18 months","UM","sodium azide",7.73548387096774,48.7
"404","M2","2010-12-05","F161","Cyc",4.3,0.633468455579587,"after","TO50","2010-01-31",308,"M41",13.6065573770492,"12-18 months",23.7049180327869,">18 months","UM","sodium azide",7.10333333333333,343.17
"405","M2","2011-04-07","F161","Cyc",2.37,0.374748346010104,"after","TO50","2010-01-31",431,"M41",13.6065573770492,"12-18 months",27.7377049180328,">18 months","SB","20% methanol",8.63225806451613,5
"406","C5","2014-08-24","F41","Lac",1.17,0.0681858617461616,"before","TO64","2014-09-22",-29,"M26",6.91803278688525,"6-12 months",5.9672131147541,"0-6 months","UM","sodium azide",7.9741935483871,1074
"407","C5","2014-09-01","F50","Lac",0.88,-0.0555173278498314,"before","TO64","2014-09-22",-21,"M29",10.7213114754098,"6-12 months",10.0327868852459,"6-12 months","UM","sodium azide",8.36451612903226,1098.2
"408","C5","2014-08-04","F41","Lac",1.35,0.130333768495006,"before","TO64","2014-09-22",-49,"M26",6.91803278688525,"6-12 months",5.31147540983607,"0-6 months","UM","sodium azide",7.83870967741935,1188.5
"409","C5","2014-08-20","F41","Lac",1.14,0.0569048513364726,"before","TO64","2014-09-22",-33,"M26",6.91803278688525,"6-12 months",5.83606557377049,"0-6 months","UM","sodium azide",7.95161290322581,1088
"410","C5","2014-09-01","F41","Lac",1.28,0.107209969647868,"before","TO64","2014-09-22",-21,"M26",6.91803278688525,"6-12 months",6.22950819672131,"6-12 months","UM","sodium azide",8.36451612903226,1098.2
"411","C5","2014-09-17","F41","Lac",1.73,0.238046103128795,"before","TO64","2014-09-22",-5,"M26",6.91803278688525,"6-12 months",6.75409836065574,"6-12 months","UM","sodium azide",8.44193548387097,1278
"412","C5","2014-07-19","F50","Lac",0.78,-0.10790539730952,"before","TO64","2014-09-22",-65,"M29",10.7213114754098,"6-12 months",8.59016393442623,"6-12 months","UM","sodium azide",7.87333333333333,1058
"413","C5","2015-03-04","F50","Cyc",4.19,0.622214022966295,"after","TO64","2014-09-22",163,"M29",10.7213114754098,"6-12 months",16.0655737704918,"12-18 months","UM","sodium azide",9.31785714285714,2
"414","C5","2014-09-22","F50","Lac",1.24,0.0934216851622351,"after","TO64","2014-09-22",0,"M29",10.7213114754098,"6-12 months",10.7213114754098,"6-12 months","UM","sodium azide",8.48709677419355,1184.5
"415","C5","2014-08-24","F50","Lac",1.16,0.0644579892269184,"before","TO64","2014-09-22",-29,"M29",10.7213114754098,"6-12 months",9.77049180327869,"6-12 months","UM","sodium azide",7.9741935483871,1074
"416","C5","2014-08-04","F50","Lac",0.95,-0.0222763947111523,"before","TO64","2014-09-22",-49,"M29",10.7213114754098,"6-12 months",9.11475409836066,"6-12 months","UM","sodium azide",7.83870967741935,1188.5
"417","C5","2014-09-17","F50","Lac",1.61,0.20682587603185,"before","TO64","2014-09-22",-5,"M29",10.7213114754098,"6-12 months",10.5573770491803,"6-12 months","UM","sodium azide",8.44193548387097,1278
"418","C5","2014-09-08","F50","Lac",1.55,0.190331698170291,"before","TO64","2014-09-22",-14,"M29",10.7213114754098,"6-12 months",10.2622950819672,"6-12 months","UM","sodium azide",8.51612903225806,1280
"419","C5","2014-08-11","F50","Lac",1.05,0.0211892990699381,"before","TO64","2014-09-22",-42,"M29",10.7213114754098,"6-12 months",9.34426229508197,"6-12 months","UM","sodium azide",7.89354838709677,1136
"420","C5","2013-12-06","F50","Lac",1.84,0.264817823009536,"before","TO64","2014-09-22",-290,"M29",10.7213114754098,"6-12 months",1.21311475409836,"0-6 months","UM","sodium azide",6.85,437.1
"421","C5","2014-09-22","F41","Lac",1.21,0.0827853703164501,"after","TO64","2014-09-22",0,"M26",6.91803278688525,"6-12 months",6.91803278688525,"6-12 months","UM","sodium azide",8.48709677419355,1184.5
"422","C5","2014-09-08","F41","Lac",1.79,0.252853030979893,"before","TO64","2014-09-22",-14,"M26",6.91803278688525,"6-12 months",6.45901639344262,"6-12 months","UM","sodium azide",8.51612903225806,1280
"423","C5","2014-07-19","F41","Lac",1.34,0.127104798364808,"before","TO64","2014-09-22",-65,"M26",6.91803278688525,"6-12 months",4.78688524590164,"0-6 months","UM","sodium azide",7.87333333333333,1058
"424","C5","2014-08-20","F50","Lac",1.61,0.20682587603185,"before","TO64","2014-09-22",-33,"M29",10.7213114754098,"6-12 months",9.63934426229508,"6-12 months","UM","sodium azide",7.95161290322581,1088
"425","T","2009-04-13","F204","Lac",2.17,0.33645973384853,"before","TO65","2009-08-08",-117,"M9",10.9180327868852,"6-12 months",7.08196721311475,"6-12 months","UM","sodium azide",9.22258064516129,46.2
"426","T","2009-08-29","F204","Lac",8.02,0.904174368284164,"after","TO65","2009-08-08",21,"M9",10.9180327868852,"6-12 months",11.6065573770492,"6-12 months","UM","sodium azide",8.36774193548387,925.6
"427","T","2009-11-20","F204","Cyc",2.1,0.322219294733919,"after","TO65","2009-08-08",104,"M9",10.9180327868852,"6-12 months",14.327868852459,"12-18 months","UM","sodium azide",7.32258064516129,351
"428","T","2009-09-08","F204","Cyc",9.42,0.974050902792877,"after","TO65","2009-08-08",31,"M9",10.9180327868852,"6-12 months",11.9344262295082,"6-12 months","UM","sodium azide",8.61935483870968,959.7
"429","T","2009-09-05","F204","Cyc",11.26,1.05153839051533,"after","TO65","2009-08-08",28,"M9",10.9180327868852,"6-12 months",11.8360655737705,"6-12 months","UM","sodium azide",8.57096774193548,957.2
"430","T","2009-05-15","F204","Lac",1.53,0.184691430817599,"before","TO65","2009-08-08",-85,"M9",10.9180327868852,"6-12 months",8.13114754098361,"6-12 months","UM","sodium azide",10.2233333333333,53.1
"431","T","2009-09-01","F204","Lac",9.44,0.974971994298069,"after","TO65","2009-08-08",24,"M9",10.9180327868852,"6-12 months",11.7049180327869,"6-12 months","UM","sodium azide",8.54193548387097,940.6
"432","T","2009-02-02","F204","Lac",1.35,0.130333768495006,"before","TO65","2009-08-08",-187,"M9",10.9180327868852,"6-12 months",4.78688524590164,"0-6 months","UM","sodium azide",6.61290322580645,39.5
"433","T","2009-02-16","F204","Lac",1.24,0.0934216851622351,"before","TO65","2009-08-08",-173,"M9",10.9180327868852,"6-12 months",5.24590163934426,"0-6 months","UM","sodium azide",7.53548387096774,1.1
"434","T","2009-06-26","F204","Lac",1.29,0.110589710299249,"before","TO65","2009-08-08",-43,"M9",10.9180327868852,"6-12 months",9.50819672131148,"6-12 months","UM","sodium azide",10.6516129032258,116.4
"435","T","2009-10-08","F204","Cyc",9.34,0.970346876230093,"after","TO65","2009-08-08",61,"M9",10.9180327868852,"6-12 months",12.9180327868852,"12-18 months","UM","sodium azide",8.30333333333333,693.8
"436","T","2009-05-15","F211","Lac",1.51,0.178976947293169,"before","TO65","2009-08-08",-85,"M57",16.2950819672131,"12-18 months",13.5081967213115,"12-18 months","UM","sodium azide",10.2233333333333,53.1
"437","T","2009-08-29","F211","Lac",6.6,0.819543935541869,"after","TO65","2009-08-08",21,"M57",16.2950819672131,"12-18 months",16.983606557377,"12-18 months","UM","sodium azide",8.36774193548387,925.6
"438","T","2009-04-13","F211","Lac",1.36,0.133538908370218,"before","TO65","2009-08-08",-117,"M57",16.2950819672131,"12-18 months",12.4590163934426,"12-18 months","UM","sodium azide",9.22258064516129,46.2
"439","T","2009-09-01","F211","Lac",3.36,0.526339277389844,"after","TO65","2009-08-08",24,"M57",16.2950819672131,"12-18 months",17.0819672131148,"12-18 months","UM","sodium azide",8.54193548387097,940.6
"440","T","2009-02-16","F211","Lac",2.09,0.320146286111054,"before","TO65","2009-08-08",-173,"M57",16.2950819672131,"12-18 months",10.6229508196721,"6-12 months","UM","sodium azide",7.53548387096774,1.1
"441","T","2009-10-08","F211","Cyc",2.19,0.340444114840118,"after","TO65","2009-08-08",61,"M57",16.2950819672131,"12-18 months",18.2950819672131,">18 months","UM","sodium azide",8.30333333333333,693.8
"442","T","2009-09-05","F211","Cyc",7.22,0.858537197569639,"after","TO65","2009-08-08",28,"M57",16.2950819672131,"12-18 months",17.2131147540984,"12-18 months","UM","sodium azide",8.57096774193548,957.2
"443","T","2009-11-20","F211","Cyc",1.13,0.0530784434834197,"after","TO65","2009-08-08",104,"M57",16.2950819672131,"12-18 months",19.7049180327869,">18 months","UM","sodium azide",7.32258064516129,351
"444","T","2009-06-26","F211","Lac",1.19,0.0755469613925307,"before","TO65","2009-08-08",-43,"M57",16.2950819672131,"12-18 months",14.8852459016393,"12-18 months","UM","sodium azide",10.6516129032258,116.4
"445","T","2010-02-13","F211","Cyc",8.97,0.952792443044092,"after","TO65","2009-08-08",189,"M57",16.2950819672131,"12-18 months",22.4918032786885,">18 months","UM","sodium azide",7.59354838709677,48.7
"446","C","2011-03-10","F39","Lac",2.73,0.436162647040756,"after","TO66","2011-03-06",4,"F61",13.3114754098361,"12-18 months",13.4426229508197,"12-18 months","UM","20% methanol",9.02857142857143,0
"447","C","2011-09-11","F39","Cyc",0.86,-0.0655015487564323,"after","TO66","2011-03-06",189,"F61",13.3114754098361,"12-18 months",19.5081967213115,">18 months","SB","20% methanol",7.74193548387097,1649.65
"448","C","2011-04-12","F39","Cyc",13.87,1.14207646107328,"after","TO66","2011-03-06",37,"F61",13.3114754098361,"12-18 months",14.5245901639344,"12-18 months","SB","20% methanol",8.65806451612903,21.7
"449","C","2010-12-04","F39","Lac",3.24,0.510545010206612,"before","TO66","2011-03-06",-92,"F61",13.3114754098361,"12-18 months",10.2950819672131,"6-12 months","UM","sodium azide",7.17,344.57
"450","C","2011-06-01","F39","Cyc",8.37,0.92272545799326,"after","TO66","2011-03-06",87,"F61",13.3114754098361,"12-18 months",16.1639344262295,"12-18 months","SB","20% methanol",8.29354838709677,437.1
"451","C","2010-03-05","F39","Lac",5.79,0.762678563727436,"before","TO66","2011-03-06",-366,"F61",13.3114754098361,"12-18 months",1.31147540983607,"0-6 months","UM","sodium azide",8.06785714285714,28.7
"452","C","2010-05-05","F39","Lac",1.46,0.164352855784437,"before","TO66","2011-03-06",-305,"F61",13.3114754098361,"12-18 months",3.31147540983607,"0-6 months","UM","sodium azide",9.47666666666667,178.5
"453","C","2010-02-02","F39","Lac",1.89,0.276461804173244,"before","TO66","2011-03-06",-397,"F61",13.3114754098361,"12-18 months",0.295081967213115,"0-6 months","UM","sodium azide",7.1741935483871,48.7
"454","C","2011-02-28","F39","Lac",1.77,0.247973266361807,"before","TO66","2011-03-06",-6,"F61",13.3114754098361,"12-18 months",13.1147540983607,"12-18 months","UM","20% methanol",8.3741935483871,0
"455","C","2011-07-18","F39","Cyc",1.8,0.255272505103306,"after","TO66","2011-03-06",134,"F61",13.3114754098361,"12-18 months",17.7049180327869,"12-18 months","SB","20% methanol",7.81333333333333,1074.4
"456","C","2010-08-12","F39","Lac",11.4,1.05690485133647,"before","TO66","2011-03-06",-206,"F61",13.3114754098361,"12-18 months",6.55737704918033,"6-12 months","UM","sodium azide",7.98064516129032,1437.9
"457","C","2010-03-18","F39","Lac",3.88,0.588831725594207,"before","TO66","2011-03-06",-353,"F61",13.3114754098361,"12-18 months",1.73770491803279,"0-6 months","UM","sodium azide",8.61428571428571,34.8
"458","C","2010-02-19","F39","Lac",6.07,0.783188691075258,"before","TO66","2011-03-06",-380,"F61",13.3114754098361,"12-18 months",0.852459016393443,"0-6 months","UM","sodium azide",7.89032258064516,48.7
"459","C","2010-06-18","F39","Lac",1.35,0.130333768495006,"before","TO66","2011-03-06",-261,"F61",13.3114754098361,"12-18 months",4.75409836065574,"0-6 months","UM","sodium azide",9.12258064516129,515.8
"460","C","2011-03-22","F39","Lac",5.12,0.709269960975831,"after","TO66","2011-03-06",16,"F61",13.3114754098361,"12-18 months",13.8360655737705,"12-18 months","UM","20% methanol",8.52142857142857,0
"461","C","2010-11-02","F39","Lac",1.93,0.285557309007774,"before","TO66","2011-03-06",-124,"F61",13.3114754098361,"12-18 months",9.24590163934426,"6-12 months","UM","sodium azide",7.90967741935484,851.02
"462","C","2011-04-18","F39","Cyc",2.94,0.468347330412157,"after","TO66","2011-03-06",43,"F61",13.3114754098361,"12-18 months",14.7213114754098,"12-18 months","SB","20% methanol",8.61290322580645,101.4
"463","C","2011-04-04","F39","Cyc",9.61,0.982723387668545,"after","TO66","2011-03-06",29,"F61",13.3114754098361,"12-18 months",14.2622950819672,"12-18 months","SB","20% methanol",8.74193548387097,4
"464","C","2011-03-09","F39","Lac",1.25,0.0969100130080564,"after","TO66","2011-03-06",3,"F61",13.3114754098361,"12-18 months",13.4098360655738,"12-18 months","UM","20% methanol",8.91071428571429,0
"465","C","2011-03-13","F55","Lac",7.46,0.872738827472669,"after","TO66","2011-03-06",7,"M30",5.14754098360656,"0-6 months",5.37704918032787,"0-6 months","UM","20% methanol",8.825,0
"466","C","2011-02-19","F55","Lac",3.16,0.499687082618404,"before","TO66","2011-03-06",-15,"M30",5.14754098360656,"0-6 months",4.65573770491803,"0-6 months","UM","20% methanol",7.56451612903226,0
"467","C","2010-12-01","F55","Lac",2.1,0.322219294733919,"before","TO66","2011-03-06",-95,"M30",5.14754098360656,"0-6 months",2.0327868852459,"0-6 months","UM","sodium azide",7.32,354.27
"468","C","2011-03-14","F39","Lac",2.94,0.468347330412157,"after","TO66","2011-03-06",8,"F61",13.3114754098361,"12-18 months",13.5737704918033,"12-18 months","UM","20% methanol",8.81785714285714,0
"469","C","2011-06-21","F39","Cyc",12.75,1.10551018476997,"after","TO66","2011-03-06",107,"F61",13.3114754098361,"12-18 months",16.8196721311475,"12-18 months","SB","20% methanol",8.60967741935484,659.4
"470","C","2011-05-04","F39","Cyc",1.43,0.155336037465062,"after","TO66","2011-03-06",59,"F61",13.3114754098361,"12-18 months",15.2459016393443,"12-18 months","SB","20% methanol",8.37333333333333,163.4
"471","C","2010-09-09","F39","Lac",9.86,0.993876914941211,"before","TO66","2011-03-06",-178,"F61",13.3114754098361,"12-18 months",7.47540983606557,"6-12 months","UM","sodium azide",8.08709677419355,1629.1
"472","C","2011-02-13","F39","Lac",1.82,0.260071387985075,"before","TO66","2011-03-06",-21,"F61",13.3114754098361,"12-18 months",12.6229508196721,"12-18 months","UM","20% methanol",7.01290322580645,0
"473","C","2011-03-11","F39","Lac",2.59,0.413299764081252,"after","TO66","2011-03-06",5,"F61",13.3114754098361,"12-18 months",13.4754098360656,"12-18 months","UM","20% methanol",9.04285714285714,0
"474","C","2011-05-23","F39","Cyc",4.59,0.661812685537261,"after","TO66","2011-03-06",78,"F61",13.3114754098361,"12-18 months",15.8688524590164,"12-18 months","SB","20% methanol",8.44,311.6
"475","C","2011-03-13","F39","Lac",3.18,0.502427119984433,"after","TO66","2011-03-06",7,"F61",13.3114754098361,"12-18 months",13.5409836065574,"12-18 months","UM","20% methanol",8.825,0
"476","C","2011-03-30","F55","Lac",9.75,0.989004615698537,"after","TO66","2011-03-06",24,"M30",5.14754098360656,"0-6 months",5.9344262295082,"0-6 months","SB","20% methanol",8.64,0
"477","C","2011-04-18","F55","Lac",2.27,0.356025857193123,"after","TO66","2011-03-06",43,"M30",5.14754098360656,"0-6 months",6.55737704918033,"6-12 months","SB","20% methanol",8.61290322580645,101.4
"478","C","2011-03-29","F39","Cyc",7.21,0.857935264719429,"after","TO66","2011-03-06",23,"F61",13.3114754098361,"12-18 months",14.0655737704918,"12-18 months","SB","20% methanol",8.67241379310345,0
"479","C","2011-11-11","F39","Cyc",2.32,0.3654879848909,"after","TO66","2011-03-06",250,"F61",13.3114754098361,"12-18 months",21.5081967213115,">18 months","SB","20% methanol",7.05161290322581,650.2
"480","C","2010-10-01","F39","Lac",7.57,0.879095879500073,"before","TO66","2011-03-06",-156,"F61",13.3114754098361,"12-18 months",8.19672131147541,"6-12 months","UM","sodium azide",8.49333333333333,1510.9
"481","C","2010-04-21","F39","Lac",8.92,0.950364854376123,"before","TO66","2011-03-06",-319,"F61",13.3114754098361,"12-18 months",2.85245901639344,"0-6 months","UM","sodium azide",9.54838709677419,146
"482","C5","2011-06-21","F42","Cyc",3.16,0.499687082618404,"after","TO66","2011-03-06",107,"M25",12.1311475409836,"12-18 months",15.6393442622951,"12-18 months","SB","20% methanol",8.60967741935484,659.4
"483","C5","2011-03-13","F42","Lac",4.18,0.621176281775035,"after","TO66","2011-03-06",7,"M25",12.1311475409836,"12-18 months",12.3606557377049,"12-18 months","UM","20% methanol",8.825,0
"484","C5","2011-03-14","F42","Lac",2.04,0.309630167425899,"after","TO66","2011-03-06",8,"M25",12.1311475409836,"12-18 months",12.3934426229508,"12-18 months","UM","20% methanol",8.81785714285714,0
"485","C5","2011-09-11","F42","Cyc",1.06,0.0253058652647703,"after","TO66","2011-03-06",189,"M25",12.1311475409836,"12-18 months",18.327868852459,">18 months","SB","20% methanol",7.74193548387097,1649.65
"486","C5","2011-02-14","F42","Lac",2.44,0.387389826338729,"before","TO66","2011-03-06",-20,"M25",12.1311475409836,"12-18 months",11.4754098360656,"6-12 months","UM","20% methanol",7.1,0
"487","C5","2011-03-10","F42","Lac",2.96,0.471291711058939,"after","TO66","2011-03-06",4,"M25",12.1311475409836,"12-18 months",12.2622950819672,"12-18 months","UM","20% methanol",9.02857142857143,0
"488","C5","2010-08-12","F42","Lac",9.36,0.971275848738105,"before","TO66","2011-03-06",-206,"M25",12.1311475409836,"12-18 months",5.37704918032787,"0-6 months","UM","sodium azide",7.98064516129032,1437.9
"489","C5","2011-11-21","F42","Cyc",4.24,0.627365856592733,"after","TO66","2011-03-06",260,"M25",12.1311475409836,"12-18 months",20.655737704918,">18 months","SB","20% methanol",7.05483870967742,522.4
"490","C5","2011-05-04","F42","Cyc",1.82,0.260071387985075,"after","TO66","2011-03-06",59,"M25",12.1311475409836,"12-18 months",14.0655737704918,"12-18 months","SB","20% methanol",8.37333333333333,163.4
"491","C5","2010-04-21","F42","Lac",6.27,0.797267540830716,"before","TO66","2011-03-06",-319,"M25",12.1311475409836,"12-18 months",1.67213114754098,"0-6 months","UM","sodium azide",9.54838709677419,146
"492","C5","2011-02-28","F42","Lac",2.1,0.322219294733919,"before","TO66","2011-03-06",-6,"M25",12.1311475409836,"12-18 months",11.9344262295082,"6-12 months","UM","20% methanol",8.3741935483871,0
"493","C4","2011-06-02","F44","Cyc",4.09,0.611723308007342,"after","TO66","2011-03-06",88,"M51",13.6065573770492,"12-18 months",16.4918032786885,"12-18 months","SB","20% methanol",8.29677419354839,446.9
"494","C4","2011-07-07","F44","Cyc",1.96,0.292256071356476,"after","TO66","2011-03-06",123,"M51",13.6065573770492,"12-18 months",17.6393442622951,"12-18 months","SB","20% methanol",8.12333333333333,815
"495","C4","2011-10-05","F44","Cyc",1.61,0.20682587603185,"after","TO66","2011-03-06",213,"M51",13.6065573770492,"12-18 months",20.5901639344262,">18 months","SB","20% methanol",7.71,1534.8
"496","C4","2010-12-04","F44","Lac",3.27,0.514547752660286,"before","TO66","2011-03-06",-92,"M51",13.6065573770492,"12-18 months",10.5901639344262,"6-12 months","UM","sodium azide",7.17,344.57
"497","C4","2011-04-01","F44","Lac",11.95,1.07736790528416,"after","TO66","2011-03-06",26,"M51",13.6065573770492,"12-18 months",14.4590163934426,"12-18 months","SB","20% methanol",8.61612903225806,0
"498","C5","2011-07-22","F50","Cyc",2.07,0.315970345456918,"after","TO66","2011-03-06",138,"M71",7.86885245901639,"6-12 months",12.3934426229508,"12-18 months","SB","20% methanol",7.86333333333333,1228.9
"499","C5","2011-04-18","F50","Cyc",13.04,1.1152775913959,"after","TO66","2011-03-06",43,"M71",7.86885245901639,"6-12 months",9.27868852459016,"6-12 months","SB","20% methanol",8.61290322580645,101.4
"500","C5","2010-11-02","F50","Lac",1.9,0.278753600952829,"before","TO66","2011-03-06",-124,"M71",7.86885245901639,"6-12 months",3.80327868852459,"0-6 months","UM","sodium azide",7.90967741935484,851.02
"501","C5","2011-07-09","F42","Cyc",24.15,1.38291713508753,"after","TO66","2011-03-06",125,"M25",12.1311475409836,"12-18 months",16.2295081967213,"12-18 months","SB","20% methanol",7.95666666666667,864.4
"502","C5","2011-10-05","F42","Cyc",2.27,0.356025857193123,"after","TO66","2011-03-06",213,"M25",12.1311475409836,"12-18 months",19.1147540983607,">18 months","SB","20% methanol",7.71,1534.8
"503","C5","2011-04-11","F42","Cyc",13.35,1.12548126570059,"after","TO66","2011-03-06",36,"M25",12.1311475409836,"12-18 months",13.3114754098361,"12-18 months","SB","20% methanol",8.65806451612903,15.2
"504","C5","2010-10-01","F42","Lac",6.24,0.795184589682424,"before","TO66","2011-03-06",-156,"M25",12.1311475409836,"12-18 months",7.01639344262295,"6-12 months","UM","sodium azide",8.49333333333333,1510.9
"505","C5","2010-09-09","F42","Lac",7.05,0.848189116991399,"before","TO66","2011-03-06",-178,"M25",12.1311475409836,"12-18 months",6.29508196721311,"6-12 months","UM","sodium azide",8.08709677419355,1629.1
"506","C5","2010-03-18","F42","Lac",3.55,0.550228353055094,"before","TO66","2011-03-06",-353,"M25",12.1311475409836,"12-18 months",0.557377049180328,"0-6 months","UM","sodium azide",8.61428571428571,34.8
"507","C5","2011-11-22","F50","Cyc",1.52,0.181843587944773,"after","TO66","2011-03-06",261,"M71",7.86885245901639,"6-12 months",16.4262295081967,"12-18 months","SB","20% methanol",7.03870967741936,523.6
"508","C5","2011-04-18","F42","Cyc",2.7,0.431363764158987,"after","TO66","2011-03-06",43,"M25",12.1311475409836,"12-18 months",13.5409836065574,"12-18 months","SB","20% methanol",8.61290322580645,101.4
"509","C5","2011-02-20","F42","Lac",2.79,0.445604203273598,"before","TO66","2011-03-06",-14,"M25",12.1311475409836,"12-18 months",11.672131147541,"6-12 months","UM","20% methanol",7.68387096774194,0
"510","C5","2010-03-05","F42","Lac",12.08,1.08206693428511,"before","TO66","2011-03-06",-366,"M25",12.1311475409836,"12-18 months",0.131147540983607,"0-6 months","UM","sodium azide",8.06785714285714,28.7
"511","C5","2011-07-21","F42","Cyc",0.89,-0.0506099933550872,"after","TO66","2011-03-06",137,"M25",12.1311475409836,"12-18 months",16.6229508196721,"12-18 months","SB","20% methanol",7.84333333333333,1227.9
"512","C5","2011-06-01","F42","Cyc",4.98,0.697229342759718,"after","TO66","2011-03-06",87,"M25",12.1311475409836,"12-18 months",14.983606557377,"12-18 months","SB","20% methanol",8.29354838709677,437.1
"513","C5","2010-05-05","F42","Lac",6.32,0.800717078282385,"before","TO66","2011-03-06",-305,"M25",12.1311475409836,"12-18 months",2.13114754098361,"0-6 months","UM","sodium azide",9.47666666666667,178.5
"514","C5","2010-11-02","F42","Lac",1.58,0.198657086954423,"before","TO66","2011-03-06",-124,"M25",12.1311475409836,"12-18 months",8.0655737704918,"6-12 months","UM","sodium azide",7.90967741935484,851.02
"515","C5","2011-03-30","F42","Cyc",7.8,0.89209460269048,"after","TO66","2011-03-06",24,"M25",12.1311475409836,"12-18 months",12.9180327868852,"12-18 months","SB","20% methanol",8.64,0
"516","C5","2011-05-23","F42","Cyc",2.51,0.399673721481038,"after","TO66","2011-03-06",78,"M25",12.1311475409836,"12-18 months",14.6885245901639,"12-18 months","SB","20% methanol",8.44,311.6
"517","C5","2010-06-18","F42","Lac",1.18,0.0718820073061254,"before","TO66","2011-03-06",-261,"M25",12.1311475409836,"12-18 months",3.57377049180328,"0-6 months","UM","sodium azide",9.12258064516129,515.8
"518","C5","2011-11-12","F42","Cyc",2.17,0.33645973384853,"after","TO66","2011-03-06",251,"M25",12.1311475409836,"12-18 months",20.3606557377049,">18 months","SB","20% methanol",7.04193548387097,651.8
"519","C5","2011-04-04","F42","Cyc",6.74,0.82865989653532,"after","TO66","2011-03-06",29,"M25",12.1311475409836,"12-18 months",13.0819672131148,"12-18 months","SB","20% methanol",8.74193548387097,4
"520","C5","2010-12-04","F42","Lac",3.35,0.525044807036845,"before","TO66","2011-03-06",-92,"M25",12.1311475409836,"12-18 months",9.11475409836066,"6-12 months","UM","sodium azide",7.17,344.57
"521","C5","2011-08-13","F42","Cyc",2.58,0.41161970596323,"after","TO66","2011-03-06",160,"M25",12.1311475409836,"12-18 months",17.3770491803279,"12-18 months","SB","20% methanol",7.9258064516129,1508
"522","C5","2011-03-10","F50","Lac",2.63,0.419955748489758,"after","TO66","2011-03-06",4,"M71",7.86885245901639,"6-12 months",8,"6-12 months","UM","20% methanol",9.02857142857143,0
