"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Date.death","Date.takeover","Dataset","Month","Time1","Time2","Death","Swelling","Age.takeover","Age.infant","Age.death","Sex.infant","Parity"
"647","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",10,9,10,0,1,-1.31147540983607,7.67213114754098,8.78688524590164,"M","multi"
"645","M","F155","M138","2011-09-24","mother swells","2012-06-11","2012-06-18","2011-08-15","conservative",11,10,11,1,1,-1.31147540983607,8.68852459016393,8.78688524590164,"M","multi"
"918","V","F221","M139","2010-01-25","mother swells","2011-03-09","2011-05-23","2011-02-18","conservative",1,0,1,0,1,12.7540983606557,12.7540983606557,15.8360655737705,"M","multi"
"919","V","F221","M139","2010-01-25","mother swells","2011-03-09","2011-05-23","2011-02-18","conservative",2,1,2,0,1,12.7540983606557,13.672131147541,15.8360655737705,"M","multi"
"920","V","F221","M139","2010-01-25","mother swells","2011-03-09","2011-05-23","2011-02-18","conservative",3,2,3,0,1,12.7540983606557,14.6885245901639,15.8360655737705,"M","multi"
"921","V","F221","M139","2010-01-25","mother swells","2011-03-09","2011-05-23","2011-02-18","conservative",4,3,4,1,1,12.7540983606557,15.672131147541,15.8360655737705,"M","multi"
"942","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",1,0,1,0,1,12.6885245901639,12.6885245901639,NA,"M","primi"
"943","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",2,1,2,0,1,12.6885245901639,13.7049180327869,NA,"M","primi"
"933","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",3,2,3,0,1,12.6885245901639,14.7213114754098,NA,"M","primi"
"936","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",4,3,4,0,1,12.6885245901639,15.7049180327869,NA,"M","primi"
"937","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",5,4,5,0,1,12.6885245901639,16.7213114754098,NA,"M","primi"
"934","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",6,5,6,0,1,12.6885245901639,17.7049180327869,NA,"M","primi"
"935","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",7,6,7,0,1,12.6885245901639,18.7213114754098,NA,"M","primi"
"940","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",8,7,8,0,1,12.6885245901639,19.7377049180328,NA,"M","primi"
"941","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",9,8,9,0,1,12.6885245901639,20.655737704918,NA,"M","primi"
"938","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",10,9,10,0,1,12.6885245901639,21.672131147541,NA,"M","primi"
"939","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",11,10,11,0,1,12.6885245901639,22.655737704918,NA,"M","primi"
"944","V","F236","M145","2015-06-21","mother swells","2016-07-18",NA,"2016-07-12","conservative",12,11,12,0,1,12.6885245901639,23.672131147541,NA,"M","primi"
"931","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",1,0,1,0,0,-1.83606557377049,-1.83606557377049,8.62295081967213,"M","multi"
"932","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",2,1,2,0,0,-1.83606557377049,-0.819672131147541,8.62295081967213,"M","multi"
"929","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",3,2,3,0,0,-1.83606557377049,0.19672131147541,8.62295081967213,"M","multi"
"922","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",4,3,4,0,0,-1.83606557377049,1.18032786885246,8.62295081967213,"M","multi"
"926","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",5,4,5,0,0,-1.83606557377049,2.19672131147541,8.62295081967213,"M","multi"
"923","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",6,5,6,0,0,-1.83606557377049,3.18032786885246,8.62295081967213,"M","multi"
"924","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",7,6,7,0,0,-1.83606557377049,4.19672131147541,8.62295081967213,"M","multi"
"925","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",8,7,8,0,0,-1.83606557377049,5.21311475409836,8.62295081967213,"M","multi"
"930","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",9,8,9,0,0,-1.83606557377049,6.13114754098361,8.62295081967213,"M","multi"
"927","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",10,9,10,0,0,-1.83606557377049,7.14754098360656,8.62295081967213,"M","multi"
"928","V","F230","M146","2016-09-06","infant death","2017-05-27","2017-05-27","2016-07-12","conservative",11,10,11,1,0,-1.83606557377049,8.13114754098361,8.62295081967213,"M","multi"
"892","T","F216","M151","2011-09-17","infant death","2012-06-16","2012-06-16","2012-03-13","conservative",1,0,1,0,0,5.83606557377049,5.83606557377049,8.95081967213115,"M","multi"
"895","T","F216","M151","2011-09-17","infant death","2012-06-16","2012-06-16","2012-03-13","conservative",2,1,2,0,0,5.83606557377049,6.85245901639344,8.95081967213115,"M","multi"
"899","T","F216","M151","2011-09-17","infant death","2012-06-16","2012-06-16","2012-03-13","conservative",3,2,3,0,0,5.83606557377049,7.83606557377049,8.95081967213115,"M","multi"
"900","T","F216","M151","2011-09-17","infant death","2012-06-16","2012-06-16","2012-03-13","conservative",4,3,4,1,0,5.83606557377049,8.85245901639344,8.95081967213115,"M","multi"
"111","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",1,0,1,0,1,15.4426229508197,15.4426229508197,31.3114754098361,"M","multi"
"120","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",2,1,2,0,1,15.4426229508197,16.4590163934426,31.3114754098361,"M","multi"
"121","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",3,2,3,0,1,15.4426229508197,17.4098360655738,31.3114754098361,"M","multi"
"112","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",4,3,4,0,1,15.4426229508197,18.4262295081967,31.3114754098361,"M","multi"
"113","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",5,4,5,0,1,15.4426229508197,19.4098360655738,31.3114754098361,"M","multi"
"114","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",6,5,6,0,1,15.4426229508197,20.4262295081967,31.3114754098361,"M","multi"
"122","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",7,6,7,0,1,15.4426229508197,21.4098360655738,31.3114754098361,"M","multi"
"123","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",8,7,8,0,1,15.4426229508197,22.4262295081967,31.3114754098361,"M","multi"
"119","B1","F21","M16","2014-10-02","mother swells","2016-01-16","2017-05-14","2016-01-16","uncertain",9,8,9,0,1,15.4426229508197,23.4426229508197,31.3114754098361,"M","multi"
"35","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",1,0,1,0,1,14.0655737704918,14.0655737704918,NA,"M","multi"
"36","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",2,1,2,0,1,14.0655737704918,15.0819672131148,NA,"M","multi"
"37","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",3,2,3,0,1,14.0655737704918,16.0655737704918,NA,"M","multi"
"38","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",4,3,4,0,1,14.0655737704918,17.0819672131148,NA,"M","multi"
"39","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",5,4,5,0,1,14.0655737704918,18.0655737704918,NA,"M","multi"
"40","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",6,5,6,0,1,14.0655737704918,19.0819672131148,NA,"M","multi"
"32","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",7,6,7,0,1,14.0655737704918,20.0983606557377,NA,"M","multi"
"33","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",8,7,8,0,1,14.0655737704918,21.0819672131148,NA,"M","multi"
"34","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",9,8,9,0,1,14.0655737704918,22.0983606557377,NA,"M","multi"
"31","A","F7","M2","2011-12-28","mother swells","2013-03-09",NA,"2013-03-01","uncertain",10,9,10,0,1,14.0655737704918,23.0819672131148,NA,"M","multi"
"203","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",1,0,1,0,0,7.18032786885246,7.18032786885246,NA,"M","multi"
"201","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",2,1,2,0,0,7.18032786885246,8.16393442622951,NA,"M","multi"
"200","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",3,2,3,0,1,7.18032786885246,9.18032786885246,NA,"M","multi"
"205","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",4,3,4,0,1,7.18032786885246,10.1639344262295,NA,"M","multi"
"206","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",5,4,5,0,1,7.18032786885246,11.1803278688525,NA,"M","multi"
"204","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",6,5,6,0,1,7.18032786885246,12.1967213114754,NA,"M","multi"
"207","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",7,6,7,0,1,7.18032786885246,13.1147540983607,NA,"M","multi"
"213","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",8,7,8,0,1,7.18032786885246,14.1311475409836,NA,"M","multi"
"208","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",9,8,9,0,1,7.18032786885246,15.1147540983607,NA,"M","multi"
"214","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",10,9,10,0,1,7.18032786885246,16.1311475409836,NA,"M","multi"
"211","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",11,10,11,0,1,7.18032786885246,17.1147540983607,NA,"M","multi"
"212","C3","F43","M20","2013-01-29","mother swells","2013-11-25",NA,"2013-09-05","conservative",12,11,12,0,1,7.18032786885246,18.1311475409836,NA,"M","multi"
"226","C3","F46","M21","2013-03-17","mother swells","2013-09-13","2013-09-16","2013-09-05","conservative",1,0,1,1,1,5.63934426229508,5.63934426229508,6,"M","primi"
"258","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",1,0,1,0,1,15.1147540983607,15.1147540983607,NA,"M","multi"
"259","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",2,1,2,0,1,15.1147540983607,16.1311475409836,NA,"M","multi"
"252","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",3,2,3,0,1,15.1147540983607,17.0819672131148,NA,"M","multi"
"253","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",4,3,4,0,1,15.1147540983607,18.0983606557377,NA,"M","multi"
"254","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",5,4,5,0,1,15.1147540983607,19.0819672131148,NA,"M","multi"
"251","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",6,5,6,0,1,15.1147540983607,20.0983606557377,NA,"M","multi"
"255","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",7,6,7,0,1,15.1147540983607,21.0819672131148,NA,"M","multi"
"256","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",8,7,8,0,1,15.1147540983607,22.0983606557377,NA,"M","multi"
"257","C","F52","M22","2006-10-25","mother swells","2008-01-25",NA,"2008-01-29","conservative",9,8,9,0,1,15.1147540983607,23.1147540983607,NA,"M","multi"
"177","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",1,0,1,0,1,12.1311475409836,12.1311475409836,NA,"M","multi"
"186","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",2,1,2,0,1,12.1311475409836,13.1475409836066,NA,"M","multi"
"187","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",3,2,3,0,1,12.1311475409836,14.1311475409836,NA,"M","multi"
"184","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",4,3,4,0,1,12.1311475409836,15.1475409836066,NA,"M","multi"
"185","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",5,4,5,0,1,12.1311475409836,16.1311475409836,NA,"M","multi"
"178","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",6,5,6,0,1,12.1311475409836,17.1475409836066,NA,"M","multi"
"190","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",7,6,7,0,1,12.1311475409836,18.1639344262295,NA,"M","multi"
"191","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",8,7,8,0,1,12.1311475409836,19.1475409836066,NA,"M","multi"
"179","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",9,8,9,0,1,12.1311475409836,20.1639344262295,NA,"M","multi"
"176","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",10,9,10,0,1,12.1311475409836,21.1475409836066,NA,"M","multi"
"182","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",11,10,11,0,1,12.1311475409836,22.1639344262295,NA,"M","multi"
"183","C1","F42","M25","2010-03-01","mother swells","2011-03-29",NA,"2011-03-06","conservative",12,11,12,0,1,12.1311475409836,23.1803278688525,NA,"M","multi"
"172","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",1,0,1,0,1,6.91803278688525,6.91803278688525,12.4918032786885,"M","multi"
"175","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",2,1,2,0,1,6.91803278688525,7.9016393442623,12.4918032786885,"M","multi"
"170","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",3,2,3,0,1,6.91803278688525,8.91803278688525,12.4918032786885,"M","multi"
"174","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",4,3,4,0,1,6.91803278688525,9.90163934426229,12.4918032786885,"M","multi"
"171","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",5,4,5,0,1,6.91803278688525,10.9180327868852,12.4918032786885,"M","multi"
"173","C4","F41","M26","2014-02-23","mother swells","2014-10-17","2015-03-11","2014-09-22","conservative",6,5,6,1,1,6.91803278688525,11.9344262295082,12.4918032786885,"M","multi"
"229","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",1,0,1,0,1,10.7213114754098,10.7213114754098,NA,"M","multi"
"233","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",2,1,2,0,1,10.7213114754098,11.7049180327869,NA,"M","multi"
"239","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",3,2,3,0,1,10.7213114754098,12.7213114754098,NA,"M","multi"
"240","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",4,3,4,0,1,10.7213114754098,13.7049180327869,NA,"M","multi"
"245","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",5,4,5,0,1,10.7213114754098,14.7213114754098,NA,"M","multi"
"248","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",6,5,6,0,1,10.7213114754098,15.7377049180328,NA,"M","multi"
"243","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",7,6,7,0,1,10.7213114754098,16.655737704918,NA,"M","multi"
"250","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",8,7,8,0,1,10.7213114754098,17.672131147541,NA,"M","multi"
"246","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",9,8,9,0,1,10.7213114754098,18.655737704918,NA,"M","multi"
"236","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",10,9,10,0,1,10.7213114754098,19.672131147541,NA,"M","multi"
"237","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",11,10,11,0,1,10.7213114754098,20.655737704918,NA,"M","multi"
"238","C4","F50","M29","2013-10-30","mother swells","2014-10-15",NA,"2014-09-22","conservative",12,11,12,0,1,10.7213114754098,21.672131147541,NA,"M","multi"
"702","M","F163","M3","2010-09-21","mother swells","2011-08-30","2011-09-30","2011-08-15","conservative",1,0,1,0,1,10.7540983606557,10.7540983606557,12.2622950819672,"M","primi"
"699","M","F163","M3","2010-09-21","mother swells","2011-08-30","2011-09-30","2011-08-15","conservative",2,1,2,1,1,10.7540983606557,11.7704918032787,12.2622950819672,"M","primi"
"299","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",1,0,1,0,0,5.14754098360656,5.14754098360656,NA,"M","multi"
"295","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",2,1,2,0,0,5.14754098360656,6.16393442622951,NA,"M","multi"
"296","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",3,2,3,0,0,5.14754098360656,7.14754098360656,NA,"M","multi"
"301","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",4,3,4,0,1,5.14754098360656,8.16393442622951,NA,"M","multi"
"294","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",5,4,5,0,1,5.14754098360656,9.14754098360656,NA,"M","multi"
"303","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",6,5,6,0,1,5.14754098360656,10.1639344262295,NA,"M","multi"
"304","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",7,6,7,0,1,5.14754098360656,11.1803278688525,NA,"M","multi"
"305","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",8,7,8,0,1,5.14754098360656,12.1639344262295,NA,"M","multi"
"312","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",9,8,9,0,1,5.14754098360656,13.1803278688525,NA,"M","multi"
"313","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",10,9,10,0,1,5.14754098360656,14.1639344262295,NA,"M","multi"
"316","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",11,10,11,0,1,5.14754098360656,15.1803278688525,NA,"M","multi"
"297","C1","F55","M30","2010-09-30","mother swells","2011-06-09",NA,"2011-03-06","conservative",12,11,12,0,1,5.14754098360656,16.1967213114754,NA,"M","multi"
"536","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",1,0,1,0,0,-1.04918032786885,-1.04918032786885,4.98360655737705,"M","multi"
"535","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",2,1,2,0,0,-1.04918032786885,-0.0655737704918033,4.98360655737705,"M","multi"
"534","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",3,2,3,0,0,-1.04918032786885,0.950819672131147,4.98360655737705,"M","multi"
"532","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",4,3,4,0,0,-1.04918032786885,1.9344262295082,4.98360655737705,"M","multi"
"533","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",5,4,5,0,0,-1.04918032786885,2.95081967213115,4.98360655737705,"M","multi"
"531","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",6,5,6,0,0,-1.04918032786885,3.9672131147541,4.98360655737705,"M","multi"
"537","M","F133","M35","2008-05-23","infant death","2008-10-22","2008-10-22","2008-04-21","conservative",7,6,7,1,0,-1.04918032786885,4.95081967213115,4.98360655737705,"M","multi"
"368","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",1,0,1,0,1,8,8,NA,"M","multi"
"370","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",2,1,2,0,1,8,8.91803278688525,NA,"M","multi"
"367","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",3,2,3,0,1,8,9.9344262295082,NA,"M","multi"
"369","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",4,3,4,0,1,8,10.9180327868852,NA,"M","multi"
"376","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",5,4,5,0,1,8,11.9344262295082,NA,"M","multi"
"371","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",6,5,6,0,1,8,12.9180327868852,NA,"M","multi"
"372","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",7,6,7,0,1,8,13.9344262295082,NA,"M","multi"
"374","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",8,7,8,0,1,8,14.9508196721311,NA,"M","multi"
"366","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",9,8,9,0,1,8,15.9344262295082,NA,"M","multi"
"377","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",10,9,10,0,1,8,16.9508196721311,NA,"M","multi"
"373","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",11,10,11,0,1,8,17.9344262295082,NA,"M","multi"
"375","D","F69","M36","2016-06-06","mother swells","2017-02-26",NA,"2017-02-05","conservative",12,11,12,0,1,8,18.9508196721311,NA,"M","multi"
"339","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",1,0,1,0,1,9.60655737704918,9.60655737704918,NA,"M","multi"
"334","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",2,1,2,0,1,9.60655737704918,10.5245901639344,NA,"M","multi"
"332","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",3,2,3,0,1,9.60655737704918,11.5409836065574,NA,"M","multi"
"331","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",4,3,4,0,1,9.60655737704918,12.5245901639344,NA,"M","multi"
"333","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",5,4,5,0,1,9.60655737704918,13.5409836065574,NA,"M","multi"
"341","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",6,5,6,0,1,9.60655737704918,14.5245901639344,NA,"M","multi"
"340","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",7,6,7,0,1,9.60655737704918,15.5409836065574,NA,"M","multi"
"336","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",8,7,8,0,1,9.60655737704918,16.5573770491803,NA,"M","multi"
"337","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",9,8,9,0,1,9.60655737704918,17.5409836065574,NA,"M","multi"
"335","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",10,9,10,0,1,9.60655737704918,18.5573770491803,NA,"M","multi"
"330","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",11,10,11,0,1,9.60655737704918,19.5409836065574,NA,"M","multi"
"338","D","F67","M37","2016-04-18","mother swells","2017-02-26",NA,"2017-02-05","conservative",12,11,12,0,1,9.60655737704918,20.5573770491803,NA,"M","multi"
"57","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",1,0,1,0,1,12.2950819672131,12.2950819672131,64.3934426229508,"M","multi"
"58","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",2,1,2,0,1,12.2950819672131,13.3114754098361,64.3934426229508,"M","multi"
"59","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",3,2,3,0,1,12.2950819672131,14.2950819672131,64.3934426229508,"M","multi"
"60","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",4,3,4,0,1,12.2950819672131,15.3114754098361,64.3934426229508,"M","multi"
"61","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",5,4,5,0,1,12.2950819672131,16.2950819672131,64.3934426229508,"M","multi"
"62","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",6,5,6,0,1,12.2950819672131,17.3114754098361,64.3934426229508,"M","multi"
"63","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",7,6,7,0,1,12.2950819672131,18.327868852459,64.3934426229508,"M","multi"
"41","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",8,7,8,0,1,12.2950819672131,19.3114754098361,64.3934426229508,"M","multi"
"42","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",9,8,9,0,1,12.2950819672131,20.327868852459,64.3934426229508,"M","multi"
"43","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",10,9,10,0,1,12.2950819672131,21.3114754098361,64.3934426229508,"M","multi"
"44","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",11,10,11,0,1,12.2950819672131,22.327868852459,64.3934426229508,"M","multi"
"45","A","F7","M4","2014-03-08","mother swells","2015-03-25","2019-07-24","2015-03-18","conservative",12,11,12,0,1,12.2950819672131,23.344262295082,64.3934426229508,"M","multi"
"685","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",1,0,1,0,0,13.6065573770492,13.6065573770492,NA,"M","primi"
"677","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",2,1,2,0,0,13.6065573770492,14.5245901639344,NA,"M","primi"
"679","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",3,2,3,0,1,13.6065573770492,15.5409836065574,NA,"M","primi"
"681","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",4,3,4,0,1,13.6065573770492,16.5245901639344,NA,"M","primi"
"680","M","F161","M41","2008-12-12","mother swells","2010-04-15",NA,"2010-01-31","conservative",5,4,5,0,1,13.6065573770492,17.5409836065574,NA,"M","primi"
