"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Date.death","Date.takeover","Dataset","Month","Time1","Time2","Death","Swelling","Age.takeover","Age.infant","Age.death","Sex.infant","Parity"
"92","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",1,0,1,0,0,5.18032786885246,5.18032786885246,74.1967213114754,"F","primi"
"90","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",2,1,2,0,1,5.18032786885246,6.19672131147541,74.1967213114754,"F","primi"
"87","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",3,2,3,0,1,5.18032786885246,7.21311475409836,74.1967213114754,"F","primi"
"83","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",4,3,4,0,1,5.18032786885246,8.19672131147541,74.1967213114754,"F","primi"
"88","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",5,4,5,0,1,5.18032786885246,9.21311475409836,74.1967213114754,"F","primi"
"85","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",6,5,6,0,1,5.18032786885246,10.1967213114754,74.1967213114754,"F","primi"
"84","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",7,6,7,0,1,5.18032786885246,11.2131147540984,74.1967213114754,"F","primi"
"81","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",8,7,8,0,1,5.18032786885246,12.2295081967213,74.1967213114754,"F","primi"
"82","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",9,8,9,0,1,5.18032786885246,13.1475409836066,74.1967213114754,"F","primi"
"91","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",10,9,10,0,1,5.18032786885246,14.1639344262295,74.1967213114754,"F","primi"
"89","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",11,10,11,0,1,5.18032786885246,15.1475409836066,74.1967213114754,"F","primi"
"86","B","F18","F26","2009-02-16","mother swells","2009-09-18","2015-04-29","2009-07-24","conservative",12,11,12,0,1,5.18032786885246,16.1639344262295,74.1967213114754,"F","primi"
"964","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",1,0,1,0,1,6.65573770491803,6.65573770491803,26.5245901639344,"F","multi"
"965","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",2,1,2,0,1,6.65573770491803,7.67213114754098,26.5245901639344,"F","multi"
"966","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",3,2,3,0,1,6.65573770491803,8.65573770491803,26.5245901639344,"F","multi"
"967","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",4,3,4,0,1,6.65573770491803,9.67213114754098,26.5245901639344,"F","multi"
"968","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",5,4,5,0,1,6.65573770491803,10.6885245901639,26.5245901639344,"F","multi"
"969","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",6,5,6,0,1,6.65573770491803,11.672131147541,26.5245901639344,"F","multi"
"970","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",7,6,7,0,1,6.65573770491803,12.6885245901639,26.5245901639344,"F","multi"
"971","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",8,7,8,0,1,6.65573770491803,13.672131147541,26.5245901639344,"F","multi"
"972","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",9,8,9,0,1,6.65573770491803,14.6885245901639,26.5245901639344,"F","multi"
"973","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",10,9,10,0,1,6.65573770491803,15.7049180327869,26.5245901639344,"F","multi"
"974","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",11,10,11,0,1,6.65573770491803,16.6229508196721,26.5245901639344,"F","multi"
"975","Z","F255","F260","2013-11-05","mother swells","2014-06-02","2016-01-23","2014-05-27","conservative",12,11,12,0,1,6.65573770491803,17.6393442622951,26.5245901639344,"F","multi"
"107","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",1,0,1,0,1,14.2295081967213,14.2295081967213,NA,"F","primi"
"115","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",2,1,2,0,1,14.2295081967213,15.2131147540984,NA,"F","primi"
"116","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",3,2,3,0,1,14.2295081967213,16.2295081967213,NA,"F","primi"
"117","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",4,3,4,0,1,14.2295081967213,17.2131147540984,NA,"F","primi"
"118","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",5,4,5,0,1,14.2295081967213,18.2295081967213,NA,"F","primi"
"108","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",6,5,6,0,1,14.2295081967213,19.2459016393443,NA,"F","primi"
"109","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",7,6,7,0,1,14.2295081967213,20.2295081967213,NA,"F","primi"
"110","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",8,7,8,0,1,14.2295081967213,21.2459016393443,NA,"F","primi"
"106","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",9,8,9,0,1,14.2295081967213,22.2295081967213,NA,"F","primi"
"105","B1","F21","F27","2012-01-27","mother swells","2013-04-24",NA,"2013-04-05","conservative",10,9,10,0,1,14.2295081967213,23.2459016393443,NA,"F","primi"
"23","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",1,0,1,0,0,6,6,NA,"F","primi"
"24","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",2,1,2,0,0,6,6.98360655737705,NA,"F","primi"
"25","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",3,2,3,0,1,6,8,NA,"F","primi"
"26","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",4,3,4,0,1,6,8.98360655737705,NA,"F","primi"
"27","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",5,4,5,0,1,6,10,NA,"F","primi"
"19","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",6,5,6,0,1,6,11.016393442623,NA,"F","primi"
"20","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",7,6,7,0,1,6,12,NA,"F","primi"
"21","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",8,7,8,0,1,6,13.016393442623,NA,"F","primi"
"22","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",9,8,9,0,1,6,14,NA,"F","primi"
"28","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",10,9,10,0,1,6,15.016393442623,NA,"F","primi"
"29","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",11,10,11,0,1,6,16.0327868852459,NA,"F","primi"
"30","A","F6","F3","2015-09-30","mother swells","2016-05-31",NA,"2016-03-31","conservative",12,11,12,0,1,6,16.9508196721311,NA,"F","primi"
"202","C3","F43","F58","2011-09-21","mother swells","2012-03-28","2012-06-15","2012-03-22","conservative",1,0,1,0,1,6,6,8.78688524590164,"F","multi"
"209","C3","F43","F58","2011-09-21","mother swells","2012-03-28","2012-06-15","2012-03-22","conservative",2,1,2,0,1,6,7.01639344262295,8.78688524590164,"F","multi"
"210","C3","F43","F58","2011-09-21","mother swells","2012-03-28","2012-06-15","2012-03-22","conservative",3,2,3,1,1,6,8,8.78688524590164,"F","multi"
"156","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",1,0,1,0,1,13.3114754098361,13.3114754098361,NA,"F","multi"
"150","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",2,1,2,0,1,13.3114754098361,14.327868852459,NA,"F","multi"
"147","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",3,2,3,0,1,13.3114754098361,15.3114754098361,NA,"F","multi"
"148","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",4,3,4,0,1,13.3114754098361,16.327868852459,NA,"F","multi"
"149","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",5,4,5,0,1,13.3114754098361,17.3114754098361,NA,"F","multi"
"159","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",6,5,6,0,1,13.3114754098361,18.327868852459,NA,"F","multi"
"160","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",7,6,7,0,1,13.3114754098361,19.344262295082,NA,"F","multi"
"153","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",8,7,8,0,1,13.3114754098361,20.327868852459,NA,"F","multi"
"152","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",9,8,9,0,1,13.3114754098361,21.344262295082,NA,"F","multi"
"154","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",10,9,10,0,1,13.3114754098361,22.327868852459,NA,"F","multi"
"157","C1","F39","F61","2010-01-24","mother swells","2011-03-29",NA,"2011-03-06","conservative",11,10,11,0,1,13.3114754098361,23.344262295082,NA,"F","multi"
"383","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",1,0,1,0,1,13.3770491803279,13.3770491803279,NA,"F","multi"
"379","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",2,1,2,0,1,13.3770491803279,14.2950819672131,NA,"F","multi"
"387","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",3,2,3,0,1,13.3770491803279,15.3114754098361,NA,"F","multi"
"384","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",4,3,4,0,1,13.3770491803279,16.2950819672131,NA,"F","multi"
"385","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",5,4,5,0,1,13.3770491803279,17.3114754098361,NA,"F","multi"
"386","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",6,5,6,0,1,13.3770491803279,18.2950819672131,NA,"F","multi"
"381","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",7,6,7,0,1,13.3770491803279,19.3114754098361,NA,"F","multi"
"380","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",8,7,8,0,1,13.3770491803279,20.327868852459,NA,"F","multi"
"378","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",9,8,9,0,1,13.3770491803279,21.3114754098361,NA,"F","multi"
"388","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",10,9,10,0,1,13.3770491803279,22.327868852459,NA,"F","multi"
"382","D","F71","F65","2015-12-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",11,10,11,0,1,13.3770491803279,23.3114754098361,NA,"F","multi"
"362","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",1,0,1,0,1,12.7540983606557,12.7540983606557,NA,"F","primi"
"349","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",2,1,2,0,1,12.7540983606557,13.7377049180328,NA,"F","primi"
"343","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",3,2,3,0,1,12.7540983606557,14.7540983606557,NA,"F","primi"
"344","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",4,3,4,0,1,12.7540983606557,15.7704918032787,NA,"F","primi"
"350","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",5,4,5,0,1,12.7540983606557,16.7540983606557,NA,"F","primi"
"351","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",6,5,6,0,1,12.7540983606557,17.7704918032787,NA,"F","primi"
"353","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",7,6,7,0,1,12.7540983606557,18.7540983606557,NA,"F","primi"
"365","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",8,7,8,0,1,12.7540983606557,19.7704918032787,NA,"F","primi"
"352","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",9,8,9,0,1,12.7540983606557,20.7868852459016,NA,"F","primi"
"357","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",10,9,10,0,1,12.7540983606557,21.7049180327869,NA,"F","primi"
"346","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",11,10,11,0,1,12.7540983606557,22.7213114754098,NA,"F","primi"
"345","D","F68","F71","2007-05-25","mother swells","2008-06-17",NA,"2008-06-17","uncertain",12,11,12,0,1,12.7540983606557,23.7049180327869,NA,"F","primi"
"394","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",1,0,1,0,1,11.344262295082,11.344262295082,NA,"F","primi"
"395","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",2,1,2,0,1,11.344262295082,12.2622950819672,NA,"F","primi"
"393","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",3,2,3,0,1,11.344262295082,13.2786885245902,NA,"F","primi"
"397","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",4,3,4,0,1,11.344262295082,14.2622950819672,NA,"F","primi"
"396","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",5,4,5,0,1,11.344262295082,15.2786885245902,NA,"F","primi"
"400","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",6,5,6,0,1,11.344262295082,16.2622950819672,NA,"F","primi"
"399","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",7,6,7,0,1,11.344262295082,17.2786885245902,NA,"F","primi"
"392","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",8,7,8,0,1,11.344262295082,18.2950819672131,NA,"F","primi"
"398","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",9,8,9,0,1,11.344262295082,19.2786885245902,NA,"F","primi"
"391","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",10,9,10,0,1,11.344262295082,20.2950819672131,NA,"F","primi"
"389","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",11,10,11,0,1,11.344262295082,21.2786885245902,NA,"F","primi"
"390","D","F73","F77","2016-02-25","mother swells","2017-02-26",NA,"2017-02-05","conservative",12,11,12,0,1,11.344262295082,22.2950819672131,NA,"F","primi"
"46","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",1,0,1,0,1,13.9016393442623,13.9016393442623,NA,"F","primi"
"47","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",2,1,2,0,1,13.9016393442623,14.8852459016393,NA,"F","primi"
"48","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",3,2,3,0,1,13.9016393442623,15.9016393442623,NA,"F","primi"
"49","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",4,3,4,0,1,13.9016393442623,16.8852459016393,NA,"F","primi"
"50","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",5,4,5,0,1,13.9016393442623,17.9016393442623,NA,"F","primi"
"51","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",6,5,6,0,1,13.9016393442623,18.9180327868852,NA,"F","primi"
"52","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",7,6,7,0,1,13.9016393442623,19.9016393442623,NA,"F","primi"
"53","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",8,7,8,0,1,13.9016393442623,20.9180327868852,NA,"F","primi"
"54","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",9,8,9,0,1,13.9016393442623,21.9016393442623,NA,"F","primi"
"55","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",10,9,10,0,1,13.9016393442623,22.9180327868852,NA,"F","primi"
"56","A","F7","F8","2008-02-16","mother swells","2009-04-30",NA,"2009-04-15","conservative",11,10,11,0,1,13.9016393442623,23.9344262295082,NA,"F","primi"
"428","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",1,0,1,0,0,2.75409836065574,2.75409836065574,59.7704918032787,"F","multi"
"430","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",2,1,2,0,0,2.75409836065574,3.67213114754098,59.7704918032787,"F","multi"
"433","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",3,2,3,0,1,2.75409836065574,4.68852459016393,59.7704918032787,"F","multi"
"425","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",4,3,4,0,1,2.75409836065574,5.67213114754098,59.7704918032787,"F","multi"
"436","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",5,4,5,0,1,2.75409836065574,6.68852459016393,59.7704918032787,"F","multi"
"435","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",6,5,6,0,1,2.75409836065574,7.67213114754098,59.7704918032787,"F","multi"
"432","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",7,6,7,0,1,2.75409836065574,8.68852459016393,59.7704918032787,"F","multi"
"427","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",8,7,8,0,1,2.75409836065574,9.70491803278689,59.7704918032787,"F","multi"
"431","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",9,8,9,0,1,2.75409836065574,10.6885245901639,59.7704918032787,"F","multi"
"426","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",10,9,10,0,1,2.75409836065574,11.7049180327869,59.7704918032787,"F","multi"
"429","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",11,10,11,0,1,2.75409836065574,12.6885245901639,59.7704918032787,"F","multi"
"434","H","F92","F93","2006-12-04","mother swells","2007-05-19","2011-12-01","2007-02-26","conservative",12,11,12,0,1,2.75409836065574,13.7049180327869,59.7704918032787,"F","multi"
"447","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",1,0,1,0,0,1.77049180327869,1.77049180327869,NA,"F","multi"
"440","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",2,1,2,0,1,1.77049180327869,2.68852459016393,NA,"F","multi"
"442","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",3,2,3,0,1,1.77049180327869,3.70491803278689,NA,"F","multi"
"439","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",4,3,4,0,1,1.77049180327869,4.68852459016393,NA,"F","multi"
"446","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",5,4,5,0,1,1.77049180327869,5.70491803278689,NA,"F","multi"
"443","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",6,5,6,0,1,1.77049180327869,6.68852459016393,NA,"F","multi"
"445","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",7,6,7,0,1,1.77049180327869,7.70491803278689,NA,"F","multi"
"441","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",8,7,8,0,1,1.77049180327869,8.72131147540984,NA,"F","multi"
"448","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",9,8,9,0,1,1.77049180327869,9.70491803278689,NA,"F","multi"
"444","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",10,9,10,0,1,1.77049180327869,10.7213114754098,NA,"F","multi"
"437","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",11,10,11,0,1,1.77049180327869,11.7049180327869,NA,"F","multi"
"438","H","F94","F95","2007-01-03","mother swells","2007-04-17",NA,"2007-02-26","conservative",12,11,12,0,1,1.77049180327869,12.7213114754098,NA,"F","multi"
"127","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",1,0,1,0,1,13.5737704918033,13.5737704918033,26.3606557377049,"M","multi"
"126","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",2,1,2,0,1,13.5737704918033,14.5573770491803,26.3606557377049,"M","multi"
"124","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",3,2,3,0,1,13.5737704918033,15.5737704918033,26.3606557377049,"M","multi"
"125","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",4,3,4,0,1,13.5737704918033,16.5573770491803,26.3606557377049,"M","multi"
"130","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",5,4,5,0,1,13.5737704918033,17.5737704918033,26.3606557377049,"M","multi"
"131","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",6,5,6,0,1,13.5737704918033,18.5901639344262,26.3606557377049,"M","multi"
"128","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",7,6,7,0,1,13.5737704918033,19.5737704918033,26.3606557377049,"M","multi"
"129","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",8,7,8,0,1,13.5737704918033,20.5901639344262,26.3606557377049,"M","multi"
"132","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",9,8,9,0,1,13.5737704918033,21.5737704918033,26.3606557377049,"M","multi"
"133","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",10,9,10,0,1,13.5737704918033,22.5901639344262,26.3606557377049,"M","multi"
"134","B1","F25","M10","2012-02-16","mother swells","2013-04-24","2014-04-30","2013-04-05","uncertain",11,10,11,0,1,13.5737704918033,23.6065573770492,26.3606557377049,"M","multi"
"688","M2","F161","M105","2011-11-04","infant death","2011-12-09","2011-12-09","2011-08-15","conservative",1,0,1,0,0,-2.65573770491803,-2.65573770491803,1.14754098360656,"M","multi"
"696","M2","F161","M105","2011-11-04","infant death","2011-12-09","2011-12-09","2011-08-15","conservative",2,1,2,0,0,-2.65573770491803,-1.63934426229508,1.14754098360656,"M","multi"
"683","M2","F161","M105","2011-11-04","infant death","2011-12-09","2011-12-09","2011-08-15","conservative",3,2,3,0,0,-2.65573770491803,-0.655737704918033,1.14754098360656,"M","multi"
"691","M2","F161","M105","2011-11-04","infant death","2011-12-09","2011-12-09","2011-08-15","conservative",4,3,4,1,0,-2.65573770491803,0.360655737704918,1.14754098360656,"M","multi"
"568","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",1,0,1,0,0,9.77049180327869,9.77049180327869,NA,"M","primi"
"574","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",2,1,2,0,1,9.77049180327869,10.7868852459016,NA,"M","primi"
"573","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",3,2,3,0,1,9.77049180327869,11.7704918032787,NA,"M","primi"
"567","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",4,3,4,0,1,9.77049180327869,12.7868852459016,NA,"M","primi"
"571","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",5,4,5,0,1,9.77049180327869,13.7704918032787,NA,"M","primi"
"572","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",6,5,6,0,1,9.77049180327869,14.7868852459016,NA,"M","primi"
"578","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",7,6,7,0,1,9.77049180327869,15.8032786885246,NA,"M","primi"
"577","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",8,7,8,0,1,9.77049180327869,16.7540983606557,NA,"M","primi"
"576","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",9,8,9,0,1,9.77049180327869,17.7704918032787,NA,"M","primi"
"575","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",10,9,10,0,1,9.77049180327869,18.7540983606557,NA,"M","primi"
"569","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",11,10,11,0,1,9.77049180327869,19.7704918032787,NA,"M","primi"
"570","M","F145","M106","2010-10-21","mother swells","2011-10-01",NA,"2011-08-15","conservative",12,11,12,0,1,9.77049180327869,20.7540983606557,NA,"M","primi"
"167","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",1,0,1,0,0,1.24590163934426,1.24590163934426,NA,"M","multi"
"163","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",2,1,2,0,1,1.24590163934426,2.26229508196721,NA,"M","multi"
"158","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",3,2,3,0,1,1.24590163934426,3.21311475409836,NA,"M","multi"
"151","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",4,3,4,0,1,1.24590163934426,4.22950819672131,NA,"M","multi"
"155","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",5,4,5,0,1,1.24590163934426,5.21311475409836,NA,"M","multi"
"161","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",6,5,6,0,1,1.24590163934426,6.22950819672131,NA,"M","multi"
"165","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",7,6,7,0,1,1.24590163934426,7.21311475409836,NA,"M","multi"
"162","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",8,7,8,0,1,1.24590163934426,8.22950819672131,NA,"M","multi"
"169","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",9,8,9,0,1,1.24590163934426,9.24590163934426,NA,"M","multi"
"166","C","F39","M107","2007-12-22","mother swells","2008-03-10",NA,"2008-01-29","conservative",10,9,10,0,1,1.24590163934426,10.2295081967213,NA,"M","multi"
