"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Time.to.swell","Date.takeover","Dataset","Month","Time1","Time2","Swelling","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"160","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",1,0,1,0,0,0,"F","multi",8.32666666666667,874.27,"ColdWet","Wet","Cold"
"162","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",2,1,2,0,0,0,"F","multi",9.66774193548387,1211.97,"ColdWet","Wet","Cold"
"164","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",3,2,3,0,0,0,"F","multi",9.09032258064516,1067.5,"ColdWet","Wet","Cold"
"161","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",4,3,4,0,0,0,"F","multi",8.38,886.516666667,"ColdDry","Dry","Cold"
"163","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",5,4,5,0,0,0,"F","multi",7.52258064516129,627.466666667,"ColdDry","Dry","Cold"
"158","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",6,5,6,0,0,0,"F","multi",6.10333333333333,454.566666667,"ColdDry","Dry","Cold"
"159","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",7,6,7,0,0,0,"F","multi",5.34838709677419,252.05,"ColdDry","Dry","Cold"
"165","A","F12","F10","2019-07-24","no swelling yet",NA,NA,NA,"conservative",8,7,8,0,0,0,"F","multi",6.25483870967742,65.1,"HotDry","Dry","Hot"
"1582","H","F102","F104","2007-01-01","mother swells","2007-04-11",3.27868852459016,"2007-02-26","conservative",1,0,1,0,1,0,"F","multi",5.58709677419355,115.9,"ColdDry","Dry","Cold"
"1585","H","F102","F104","2007-01-01","mother swells","2007-04-11",3.27868852459016,"2007-02-26","conservative",2,1,2,0,1,1,"F","multi",6.15483870967742,21.8,"HotDry","Dry","Hot"
"1583","H","F102","F104","2007-01-01","mother swells","2007-04-11",3.27868852459016,"2007-02-26","conservative",3,2,3,0,1,1,"F","multi",7.375,2,"HotDry","Dry","Hot"
"1584","H","F102","F104","2007-01-01","mother swells","2007-04-11",3.27868852459016,"2007-02-26","conservative",4,3,4,1,1,1,"F","multi",8.53225806451613,22,"HotDry","Dry","Hot"
"1500","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",1,0,1,0,0,0,"F","multi",8.05,635.2,"ColdDry","Dry","Cold"
"1498","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",2,1,2,0,0,0,"F","multi",7.24516129032258,411.9,"ColdDry","Dry","Cold"
"1491","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",3,2,3,0,0,0,"F","multi",7.07,152.9,"ColdDry","Dry","Cold"
"1489","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",4,3,4,0,0,0,"F","multi",6.21612903225806,56.9,"ColdDry","Dry","Cold"
"1499","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",5,4,5,0,0,0,"F","multi",7.73548387096774,48.7,"HotDry","Dry","Hot"
"1485","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",6,5,6,0,0,0,"F","multi",8.475,34.8,"HotDry","Dry","Hot"
"1493","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",7,6,7,0,0,0,"F","multi",9.47741935483871,140,"HotDry","Dry","Hot"
"1480","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",8,7,8,0,0,0,"F","multi",9.21333333333333,221.8,"HotDry","Dry","Hot"
"1497","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",9,8,9,0,0,0,"F","multi",9.36129032258065,445.8,"ColdWet","Wet","Cold"
"1488","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",10,9,10,0,0,0,"F","multi",8.64666666666667,944.15,"ColdWet","Wet","Cold"
"1484","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",11,10,11,0,0,0,"F","multi",8.03225806451613,1459.2,"ColdWet","Wet","Cold"
"1481","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",12,11,12,0,0,0,"F","multi",8.18387096774194,1628.3,"ColdWet","Wet","Cold"
"1487","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",13,12,13,0,0,0,"F","multi",8.17,1201.72,"ColdDry","Dry","Cold"
"1496","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",14,13,14,0,0,0,"F","multi",7.84516129032258,675.57,"ColdDry","Dry","Cold"
"1490","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",15,14,15,0,0,0,"F","multi",6.54,276.37,"ColdDry","Dry","Cold"
"1486","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",16,15,16,0,0,0,"F","multi",6.82903225806452,99.4,"ColdDry","Dry","Cold"
"1495","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",17,16,17,0,0,0,"F","multi",7.15483870967742,0,"HotDry","Dry","Hot"
"1482","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",18,17,18,0,0,0,"F","multi",8.75357142857143,0,"HotDry","Dry","Hot"
"1492","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",19,18,19,0,0,0,"F","multi",8.65806451612903,54.1,"HotDry","Dry","Hot"
"1494","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",20,19,20,0,0,0,"F","multi",8.14,223.1,"HotDry","Dry","Hot"
"1483","H1","F96","F106","2009-10-15","mother swells","2011-06-18",20.0327868852459,NA,"conservative",21,20,21,1,0,0,"F","multi",8.7741935483871,599.2,"ColdWet","Wet","Cold"
"1572","H","F100","F107","2008-02-05","mother swells","2008-05-16",3.31147540983607,"2008-03-26","conservative",1,0,1,0,1,0,"F","multi",6.91935483870968,26.6,"HotDry","Dry","Hot"
"1561","H","F100","F107","2008-02-05","mother swells","2008-05-16",3.31147540983607,"2008-03-26","conservative",2,1,2,0,1,1,"F","multi",7.24137931034483,3.6,"HotDry","Dry","Hot"
"1555","H","F100","F107","2008-02-05","mother swells","2008-05-16",3.31147540983607,"2008-03-26","conservative",3,2,3,0,1,1,"F","multi",9.17741935483871,63.6,"HotDry","Dry","Hot"
"1566","H","F100","F107","2008-02-05","mother swells","2008-05-16",3.31147540983607,"2008-03-26","conservative",4,3,4,1,1,1,"F","multi",9.59333333333333,167.1,"HotDry","Dry","Hot"
"1655","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",1,0,1,0,1,0,"F","multi",9.50357142857143,16.2,"HotDry","Dry","Hot"
"1670","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",2,1,2,0,1,0,"F","multi",9.46451612903226,51.4,"HotDry","Dry","Hot"
"1646","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",3,2,3,0,1,0,"F","multi",9.73666666666667,146.2,"HotDry","Dry","Hot"
"1654","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",4,3,4,0,1,0,"F","multi",8.83548387096774,388.8,"ColdWet","Wet","Cold"
"1656","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",5,4,5,0,1,0,"F","multi",7.94,1549.2,"ColdWet","Wet","Cold"
"1679","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",6,5,6,0,1,0,"F","multi",7.90645161290323,1864.3,"ColdWet","Wet","Cold"
"1681","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",7,6,7,0,1,0,"F","multi",7.91290322580645,1880.2,"ColdWet","Wet","Cold"
"1677","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",8,7,8,0,1,0,"F","multi",7.33,825.7,"ColdDry","Dry","Cold"
"1660","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",9,8,9,0,1,0,"F","multi",6.92903225806452,460.1,"ColdDry","Dry","Cold"
"1653","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",10,9,10,0,1,0,"F","multi",5.90666666666667,185.4,"ColdDry","Dry","Cold"
"1674","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",11,10,11,0,1,0,"F","multi",7.10645161290323,44.3,"ColdDry","Dry","Cold"
"1648","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",12,11,12,0,1,0,"F","multi",7.51612903225806,0,"HotDry","Dry","Hot"
"1652","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",13,12,13,0,1,0,"F","multi",8.28928571428571,87.4,"HotDry","Dry","Hot"
"1651","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",14,13,14,0,1,0,"F","multi",9.21612903225807,134.4,"HotDry","Dry","Hot"
"1671","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",15,14,15,0,1,0,"F","multi",9.18,495.9,"HotDry","Dry","Hot"
"1666","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",16,15,16,0,1,0,"F","multi",8.72903225806452,818,"ColdWet","Wet","Cold"
"1647","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",17,16,17,0,1,0,"F","multi",7.91666666666667,1120,"ColdWet","Wet","Cold"
"1649","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",18,17,18,0,1,0,"F","multi",8.08064516129032,1082.5,"ColdWet","Wet","Cold"
"1650","J","F110","F108","2013-03-28","mother swells","2014-10-27",18.9508196721311,"2014-10-24","conservative",19,18,19,1,1,1,"F","multi",8.28709677419355,1086.1,"ColdWet","Wet","Cold"
"1773","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",1,0,1,0,0,0,"F","multi",7.74838709677419,538.5,"ColdDry","Dry","Cold"
"1741","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",2,1,2,0,0,0,"F","multi",7.74333333333333,243.9,"ColdDry","Dry","Cold"
"1738","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",3,2,3,0,0,0,"F","multi",6.5,71.9,"ColdDry","Dry","Cold"
"1771","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",4,3,4,0,0,0,"F","multi",8.46451612903226,22.6,"HotDry","Dry","Hot"
"1711","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",5,4,5,0,0,0,"F","multi",10.7607142857143,17.2,"HotDry","Dry","Hot"
"1768","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",6,5,6,0,0,0,"F","multi",11.2903225806452,36.1,"HotDry","Dry","Hot"
"1737","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",7,6,7,0,0,0,"F","multi",8.44333333333333,159.5,"HotDry","Dry","Hot"
"1739","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",8,7,8,0,0,0,"F","multi",7.55161290322581,515.2,"ColdWet","Wet","Cold"
"1708","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",9,8,9,0,0,0,"F","multi",8.26333333333333,811.57,"ColdWet","Wet","Cold"
"1754","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",10,9,10,0,0,0,"F","multi",9.54516129032258,1161.97,"ColdWet","Wet","Cold"
"1767","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",11,10,11,0,0,0,"F","multi",9.3258064516129,1071.355714286,"ColdWet","Wet","Cold"
"1710","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",12,11,12,0,0,0,"F","multi",8.43333333333333,970.916666667,"ColdDry","Dry","Cold"
"1709","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",13,12,13,0,0,0,"F","multi",7.33548387096774,668.166666667,"ColdDry","Dry","Cold"
"1749","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",14,13,14,0,0,0,"F","multi",6.57333333333333,467.480952381,"ColdDry","Dry","Cold"
"1740","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",15,14,15,0,0,0,"F","multi",5.25483870967742,252.65,"ColdDry","Dry","Cold"
"1719","J1","F111","F109","2018-11-21","no swelling yet",NA,NA,NA,"conservative",16,15,16,0,0,0,"F","multi",6.07741935483871,79.4,"HotDry","Dry","Hot"
"1829","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",1,0,1,0,0,0,"F","multi",9.3,1214.35,"ColdDry","Dry","Cold"
"1858","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",2,1,2,0,0,0,"F","multi",7.95806451612903,763.35,"ColdDry","Dry","Cold"
"1840","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",3,2,3,0,0,0,"F","multi",7.42666666666667,441.35,"ColdDry","Dry","Cold"
"1860","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",4,3,4,0,0,0,"F","multi",6.98709677419355,99.1,"ColdDry","Dry","Cold"
"1831","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",5,4,5,0,0,0,"F","multi",8.34516129032258,8,"HotDry","Dry","Hot"
"1852","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",6,5,6,0,0,0,"F","multi",8.56428571428571,69.8,"HotDry","Dry","Hot"
"1847","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",7,6,7,0,0,0,"F","multi",9.7,87.1,"HotDry","Dry","Hot"
"1872","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",8,7,8,0,0,0,"F","multi",9.53333333333333,298,"HotDry","Dry","Hot"
"1846","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",9,8,9,0,0,0,"F","multi",9.52258064516129,529.1,"ColdWet","Wet","Cold"
"1865","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",10,9,10,0,0,0,"F","multi",9.57666666666667,824.5,"ColdWet","Wet","Cold"
"1867","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",11,10,11,0,0,0,"F","multi",8.81612903225806,1158.4,"ColdWet","Wet","Cold"
"1856","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",12,11,12,0,0,0,"F","multi",8.25483870967742,1253.8,"ColdWet","Wet","Cold"
"1843","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",13,12,13,0,0,0,"F","multi",8.26333333333333,1041.3,"ColdDry","Dry","Cold"
"1828","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",14,13,14,0,0,0,"F","multi",7.62903225806452,719,"ColdDry","Dry","Cold"
"1850","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",15,14,15,0,0,0,"F","multi",7.07,330.7,"ColdDry","Dry","Cold"
"1851","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",16,15,16,0,0,0,"F","multi",5.99677419354839,230.5,"ColdDry","Dry","Cold"
"1836","K","F118","F113","2016-10-12","mother swells","2018-02-17",16.1639344262295,NA,"conservative",17,16,17,1,0,0,"F","multi",7.07741935483871,0,"HotDry","Dry","Hot"
"1795","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",1,0,1,0,0,0,"F","primi",9.00322580645161,355.8,"ColdWet","Wet","Cold"
"1792","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",2,1,2,0,0,0,"F","primi",8.23,730,"ColdWet","Wet","Cold"
"1790","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",3,2,3,0,0,0,"F","primi",8.00322580645161,1139.4,"ColdWet","Wet","Cold"
"1783","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",4,3,4,0,0,0,"F","primi",8.04516129032258,1220,"ColdWet","Wet","Cold"
"1794","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",5,4,5,0,0,0,"F","primi",8.41666666666667,954.4,"ColdDry","Dry","Cold"
"1791","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",6,5,6,0,0,0,"F","primi",7.95161290322581,567.1,"ColdDry","Dry","Cold"
"1779","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",7,6,7,0,0,0,"F","primi",7.88333333333333,258.2,"ColdDry","Dry","Cold"
"1784","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",8,7,8,0,0,0,"F","primi",6.50322580645161,123.9,"ColdDry","Dry","Cold"
"1788","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",9,8,9,0,0,0,"F","primi",8.08387096774194,33.5,"HotDry","Dry","Hot"
"1777","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",10,9,10,0,0,0,"F","primi",10.3142857142857,7.2,"HotDry","Dry","Hot"
"1789","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",11,10,11,0,0,0,"F","primi",11.7064516129032,20.3,"HotDry","Dry","Hot"
"1782","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",12,11,12,0,0,0,"F","primi",8.68333333333333,121.3,"HotDry","Dry","Hot"
"1778","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",13,12,13,0,0,0,"F","primi",7.45806451612903,488,"ColdWet","Wet","Cold"
"1787","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",14,13,14,0,0,0,"F","primi",8.2,760.17,"ColdWet","Wet","Cold"
"1781","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",15,14,15,0,0,0,"F","primi",9.28387096774193,1151.87,"ColdWet","Wet","Cold"
"1780","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",16,15,16,0,0,0,"F","primi",9.52258064516129,1084.470000001,"ColdWet","Wet","Cold"
"1776","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",17,16,17,0,0,0,"F","primi",8.53333333333333,1028.45,"ColdDry","Dry","Cold"
"1775","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",18,17,18,0,0,0,"F","primi",7.54516129032258,704.066666667,"ColdDry","Dry","Cold"
"1785","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",19,18,19,0,0,0,"F","primi",6.87,491.566666666,"ColdDry","Dry","Cold"
"1793","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",20,19,20,0,0,0,"F","primi",5.18387096774194,262.316666667,"ColdDry","Dry","Cold"
"1786","K","F112","F115","2018-06-16","no swelling yet",NA,NA,NA,"conservative",21,20,21,0,0,0,"F","primi",5.89032258064516,91.8,"HotDry","Dry","Hot"
"1797","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",1,0,1,0,1,0,"F","multi",7.19677419354839,545.1,"ColdDry","Dry","Cold"
"1800","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",2,1,2,0,1,0,"F","multi",7.31,207.3,"ColdDry","Dry","Cold"
"1796","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",3,2,3,0,1,0,"F","multi",6.46451612903226,87.8,"ColdDry","Dry","Cold"
"1802","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",4,3,4,0,1,0,"F","multi",8.06451612903226,7.7,"HotDry","Dry","Hot"
"1799","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",5,4,5,0,1,0,"F","multi",9.51071428571429,11.9,"HotDry","Dry","Hot"
"1807","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",6,5,6,0,1,0,"F","multi",9.16774193548387,21.7,"HotDry","Dry","Hot"
"1806","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",7,6,7,0,1,0,"F","multi",9.77333333333333,54.2,"HotDry","Dry","Hot"
"1811","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",8,7,8,0,1,0,"F","multi",9.60322580645161,147,"ColdWet","Wet","Cold"
"1809","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",9,8,9,0,1,0,"F","multi",8.3,626.6,"ColdWet","Wet","Cold"
"1805","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",10,9,10,0,1,0,"F","multi",7.66774193548387,1727.1,"ColdWet","Wet","Cold"
"1812","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",11,10,11,0,1,0,"F","multi",8.08064516129032,2003.4,"ColdWet","Wet","Cold"
"1798","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",12,11,12,0,1,0,"F","multi",7.67666666666667,1742.9,"ColdDry","Dry","Cold"
"1810","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",13,12,13,0,1,0,"F","multi",7.12903225806452,645,"ColdDry","Dry","Cold"
"1803","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",14,13,14,0,1,0,"F","multi",6.56333333333333,309.6,"ColdDry","Dry","Cold"
"1801","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",15,14,15,0,1,0,"F","multi",6.33225806451613,79.4,"ColdDry","Dry","Cold"
"1808","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",16,15,16,0,1,0,"F","multi",7.36774193548387,44.3,"HotDry","Dry","Hot"
"1804","K","F114","F116","2012-11-10","mother swells","2014-04-05",16.7540983606557,"2014-03-24","conservative",17,16,17,1,1,1,"F","multi",7.74642857142857,34.2,"HotDry","Dry","Hot"
"1833","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",1,0,1,0,0,0,"F","multi",7.70967741935484,534.5,"ColdDry","Dry","Cold"
"1841","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",2,1,2,0,0,0,"F","multi",7.69,240.9,"ColdDry","Dry","Cold"
"1868","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",3,2,3,0,0,0,"F","multi",6.55161290322581,70.15,"ColdDry","Dry","Cold"
"1824","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",4,3,4,0,0,0,"F","multi",8.54516129032258,22.6,"HotDry","Dry","Hot"
"1866","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",5,4,5,0,0,0,"F","multi",10.8285714285714,17.2,"HotDry","Dry","Hot"
"1861","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",6,5,6,0,0,0,"F","multi",11.1483870967742,53.8,"HotDry","Dry","Hot"
"1857","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",7,6,7,0,0,0,"F","multi",8.4,159.5,"HotDry","Dry","Hot"
"1830","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",8,7,8,0,0,0,"F","multi",7.62903225806452,515.6,"ColdWet","Wet","Cold"
"1855","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",9,8,9,0,0,0,"F","multi",8.28,843.87,"ColdWet","Wet","Cold"
"1871","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",10,9,10,0,0,0,"F","multi",9.61612903225806,1162.47,"ColdWet","Wet","Cold"
"1838","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",11,10,11,0,0,0,"F","multi",9.20322580645161,1075.812857143,"ColdWet","Wet","Cold"
"1864","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",12,11,12,0,0,0,"F","multi",8.46,920.983333334,"ColdDry","Dry","Cold"
"1863","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",13,12,13,0,0,0,"F","multi",7.35483870967742,668.966666667,"ColdDry","Dry","Cold"
"1870","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",14,13,14,0,0,0,"F","multi",6.44,462.623809524,"ColdDry","Dry","Cold"
"1839","K","F118","F117","2018-11-22","mother swells","2020-02-20",14.9180327868852,NA,"conservative",15,14,15,1,0,0,"F","multi",5.2741935483871,252.583333333,"ColdDry","Dry","Cold"
"1835","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",1,0,1,0,0,0,"F","multi",6.87096774193548,572.8,"ColdDry","Dry","Cold"
"1825","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",2,1,2,0,0,0,"F","multi",6.41666666666667,124.8,"ColdDry","Dry","Cold"
"1826","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",3,2,3,0,0,0,"F","multi",6.28064516129032,20.5,"ColdDry","Dry","Cold"
"1849","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",4,3,4,0,0,0,"F","multi",8.69677419354839,10.5,"HotDry","Dry","Hot"
"1834","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",5,4,5,0,0,0,"F","multi",9.51428571428571,17.5,"HotDry","Dry","Hot"
"1853","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",6,5,6,0,0,0,"F","multi",9.72903225806452,59.6,"HotDry","Dry","Hot"
"1862","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",7,6,7,0,0,0,"F","multi",10,208.9,"HotDry","Dry","Hot"
"1854","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",8,7,8,0,0,0,"F","multi",9.49354838709677,382.8,"ColdWet","Wet","Cold"
"1832","K","F118","F119","2014-11-21","mother swells","2016-03-24",16.0327868852459,NA,"conservative",9,8,9,0,0,0,"F","multi",9.15333333333333,546.8,"ColdWet","Wet","Cold"
