"","Unit","Female","Infant","Date.birth","Event.end","Date.end","Time.to.swell","Date.takeover","Dataset","Month","Time1","Time2","Swelling","Takeover.fix","Takeover.timevarying","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"543","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",8,7,8,0,1,0,"F","primi",7.2741935483871,424.2,"ColdDry","Dry","Cold"
"540","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",9,8,9,0,1,0,"F","primi",7.18333333333333,156.3,"ColdDry","Dry","Cold"
"525","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",10,9,10,0,1,0,"F","primi",6.17096774193548,64.3,"ColdDry","Dry","Cold"
"526","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",11,10,11,0,1,0,"F","primi",7.53548387096774,48.7,"HotDry","Dry","Hot"
"532","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",12,11,12,0,1,0,"F","primi",8.19642857142857,34.8,"HotDry","Dry","Hot"
"538","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",13,12,13,0,1,0,"F","primi",9.54838709677419,122.7,"HotDry","Dry","Hot"
"541","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",14,13,14,0,1,0,"F","primi",9.42333333333333,197.7,"HotDry","Dry","Hot"
"537","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",15,14,15,0,1,0,"F","primi",9.26451612903226,419.9,"ColdWet","Wet","Cold"
"530","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",16,15,16,0,1,0,"F","primi",8.85666666666667,767.95,"ColdWet","Wet","Cold"
"529","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",17,16,17,0,1,0,"F","primi",7.86451612903226,1393,"ColdWet","Wet","Cold"
"527","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",18,17,18,0,1,0,"F","primi",8.13225806451613,1636.9,"ColdWet","Wet","Cold"
"524","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",19,18,19,0,1,0,"F","primi",8.24,1387.52,"ColdDry","Dry","Cold"
"536","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",20,19,20,0,1,0,"F","primi",7.99032258064516,765.87,"ColdDry","Dry","Cold"
"534","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",21,20,21,0,1,0,"F","primi",6.75333333333333,293.67,"ColdDry","Dry","Cold"
"528","C3","F38","F59","2009-04-11","mother swells","2011-01-31",21.6393442622951,"2011-01-29","conservative",22,21,22,1,1,1,"F","primi",6.56129032258065,107.1,"ColdDry","Dry","Cold"
"789","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",1,0,1,0,0,0,"F","primi",9.66206896551724,28.3,"HotDry","Dry","Hot"
"788","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",2,1,2,0,0,0,"F","primi",10.7806451612903,64.4,"HotDry","Dry","Hot"
"810","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",3,2,3,0,0,0,"F","primi",10.63,147,"HotDry","Dry","Hot"
"793","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",4,3,4,0,0,0,"F","primi",10.1870967741935,396.8,"ColdWet","Wet","Cold"
"802","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",5,4,5,0,0,0,"F","primi",8.79666666666667,775.7,"ColdWet","Wet","Cold"
"809","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",6,5,6,0,0,0,"F","primi",8.35483870967742,1174,"ColdWet","Wet","Cold"
"805","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",7,6,7,0,0,0,"F","primi",8.50967741935484,1342.6,"ColdWet","Wet","Cold"
"791","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",8,7,8,0,0,0,"F","primi",9.50333333333333,1185.75,"ColdDry","Dry","Cold"
"795","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",9,8,9,0,0,0,"F","primi",8.2741935483871,872.85,"ColdDry","Dry","Cold"
"807","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",10,9,10,0,0,0,"F","primi",7.27666666666667,454.45,"ColdDry","Dry","Cold"
"811","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",11,10,11,0,0,0,"F","primi",7.19677419354839,168,"ColdDry","Dry","Cold"
"794","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",12,11,12,0,0,0,"F","primi",7.86129032258065,0,"HotDry","Dry","Hot"
"790","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",13,12,13,0,0,0,"F","primi",8.51071428571429,48.8,"HotDry","Dry","Hot"
"801","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",14,13,14,0,0,0,"F","primi",9.78064516129032,86.1,"HotDry","Dry","Hot"
"797","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",15,14,15,0,0,0,"F","primi",9.53,291,"HotDry","Dry","Hot"
"792","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",16,15,16,0,0,0,"F","primi",9.50322580645161,538.4,"ColdWet","Wet","Cold"
"804","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",17,16,17,0,0,0,"F","primi",9.79666666666667,782.7,"ColdWet","Wet","Cold"
"808","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",18,17,18,0,0,0,"F","primi",8.82903225806452,1074.5,"ColdWet","Wet","Cold"
"798","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",19,18,19,0,0,0,"F","primi",8.22903225806452,1217.8,"ColdWet","Wet","Cold"
"799","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",20,19,20,0,0,0,"F","primi",8.34,1083.3,"ColdDry","Dry","Cold"
"800","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",21,20,21,0,0,0,"F","primi",7.74838709677419,817.9,"ColdDry","Dry","Cold"
"803","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",22,21,22,0,0,0,"F","primi",7.12333333333333,378.4,"ColdDry","Dry","Cold"
"796","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",23,22,23,0,0,0,"F","primi",6.0258064516129,231.3,"ColdDry","Dry","Cold"
"806","C3","F49","F60","2016-03-08","mother swells","2018-02-23",23.5081967213115,NA,"conservative",24,23,24,1,0,0,"F","primi",6.76451612903226,0,"HotDry","Dry","Hot"
"546","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",1,0,1,0,1,0,"F","multi",6.78709677419355,63.2,"ColdDry","Dry","Cold"
"561","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",2,1,2,0,1,0,"F","multi",8.20967741935484,47.2,"HotDry","Dry","Hot"
"550","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",3,2,3,0,1,0,"F","multi",8.74642857142857,88.8,"HotDry","Dry","Hot"
"554","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",4,3,4,0,1,0,"F","multi",9.62258064516129,129.6,"HotDry","Dry","Hot"
"557","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",5,4,5,0,1,0,"F","multi",9.20333333333333,275.7,"HotDry","Dry","Hot"
"558","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",6,5,6,0,1,0,"F","multi",9.01612903225806,530.9,"ColdWet","Wet","Cold"
"556","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",7,6,7,0,1,0,"F","multi",8.42333333333333,1287.25,"ColdWet","Wet","Cold"
"560","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",8,7,8,0,1,0,"F","multi",8.06451612903226,1574.2,"ColdWet","Wet","Cold"
"551","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",9,8,9,0,1,0,"F","multi",8.29354838709677,1551.85,"ColdWet","Wet","Cold"
"559","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",10,9,10,0,1,0,"F","multi",7.83333333333333,867.72,"ColdDry","Dry","Cold"
"545","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",11,10,11,0,1,0,"F","multi",7.69677419354839,506.67,"ColdDry","Dry","Cold"
"544","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",12,11,12,0,1,0,"F","multi",6.26333333333333,213.72,"ColdDry","Dry","Cold"
"548","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",13,12,13,0,1,0,"F","multi",6.88709677419355,76,"ColdDry","Dry","Cold"
"552","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",14,13,14,0,1,1,"F","multi",8.01612903225806,0,"HotDry","Dry","Hot"
"547","C1","F39","F61","2010-01-24","mother swells","2011-03-29",14.0655737704918,"2011-03-06","conservative",15,14,15,1,1,1,"F","multi",8.56428571428571,0,"HotDry","Dry","Hot"
"1091","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",1,0,1,0,1,0,"F","multi",9.0258064516129,356.1,"ColdWet","Wet","Cold"
"1120","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",2,1,2,0,1,0,"F","multi",8.03666666666667,1417.9,"ColdWet","Wet","Cold"
"1114","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",3,2,3,0,1,0,"F","multi",7.93225806451613,1845.3,"ColdWet","Wet","Cold"
"1087","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",4,3,4,0,1,0,"F","multi",7.85483870967742,1899.9,"ColdWet","Wet","Cold"
"1109","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",5,4,5,0,1,0,"F","multi",7.41666666666667,953.8,"ColdDry","Dry","Cold"
"1106","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",6,5,6,0,1,0,"F","multi",7.01290322580645,480.1,"ColdDry","Dry","Cold"
"1108","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",7,6,7,0,1,0,"F","multi",5.97666666666667,198.4,"ColdDry","Dry","Cold"
"1124","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",8,7,8,0,1,0,"F","multi",6.92258064516129,47.5,"ColdDry","Dry","Cold"
"1116","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",9,8,9,0,1,0,"F","multi",7.38387096774194,13.5,"HotDry","Dry","Hot"
"1130","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",10,9,10,0,1,0,"F","multi",8.25714285714286,87.4,"HotDry","Dry","Hot"
"1118","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",11,10,11,0,1,0,"F","multi",9.16774193548387,113.9,"HotDry","Dry","Hot"
"1103","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",12,11,12,0,1,0,"F","multi",9.28,454.4,"HotDry","Dry","Hot"
"1104","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",13,12,13,0,1,0,"F","multi",8.81290322580645,696,"ColdWet","Wet","Cold"
"1128","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",14,13,14,0,1,0,"F","multi",7.87333333333333,1098.5,"ColdWet","Wet","Cold"
"1112","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",15,14,15,0,1,0,"F","multi",7.9741935483871,1074,"ColdWet","Wet","Cold"
"1089","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",16,15,16,0,1,0,"F","multi",8.44838709677419,1179.5,"ColdWet","Wet","Cold"
"1105","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",17,16,17,0,1,0,"F","multi",7.69666666666667,850.8,"ColdDry","Dry","Cold"
"1099","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",18,17,18,0,1,0,"F","multi",6.90645161290323,544.8,"ColdDry","Dry","Cold"
"1088","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",19,18,19,0,1,0,"F","multi",6.29,118.8,"ColdDry","Dry","Cold"
"1095","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",20,19,20,0,1,0,"F","multi",6.43548387096774,18.5,"ColdDry","Dry","Cold"
"1093","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",21,20,21,0,1,1,"F","multi",8.91935483870968,10.5,"HotDry","Dry","Hot"
"1135","D","F69","F62","2013-06-24","mother swells","2015-03-24",20.9180327868852,"2015-03-19","conservative",22,21,22,1,1,1,"F","multi",9.31785714285714,46.6,"HotDry","Dry","Hot"
"964","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",1,0,1,0,0,0,"F","primi",7.81333333333333,624.3,"ColdDry","Dry","Cold"
"972","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",2,1,2,0,0,0,"F","primi",7.33870967741935,387.9,"ColdDry","Dry","Cold"
"965","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",3,2,3,0,0,0,"F","primi",6.92333333333333,129.5,"ColdDry","Dry","Cold"
"963","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",4,3,4,0,0,0,"F","primi",6.36774193548387,48.6,"ColdDry","Dry","Cold"
"962","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",5,4,5,0,0,0,"F","primi",7.8741935483871,48.7,"HotDry","Dry","Hot"
"956","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",6,5,6,0,0,0,"F","primi",8.61428571428571,34.8,"HotDry","Dry","Hot"
"971","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",7,6,7,0,0,0,"F","primi",9.4741935483871,146,"HotDry","Dry","Hot"
"966","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",8,7,8,0,0,0,"F","primi",9.3,234,"HotDry","Dry","Hot"
"969","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",9,8,9,0,0,0,"F","primi",9.12258064516129,515.8,"ColdWet","Wet","Cold"
"973","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",10,9,10,0,0,0,"F","primi",8.63333333333333,1090.15,"ColdWet","Wet","Cold"
"960","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",11,10,11,0,0,0,"F","primi",7.94516129032258,1484.8,"ColdWet","Wet","Cold"
"959","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",12,11,12,0,0,0,"F","primi",8.3741935483871,1572.1,"ColdWet","Wet","Cold"
"968","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",13,12,13,0,0,0,"F","primi",7.93666666666667,1060.72,"ColdDry","Dry","Cold"
"974","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",14,13,14,0,0,0,"F","primi",7.8,637.77,"ColdDry","Dry","Cold"
"970","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",15,14,15,0,0,0,"F","primi",6.48666666666667,262.57,"ColdDry","Dry","Cold"
"957","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",16,15,16,0,0,0,"F","primi",6.92903225806452,88.4,"ColdDry","Dry","Cold"
"961","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",17,16,17,0,0,0,"F","primi",7.45483870967742,0,"HotDry","Dry","Hot"
"958","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",18,17,18,0,0,0,"F","primi",8.7,0,"HotDry","Dry","Hot"
"975","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",19,18,19,0,0,0,"F","primi",8.61290322580645,101.4,"HotDry","Dry","Hot"
"967","D","F66","F63","2009-10-18","mother swells","2011-06-09",19.6393442622951,NA,"conservative",20,19,20,1,0,0,"F","primi",8.13,245.1,"HotDry","Dry","Hot"
"950","D1","F63","F64","2019-10-08","no swelling yet",NA,NA,NA,"conservative",1,0,1,0,0,0,"F","multi",9.02333333333333,1011.35,"ColdDry","Dry","Cold"
"946","D1","F63","F64","2019-10-08","no swelling yet",NA,NA,NA,"conservative",2,1,2,0,0,0,"F","multi",7.6258064516129,700.666666667,"ColdDry","Dry","Cold"
"952","D1","F63","F64","2019-10-08","no swelling yet",NA,NA,NA,"conservative",3,2,3,0,0,0,"F","multi",7.22,573.166666666,"ColdDry","Dry","Cold"
"955","D1","F63","F64","2019-10-08","no swelling yet",NA,NA,NA,"conservative",4,3,4,0,0,0,"F","multi",5.38709677419355,383.016666667,"ColdDry","Dry","Cold"
"954","D1","F63","F64","2019-10-08","no swelling yet",NA,NA,NA,"conservative",5,4,5,0,0,0,"F","multi",5.60322580645161,208,"HotDry","Dry","Hot"
"1184","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",1,0,1,0,1,0,"F","multi",7.00666666666667,333.1,"ColdDry","Dry","Cold"
"1141","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",2,1,2,0,1,0,"F","multi",7.26129032258064,244.9,"ColdDry","Dry","Cold"
"1175","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",3,2,3,0,1,0,"F","multi",8.33548387096774,37.7,"HotDry","Dry","Hot"
"1147","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",4,3,4,0,1,0,"F","multi",10.5689655172414,65.5,"HotDry","Dry","Hot"
"1151","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",5,4,5,0,1,0,"F","multi",11.1225806451613,83.4,"HotDry","Dry","Hot"
"1148","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",6,5,6,0,1,0,"F","multi",10.06,319.5,"HotDry","Dry","Hot"
"1172","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",7,6,7,0,1,0,"F","multi",9.55161290322581,543.8,"ColdWet","Wet","Cold"
"1166","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",8,7,8,0,1,0,"F","multi",8.39666666666667,957.4,"ColdWet","Wet","Cold"
"1176","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",9,8,9,0,1,0,"F","multi",8.5741935483871,1313.4,"ColdWet","Wet","Cold"
"1185","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",10,9,10,0,1,0,"F","multi",9.25806451612903,1352.15,"ColdWet","Wet","Cold"
"1153","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",11,10,11,0,1,0,"F","multi",8.75,1136.15,"ColdDry","Dry","Cold"
"1149","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",12,11,12,0,1,0,"F","multi",7.49032258064516,560.95,"ColdDry","Dry","Cold"
"1179","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",13,12,13,0,1,0,"F","multi",7.36,241.5,"ColdDry","Dry","Cold"
"1159","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",14,13,14,0,1,1,"F","multi",7.06129032258065,16.9,"ColdDry","Dry","Cold"
"1178","D","F71","F65","2015-12-25","mother swells","2017-02-26",14.0655737704918,"2017-02-05","conservative",15,14,15,1,1,1,"F","multi",8.53225806451613,48.8,"HotDry","Dry","Hot"
"1071","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",1,0,1,0,0,0,"F","multi",8.49333333333333,890.27,"ColdWet","Wet","Cold"
"1073","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",2,1,2,0,0,0,"F","multi",9.61290322580645,1216.87,"ColdWet","Wet","Cold"
"1084","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",3,2,3,0,0,0,"F","multi",9.13548387096774,1079.4,"ColdWet","Wet","Cold"
"1065","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",4,3,4,0,0,0,"F","multi",8.15333333333333,868.166666667,"ColdDry","Dry","Cold"
"1072","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",5,4,5,0,0,0,"F","multi",7.54838709677419,630.366666667,"ColdDry","Dry","Cold"
"1070","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",6,5,6,0,0,0,"F","multi",5.37,408.266666667,"ColdDry","Dry","Cold"
"1067","D1","F68","F70","2019-07-29","no swelling yet",NA,NA,NA,"conservative",7,6,7,0,0,0,"F","multi",5.53225806451613,246.4,"ColdDry","Dry","Cold"
"1062","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",1,0,1,0,1,0,"F","primi",8.93666666666667,125.8,"HotDry","Dry","Hot"
"1036","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",2,1,2,0,1,0,"F","primi",7.56451612903226,421,"ColdWet","Wet","Cold"
"1039","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",3,2,3,0,1,0,"F","primi",7.46,856.4,"ColdWet","Wet","Cold"
"1048","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",4,3,4,0,1,0,"F","primi",7.23225806451613,1059.5,"ColdWet","Wet","Cold"
"1061","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",5,4,5,0,1,0,"F","primi",7.57096774193548,960.8,"ColdWet","Wet","Cold"
"1045","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",6,5,6,0,1,0,"F","primi",7.09333333333333,532.8,"ColdDry","Dry","Cold"
"1047","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",7,6,7,0,1,0,"F","primi",6.02903225806452,297.3,"ColdDry","Dry","Cold"
"1033","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",8,7,8,0,1,0,"F","primi",6.44333333333333,99.8,"ColdDry","Dry","Cold"
"1055","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",9,8,9,0,1,0,"F","primi",6.53548387096774,41.9,"ColdDry","Dry","Cold"
"1041","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",10,9,10,0,1,0,"F","primi",6.96451612903226,3.6,"HotDry","Dry","Hot"
"1059","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",11,10,11,0,1,0,"F","primi",8.51034482758621,3.6,"HotDry","Dry","Hot"
"1042","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",12,11,12,0,1,0,"F","primi",8.90645161290323,139.4,"HotDry","Dry","Hot"
"1057","D","F68","F71","2007-05-25","mother swells","2008-06-17",12.7540983606557,"2008-06-17","uncertain",13,12,13,1,1,1,"F","primi",11.65,239.9,"HotDry","Dry","Hot"
"1182","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",1,0,1,0,0,0,"F","primi",9.27096774193548,16.2,"HotDry","Dry","Hot"
"1146","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",2,1,2,0,0,0,"F","primi",9.72,51.4,"HotDry","Dry","Hot"
"1167","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",3,2,3,0,0,0,"F","primi",9.84838709677419,149.4,"ColdWet","Wet","Cold"
"1154","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",4,3,4,0,0,0,"F","primi",8.54,457.8,"ColdWet","Wet","Cold"
"1155","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",5,4,5,0,0,0,"F","primi",7.9,1602.5,"ColdWet","Wet","Cold"
"1177","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",6,5,6,0,0,0,"F","primi",7.89032258064516,1870.1,"ColdWet","Wet","Cold"
"1165","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",7,6,7,0,0,0,"F","primi",7.88,1844,"ColdDry","Dry","Cold"
"1170","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",8,7,8,0,0,0,"F","primi",7.28064516129032,772.4,"ColdDry","Dry","Cold"
"1158","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",9,8,9,0,0,0,"F","primi",6.88666666666667,451.1,"ColdDry","Dry","Cold"
"1142","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",10,9,10,0,0,0,"F","primi",5.79677419354839,152.6,"ColdDry","Dry","Cold"
"1173","D","F71","F72","2013-04-01","mother swells","2015-03-15",23.3770491803279,NA,"conservative",11,10,11,0,0,0,"F","primi",7.43548387096774,44.3,"HotDry","Dry","Hot"
