"","Unit","Female","Infant","Date.swelling","Date.nextconception","Time.to.conception","Date.takeover","Dataset","Month","Time1","Time2","Conception","Takeover.fix","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"791","T","F216","M50",2009-03-10,2009-05-14,2.13114754098361,NA,"conservative",3,2,3,1,0,"M","multi",10.3233333333333,47.2,"HotDry","Dry","Hot"
"249","F-old","F80","M52",2007-02-12,2007-04-27,2.42622950819672,NA,"conservative",1,0,1,0,0,"M","multi",6.44838709677419,21.8,"HotDry","Dry","Hot"
"248","F-old","F80","M52",2007-02-12,2007-04-27,2.42622950819672,NA,"conservative",2,1,2,0,0,"M","multi",8.125,2.5,"HotDry","Dry","Hot"
"247","F-old","F80","M52",2007-02-12,2007-04-27,2.42622950819672,NA,"conservative",3,2,3,1,0,"M","multi",8.50645161290323,44.1,"HotDry","Dry","Hot"
"827","V","F240","M56",2014-03-18,2014-04-03,0.524590163934426,NA,"conservative",1,0,1,1,0,"M","multi",8.01071428571429,83.7,"HotDry","Dry","Hot"
"320","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",1,0,1,0,0,"M","multi",9.46666666666667,364.9,"HotDry","Dry","Hot"
"325","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",2,1,2,0,0,"M","multi",8.89032258064516,574.2,"ColdWet","Wet","Cold"
"315","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",3,2,3,0,0,"M","multi",7.93,1048,"ColdWet","Wet","Cold"
"317","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",4,3,4,0,0,"M","multi",7.97096774193548,1090.5,"ColdWet","Wet","Cold"
"318","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",5,4,5,0,0,"M","multi",8.44193548387097,1278,"ColdWet","Wet","Cold"
"321","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",6,5,6,0,0,"M","multi",7.92333333333333,900.3,"ColdDry","Dry","Cold"
"324","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",7,6,7,0,0,"M","multi",6.89677419354839,613.8,"ColdDry","Dry","Cold"
"322","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",8,7,8,0,0,"M","multi",6.46333333333333,148.3,"ColdDry","Dry","Cold"
"323","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",9,8,9,0,0,"M","multi",6.26129032258064,21.5,"ColdDry","Dry","Cold"
"316","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",10,9,10,0,0,"M","multi",8.38387096774194,14.5,"HotDry","Dry","Hot"
"319","G","F91","M60",2014-05-17,2015-04-15,10.9180327868852,NA,"conservative",11,10,11,1,0,"M","multi",9.45,3.5,"HotDry","Dry","Hot"
"330","H1","F99","M61",2011-03-05,2011-04-24,1.63934426229508,NA,"conservative",1,0,1,0,0,"M","multi",8.45,0,"HotDry","Dry","Hot"
"329","H1","F99","M61",2011-03-05,2011-04-24,1.63934426229508,NA,"conservative",2,1,2,1,0,"M","multi",8.74838709677419,4.5,"HotDry","Dry","Hot"
"283","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",1,0,1,0,1,"M","multi",8.73870967741935,224.3,"ColdWet","Wet","Cold"
"281","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",2,1,2,0,1,"M","multi",7.84333333333333,556.1,"ColdWet","Wet","Cold"
"280","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",3,2,3,0,1,"M","multi",8.09354838709677,815.2,"ColdWet","Wet","Cold"
"282","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",4,3,4,0,1,"M","multi",7.54516129032258,1062.3,"ColdWet","Wet","Cold"
"276","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",5,4,5,0,1,"M","multi",7.52333333333333,801.2,"ColdDry","Dry","Cold"
"288","G","F88","M62",2006-06-14,2006-11-21,5.24590163934426,"2006-06-14","conservative",6,5,6,1,1,"M","multi",7.34516129032258,536.9,"ColdDry","Dry","Cold"
"269","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",1,0,1,0,1,"M","multi",8.44838709677419,376.8,"ColdWet","Wet","Cold"
"273","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",2,1,2,0,1,"M","multi",8.02333333333333,680.9,"ColdWet","Wet","Cold"
"271","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",3,2,3,0,1,"M","multi",8.01612903225806,941,"ColdWet","Wet","Cold"
"275","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",4,3,4,0,1,"M","multi",7.55161290322581,936.6,"ColdWet","Wet","Cold"
"272","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",5,4,5,0,1,"M","multi",7.59666666666667,670.5,"ColdDry","Dry","Cold"
"270","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",6,5,6,0,1,"M","multi",6.29032258064516,378.1,"ColdDry","Dry","Cold"
"274","G","F87","M63",2006-06-26,2007-01-02,6.22950819672131,"2006-06-14","conservative",7,6,7,1,1,"M","multi",5.51666666666667,135.5,"ColdDry","Dry","Cold"
"292","G","F89","M64",2012-08-15,2012-12-17,4.0655737704918,NA,"conservative",1,0,1,0,0,"M","multi",7.92903225806452,1180,"ColdWet","Wet","Cold"
"291","G","F89","M64",2012-08-15,2012-12-17,4.0655737704918,NA,"conservative",2,1,2,0,0,"M","multi",8.60322580645161,1356.7,"ColdWet","Wet","Cold"
"293","G","F89","M64",2012-08-15,2012-12-17,4.0655737704918,NA,"conservative",3,2,3,0,0,"M","multi",8.11333333333333,1062.2,"ColdDry","Dry","Cold"
"294","G","F89","M64",2012-08-15,2012-12-17,4.0655737704918,NA,"conservative",4,3,4,0,0,"M","multi",7.26451612903226,479.9,"ColdDry","Dry","Cold"
"295","G","F89","M64",2012-08-15,2012-12-17,4.0655737704918,NA,"conservative",5,4,5,1,0,"M","multi",7.10666666666667,180.1,"ColdDry","Dry","Cold"
"757","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",1,0,1,0,1,"M","primi",8.96774193548387,6.1,"HotDry","Dry","Hot"
"738","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",2,1,2,0,1,"M","primi",11.0166666666667,44.6,"HotDry","Dry","Hot"
"749","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",3,2,3,0,1,"M","primi",9.25483870967742,229,"ColdWet","Wet","Cold"
"756","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",4,3,4,0,1,"M","primi",8.15333333333333,594,"ColdWet","Wet","Cold"
"754","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",5,4,5,0,1,"M","primi",7.84516129032258,1194.9,"ColdWet","Wet","Cold"
"739","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",6,5,6,0,1,"M","primi",8.63548387096774,1324.7,"ColdWet","Wet","Cold"
"744","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",7,6,7,0,1,"M","primi",8.02,1022.7,"ColdDry","Dry","Cold"
"755","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",8,7,8,0,1,"M","primi",7.36129032258065,462.9,"ColdDry","Dry","Cold"
"748","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",9,8,9,0,1,"M","primi",7.00333333333333,155.1,"ColdDry","Dry","Cold"
"737","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",10,9,10,0,1,"M","primi",6.68387096774194,87.3,"ColdDry","Dry","Cold"
"747","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",11,10,11,0,1,"M","primi",8.45483870967742,7.7,"HotDry","Dry","Hot"
"758","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",12,11,12,0,1,"M","primi",9.54285714285714,17.5,"HotDry","Dry","Hot"
"741","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",13,12,13,0,1,"M","primi",9.15483870967742,28.7,"HotDry","Dry","Hot"
"742","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",14,13,14,0,1,"M","primi",9.83333333333333,80.9,"HotDry","Dry","Hot"
"753","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",15,14,15,0,1,"M","primi",9.28064516129032,260.1,"ColdWet","Wet","Cold"
"746","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",16,15,16,0,1,"M","primi",8.08666666666667,1097.9,"ColdWet","Wet","Cold"
"751","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",17,16,17,0,1,"M","primi",7.9258064516129,1769.6,"ColdWet","Wet","Cold"
"745","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",18,17,18,0,1,"M","primi",7.98064516129032,1893.5,"ColdWet","Wet","Cold"
"743","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",19,18,19,0,1,"M","primi",7.5,1284,"ColdDry","Dry","Cold"
"750","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",20,19,20,0,1,"M","primi",7.04516129032258,591.7,"ColdDry","Dry","Cold"
"740","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",21,20,21,0,1,"M","primi",6.19666666666667,300.8,"ColdDry","Dry","Cold"
"752","T","F207","M66",2012-04-17,2014-01-31,21.4426229508197,"2012-03-13","conservative",22,21,22,1,1,"M","primi",6.66451612903226,60,"ColdDry","Dry","Cold"
"297","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",1,0,1,0,1,"M","multi",8.73870967741935,224.3,"ColdWet","Wet","Cold"
"304","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",2,1,2,0,1,"M","multi",7.84333333333333,556.1,"ColdWet","Wet","Cold"
"300","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",3,2,3,0,1,"M","multi",8.09354838709677,815.2,"ColdWet","Wet","Cold"
"305","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",4,3,4,0,1,"M","multi",7.54516129032258,1062.3,"ColdWet","Wet","Cold"
"298","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",5,4,5,0,1,"M","multi",7.52333333333333,801.2,"ColdDry","Dry","Cold"
"299","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",6,5,6,0,1,"M","multi",7.34516129032258,536.9,"ColdDry","Dry","Cold"
"306","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",7,6,7,0,1,"M","multi",5.53333333333333,162.3,"ColdDry","Dry","Cold"
"303","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",8,7,8,0,1,"M","multi",5.61612903225806,74.9,"ColdDry","Dry","Cold"
"302","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",9,8,9,0,1,"M","multi",6.56774193548387,22.8,"HotDry","Dry","Hot"
"296","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",10,9,10,0,1,"M","multi",8.13571428571429,2.5,"HotDry","Dry","Hot"
"301","G","F90","M67",2006-06-14,2007-04-24,10.2950819672131,"2006-06-14","conservative",11,10,11,1,1,"M","multi",8.47096774193548,44.7,"HotDry","Dry","Hot"
"331","H1","F100","M69",2011-04-05,2011-04-27,0.721311475409836,NA,"conservative",1,0,1,1,0,"M","multi",8.74838709677419,4.5,"HotDry","Dry","Hot"
"7","A","F4","M7",2015-04-03,2015-05-27,1.77049180327869,"2015-03-18","conservative",1,0,1,0,1,"M","multi",9.5741935483871,51.1,"HotDry","Dry","Hot"
"8","A","F4","M7",2015-04-03,2015-05-27,1.77049180327869,"2015-03-18","conservative",2,1,2,1,1,"M","multi",10,97.1,"HotDry","Dry","Hot"
"350","J1","F111","M75",2018-03-01,2018-05-22,2.68852459016393,NA,"conservative",1,0,1,0,0,"M","multi",8.07857142857143,2.2,"HotDry","Dry","Hot"
"352","J1","F111","M75",2018-03-01,2018-05-22,2.68852459016393,NA,"conservative",2,1,2,0,0,"M","multi",8.16129032258065,12,"HotDry","Dry","Hot"
"351","J1","F111","M75",2018-03-01,2018-05-22,2.68852459016393,NA,"conservative",3,2,3,1,0,"M","multi",8.94,63.1,"HotDry","Dry","Hot"
"333","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",1,0,1,0,1,"M","multi",8.61290322580645,101.4,"HotDry","Dry","Hot"
"342","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",2,1,2,0,1,"M","multi",8.13,245.1,"HotDry","Dry","Hot"
"337","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",3,2,3,0,1,"M","multi",8.7741935483871,625.4,"ColdWet","Wet","Cold"
"341","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",4,3,4,0,1,"M","multi",7.81333333333333,1074.4,"ColdWet","Wet","Cold"
"347","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",5,4,5,0,1,"M","multi",7.88387096774194,1560.3,"ColdWet","Wet","Cold"
"348","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",6,5,6,0,1,"M","multi",7.66451612903226,1609.2,"ColdWet","Wet","Cold"
"346","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",7,6,7,0,1,"M","multi",7.44333333333333,1141.2,"ColdDry","Dry","Cold"
"345","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",8,7,8,0,1,"M","multi",7.0741935483871,567.9,"ColdDry","Dry","Cold"
"339","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",9,8,9,0,1,"M","multi",6.04,141,"ColdDry","Dry","Cold"
"336","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",10,9,10,0,1,"M","multi",6.37741935483871,60.2,"ColdDry","Dry","Cold"
"340","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",11,10,11,0,1,"M","multi",8.05806451612903,3.9,"HotDry","Dry","Hot"
"338","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",12,11,12,0,1,"M","multi",9.01724137931035,1.6,"HotDry","Dry","Hot"
"335","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",13,12,13,0,1,"M","multi",9.00645161290323,6.1,"HotDry","Dry","Hot"
"343","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",14,13,14,0,1,"M","multi",10.9933333333333,45.2,"HotDry","Dry","Hot"
"349","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",15,14,15,0,1,"M","multi",9.19354838709677,232,"ColdWet","Wet","Cold"
"332","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",16,15,16,0,1,"M","multi",8.15666666666667,616.5,"ColdWet","Wet","Cold"
"344","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",17,16,17,0,1,"M","multi",7.83548387096774,1198.3,"ColdWet","Wet","Cold"
"334","J","F110","M77",2011-04-18,2012-09-26,17.2786885245902,"2011-03-24","conservative",18,17,18,1,1,"M","multi",8.67096774193548,1334.2,"ColdWet","Wet","Cold"
"386","L","F129","M82",2011-05-22,2011-05-23,0.0327868852459016,NA,"conservative",1,0,1,1,0,"M","multi",8.47333333333333,285.1,"HotDry","Dry","Hot"
"76","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",1,0,1,0,1,"M","multi",9.18333333333333,80.5,"HotDry","Dry","Hot"
"74","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",2,1,2,0,1,"M","multi",8.67741935483871,250.7,"ColdWet","Wet","Cold"
"73","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",3,2,3,0,1,"M","multi",7.80666666666667,614.9,"ColdWet","Wet","Cold"
"80","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",4,3,4,0,1,"M","multi",8.08709677419355,860.7,"ColdWet","Wet","Cold"
"75","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",5,4,5,0,1,"M","multi",7.54516129032258,1040.2,"ColdWet","Wet","Cold"
"77","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",6,5,6,0,1,"M","multi",7.46,742.86,"ColdDry","Dry","Cold"
"79","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",7,6,7,0,1,"M","multi",7.22258064516129,486.4,"ColdDry","Dry","Cold"
"81","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",8,7,8,0,1,"M","multi",5.44666666666667,158,"ColdDry","Dry","Cold"
"78","B","F35","M84",2006-05-17,2007-01-15,7.9672131147541,"2006-04-17","conservative",9,8,9,1,1,"M","multi",5.76451612903226,74.24,"ColdDry","Dry","Cold"
"491","M2","F152","M85",2015-05-12,2015-05-23,0.360655737704918,NA,"conservative",1,0,1,1,0,"M","multi",9.63,205.4,"HotDry","Dry","Hot"
"424","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",1,0,1,0,0,"M","multi",7.61290322580645,83.2,"HotDry","Dry","Hot"
"430","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",2,1,2,0,0,"M","multi",10.2310344827586,41.4,"HotDry","Dry","Hot"
"423","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",3,2,3,0,0,"M","multi",10.8677419354839,64.9,"HotDry","Dry","Hot"
"432","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",4,3,4,0,0,"M","multi",10.2266666666667,278.7,"HotDry","Dry","Hot"
"435","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",5,4,5,0,0,"M","multi",10.4258064516129,413.6,"ColdWet","Wet","Cold"
"433","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",6,5,6,0,0,"M","multi",8.25666666666667,834.9,"ColdWet","Wet","Cold"
"429","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",7,6,7,0,0,"M","multi",8.43225806451613,1161,"ColdWet","Wet","Cold"
"439","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",8,7,8,0,0,"M","multi",8.86129032258065,1350.25,"ColdWet","Wet","Cold"
"431","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",9,8,9,0,0,"M","multi",9.29666666666667,1230.55,"ColdDry","Dry","Cold"
"422","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",10,9,10,0,0,"M","multi",7.79677419354839,754.15,"ColdDry","Dry","Cold"
"427","M2","F135","M87",2016-02-15,2016-12-19,10.0983606557377,NA,"conservative",11,10,11,1,0,"M","multi",7.38666666666667,414,"ColdDry","Dry","Cold"
"465","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",1,0,1,0,1,"M","multi",9.47741935483871,140,"HotDry","Dry","Hot"
"451","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",2,1,2,0,1,"M","multi",9.21333333333333,221.8,"HotDry","Dry","Hot"
"468","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",3,2,3,0,1,"M","multi",9.36129032258065,445.8,"ColdWet","Wet","Cold"
"458","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",4,3,4,0,1,"M","multi",8.64666666666667,944.15,"ColdWet","Wet","Cold"
"463","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",5,4,5,0,1,"M","multi",8.03225806451613,1459.2,"ColdWet","Wet","Cold"
"455","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",6,5,6,0,1,"M","multi",8.18387096774194,1628.3,"ColdWet","Wet","Cold"
"457","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",7,6,7,0,1,"M","multi",8.17,1201.72,"ColdDry","Dry","Cold"
"456","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",8,7,8,0,1,"M","multi",7.84516129032258,675.57,"ColdDry","Dry","Cold"
"454","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",9,8,9,0,1,"M","multi",6.54,276.37,"ColdDry","Dry","Cold"
"460","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",10,9,10,0,1,"M","multi",6.82903225806452,99.4,"ColdDry","Dry","Cold"
"452","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",11,10,11,0,1,"M","multi",7.15483870967742,0,"HotDry","Dry","Hot"
"450","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",12,11,12,0,1,"M","multi",8.75357142857143,0,"HotDry","Dry","Hot"
"449","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",13,12,13,0,1,"M","multi",8.65806451612903,54.1,"HotDry","Dry","Hot"
"453","M","F142","M88",2010-04-15,2011-05-19,13.0819672131148,"2010-01-31","conservative",14,13,14,1,1,"M","multi",8.14,223.1,"HotDry","Dry","Hot"
"565","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",1,0,1,0,1,"M","multi",9.14838709677419,260.1,"ColdWet","Wet","Cold"
"549","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",2,1,2,0,1,"M","multi",7.96,1162.8,"ColdWet","Wet","Cold"
"557","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",3,2,3,0,1,"M","multi",7.99032258064516,1793,"ColdWet","Wet","Cold"
"568","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",4,3,4,0,1,"M","multi",7.9,1976.5,"ColdWet","Wet","Cold"
"566","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",5,4,5,0,1,"M","multi",7.50333333333333,1204.8,"ColdDry","Dry","Cold"
"563","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",6,5,6,0,1,"M","multi",7.01612903225806,568.3,"ColdDry","Dry","Cold"
"564","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",7,6,7,0,1,"M","multi",6.09,217.8,"ColdDry","Dry","Cold"
"550","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",8,7,8,0,1,"M","multi",6.77741935483871,57.5,"ColdDry","Dry","Cold"
"567","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",9,8,9,0,1,"M","multi",7.30967741935484,26.8,"HotDry","Dry","Hot"
"556","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",10,9,10,0,1,"M","multi",8.06785714285714,86.7,"HotDry","Dry","Hot"
"560","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",11,10,11,0,1,"M","multi",9.0741935483871,113.9,"HotDry","Dry","Hot"
"559","M1","F163","M92",2013-06-19,2014-06-08,11.6065573770492,"2013-02-25","conservative",12,11,12,1,1,"M","multi",9.43,388.9,"HotDry","Dry","Hot"
"554","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",1,0,1,0,0,"M","multi",10.7866666666667,104.4,"HotDry","Dry","Hot"
"561","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",2,1,2,0,0,"M","multi",9.86451612903226,358.7,"ColdWet","Wet","Cold"
"553","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",3,2,3,0,0,"M","multi",9.23333333333333,664.5,"ColdWet","Wet","Cold"
"558","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",4,3,4,0,0,"M","multi",8.40967741935484,1102.8,"ColdWet","Wet","Cold"
"555","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",5,4,5,0,0,"M","multi",8.55483870967742,1332.5,"ColdWet","Wet","Cold"
"551","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",6,5,6,0,0,"M","multi",9.45,1287.05,"ColdDry","Dry","Cold"
"552","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",7,6,7,0,0,"M","multi",8.63548387096774,986.65,"ColdDry","Dry","Cold"
"562","M1","F163","M94",2016-05-02,2016-12-09,7.24590163934426,NA,"conservative",8,7,8,1,0,"M","multi",7.31333333333333,502.65,"ColdDry","Dry","Cold"
"591","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",1,0,1,0,1,"M","multi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"590","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",2,1,2,0,1,"M","multi",8.34,883,"ColdWet","Wet","Cold"
"588","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",3,2,3,0,1,"M","multi",8.5741935483871,1274.4,"ColdWet","Wet","Cold"
"587","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",4,3,4,0,1,"M","multi",8.85161290322581,1363.55,"ColdWet","Wet","Cold"
"586","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",5,4,5,0,1,"M","multi",9.15333333333333,1184.45,"ColdDry","Dry","Cold"
"589","N","F173","M97",2016-06-21,2016-12-01,5.34426229508197,"2016-04-15","conservative",6,5,6,1,1,"M","multi",7.50967741935484,623.45,"ColdDry","Dry","Cold"
"607","N","F176","M99",2016-04-21,2016-12-01,7.34426229508197,"2016-04-15","uncertain",1,0,1,0,1,"M","primi",10.9548387096774,65.9,"HotDry","Dry","Hot"
"612","N","F176","M99",2016-04-21,2016-12-01,7.34426229508197,"2016-04-15","uncertain",2,1,2,0,1,"M","primi",10.1366666666667,296,"HotDry","Dry","Hot"
"608","N","F176","M99",2016-04-21,2016-12-01,7.34426229508197,"2016-04-15","uncertain",3,2,3,0,1,"M","primi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"606","N","F176","M99",2016-04-21,2016-12-01,7.34426229508197,"2016-04-15","uncertain",4,3,4,0,1,"M","primi",8.34,883,"ColdWet","Wet","Cold"
