"","Unit","Female","Infant","Date.swelling","Date.nextconception","Time.to.conception","Date.takeover","Dataset","Month","Time1","Time2","Conception","Takeover.fix","Sex.infant","Parity","Avg.temperature","Cumulative.rainfall","Season","Rainfall.cat","Temperature.cat"
"625","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",2,1,2,0,1,"F","multi",10.1366666666667,296,"HotDry","Dry","Hot"
"630","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",3,2,3,0,1,"F","multi",9.91290322580645,494.6,"ColdWet","Wet","Cold"
"626","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",4,3,4,0,1,"F","multi",8.34,883,"ColdWet","Wet","Cold"
"629","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",5,4,5,0,1,"F","multi",8.5741935483871,1274.4,"ColdWet","Wet","Cold"
"627","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",6,5,6,0,1,"F","multi",8.85161290322581,1363.55,"ColdWet","Wet","Cold"
"628","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",7,6,7,0,1,"F","multi",9.15333333333333,1184.45,"ColdDry","Dry","Cold"
"624","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",8,7,8,0,1,"F","multi",7.50967741935484,623.45,"ColdDry","Dry","Cold"
"623","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",9,8,9,0,1,"F","multi",7.44,281.1,"ColdDry","Dry","Cold"
"622","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",10,9,10,0,1,"F","multi",6.97741935483871,60.5,"ColdDry","Dry","Cold"
"632","N","F180","F179",2016-04-21,2017-03-06,10.4590163934426,"2016-04-15","uncertain",11,10,11,1,1,"F","multi",8.6741935483871,47.9,"HotDry","Dry","Hot"
"638","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",1,0,1,0,0,"F","multi",8.86129032258065,90.9,"HotDry","Dry","Hot"
"637","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",2,1,2,0,0,"F","multi",9.41,304.4,"HotDry","Dry","Hot"
"649","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",3,2,3,0,0,"F","multi",9,528.7,"ColdWet","Wet","Cold"
"639","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",4,3,4,0,0,"F","multi",7.98333333333333,1017.5,"ColdWet","Wet","Cold"
"646","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",5,4,5,0,0,"F","multi",7.93870967741935,1131,"ColdWet","Wet","Cold"
"642","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",6,5,6,0,0,"F","multi",8.51290322580645,1283.5,"ColdWet","Wet","Cold"
"641","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",7,6,7,0,0,"F","multi",7.89333333333333,916.3,"ColdDry","Dry","Cold"
"645","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",8,7,8,0,0,"F","multi",6.95483870967742,627.8,"ColdDry","Dry","Cold"
"644","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",9,8,9,0,0,"F","multi",6.64666666666667,189.3,"ColdDry","Dry","Cold"
"640","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",10,9,10,0,0,"F","multi",6.19354838709677,57,"ColdDry","Dry","Cold"
"643","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",11,10,11,0,0,"F","multi",8.0258064516129,18.5,"HotDry","Dry","Hot"
"636","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",12,11,12,0,0,"F","multi",9.37857142857143,3.5,"HotDry","Dry","Hot"
"634","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",13,12,13,0,0,"F","multi",9.84193548387097,59.6,"HotDry","Dry","Hot"
"648","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",14,13,14,0,0,"F","multi",9.68666666666667,205.9,"HotDry","Dry","Hot"
"633","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",15,14,15,0,0,"F","multi",9.9258064516129,333.7,"ColdWet","Wet","Cold"
"647","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",16,15,16,0,0,"F","multi",9.14333333333333,492.8,"ColdWet","Wet","Cold"
"635","Q","F185","F184",2014-04-14,2015-08-20,16.1639344262295,NA,"conservative",17,16,17,1,0,"F","multi",10.1064516129032,617.7,"ColdWet","Wet","Cold"
"655","R","F192","F186",2008-05-19,2008-07-27,2.26229508196721,NA,"conservative",1,0,1,0,0,"F","multi",11.75,203.4,"HotDry","Dry","Hot"
"652","R","F192","F186",2008-05-19,2008-07-27,2.26229508196721,NA,"conservative",2,1,2,0,0,"F","multi",10.5677419354839,552.1,"ColdWet","Wet","Cold"
"653","R","F192","F186",2008-05-19,2008-07-27,2.26229508196721,NA,"conservative",3,2,3,1,0,"F","multi",7.63333333333333,576.9,"ColdWet","Wet","Cold"
"683","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",1,0,1,0,0,"F","multi",11.75,203.4,"HotDry","Dry","Hot"
"687","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",2,1,2,0,0,"F","multi",10.5677419354839,552.1,"ColdWet","Wet","Cold"
"682","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",3,2,3,0,0,"F","multi",7.63333333333333,576.9,"ColdWet","Wet","Cold"
"685","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",4,3,4,0,0,"F","multi",7.5,1167.8,"ColdWet","Wet","Cold"
"680","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",5,4,5,0,0,"F","multi",8.09032258064516,1083.2,"ColdWet","Wet","Cold"
"681","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",6,5,6,0,0,"F","multi",7.41333333333333,963.4,"ColdDry","Dry","Cold"
"684","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",7,6,7,0,0,"F","multi",7.64193548387097,416.5,"ColdDry","Dry","Cold"
"686","R","F195","F188",2008-05-19,2009-01-05,7.57377049180328,NA,"conservative",8,7,8,1,0,"F","multi",5.93666666666667,152.4,"ColdDry","Dry","Cold"
"651","R","F190","F191",2009-02-24,2009-03-29,1.08196721311475,NA,"conservative",1,0,1,0,0,"F","primi",8.17096774193548,1.1,"HotDry","Dry","Hot"
"650","R","F190","F191",2009-02-24,2009-03-29,1.08196721311475,NA,"conservative",2,1,2,1,0,"F","primi",9.12857142857143,32.9,"HotDry","Dry","Hot"
"657","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",1,0,1,0,1,"F","multi",9.06,98.9,"HotDry","Dry","Hot"
"662","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",2,1,2,0,1,"F","multi",8.48064516129032,329,"ColdWet","Wet","Cold"
"673","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",3,2,3,0,1,"F","multi",7.94,637.2,"ColdWet","Wet","Cold"
"660","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",4,3,4,0,1,"F","multi",8.03548387096774,918.4,"ColdWet","Wet","Cold"
"663","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",5,4,5,0,1,"F","multi",7.57741935483871,977.5,"ColdWet","Wet","Cold"
"661","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",6,5,6,0,1,"F","multi",7.60666666666667,723.2,"ColdDry","Dry","Cold"
"656","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",7,6,7,0,1,"F","multi",6.54193548387097,411.1,"ColdDry","Dry","Cold"
"668","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",8,7,8,0,1,"F","multi",5.49333333333333,142.4,"ColdDry","Dry","Cold"
"659","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",9,8,9,0,1,"F","multi",5.93225806451613,68.5,"ColdDry","Dry","Cold"
"667","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",10,9,10,0,1,"F","multi",6.78064516129032,22,"HotDry","Dry","Hot"
"664","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",11,10,11,0,1,"F","multi",8.41785714285714,2.5,"HotDry","Dry","Hot"
"665","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",12,11,12,0,1,"F","multi",8.40645161290323,48.6,"HotDry","Dry","Hot"
"666","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",13,12,13,0,1,"F","multi",8.86666666666667,124.4,"HotDry","Dry","Hot"
"658","R","F194","F193",2006-05-23,2007-07-15,13.7049180327869,"2006-01-31","conservative",14,13,14,1,1,"F","multi",7.70645161290323,377.6,"ColdWet","Wet","Cold"
"735","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",1,0,1,0,0,"F","multi",8.29642857142857,87.4,"HotDry","Dry","Hot"
"728","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",2,1,2,0,0,"F","multi",9.24193548387097,119.4,"HotDry","Dry","Hot"
"731","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",3,2,3,0,0,"F","multi",9.19333333333333,492.9,"HotDry","Dry","Hot"
"722","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",4,3,4,0,0,"F","multi",8.74838709677419,805,"ColdWet","Wet","Cold"
"733","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",5,4,5,0,0,"F","multi",7.89666666666667,1130,"ColdWet","Wet","Cold"
"729","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",6,5,6,0,0,"F","multi",8.02258064516129,1082.5,"ColdWet","Wet","Cold"
"730","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",7,6,7,0,0,"F","multi",8.34838709677419,1099,"ColdWet","Wet","Cold"
"736","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",8,7,8,0,0,"F","multi",7.65666666666667,813.8,"ColdDry","Dry","Cold"
"725","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",9,8,9,0,0,"F","multi",6.96129032258064,505.8,"ColdDry","Dry","Cold"
"734","T","F204","F202",2014-03-27,2015-01-17,9.70491803278689,NA,"conservative",10,9,10,1,0,"F","multi",6.11,90.3,"ColdDry","Dry","Cold"
"797","T","F216","F206",2015-05-18,2015-05-23,0.163934426229508,NA,"conservative",1,0,1,1,0,"F","multi",9.84666666666667,206.9,"HotDry","Dry","Hot"
"700","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",1,0,1,0,1,"F","primi",8.99032258064516,6.1,"HotDry","Dry","Hot"
"690","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",2,1,2,0,1,"F","primi",10.9966666666667,44.6,"HotDry","Dry","Hot"
"699","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",3,2,3,0,1,"F","primi",9.35161290322581,172,"ColdWet","Wet","Cold"
"705","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",4,3,4,0,1,"F","primi",8.08333333333333,582.5,"ColdWet","Wet","Cold"
"689","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",5,4,5,0,1,"F","primi",7.89032258064516,1189.9,"ColdWet","Wet","Cold"
"694","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",6,5,6,0,1,"F","primi",8.64838709677419,1369.2,"ColdWet","Wet","Cold"
"708","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",7,6,7,0,1,"F","primi",8.00333333333333,1034.2,"ColdDry","Dry","Cold"
"703","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",8,7,8,0,1,"F","primi",7.35483870967742,467.9,"ColdDry","Dry","Cold"
"693","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",9,8,9,0,1,"F","primi",7.05,167.6,"ColdDry","Dry","Cold"
"706","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",10,9,10,0,1,"F","primi",6.64516129032258,87.3,"ColdDry","Dry","Cold"
"707","T","F198","F210",2012-04-16,2013-03-01,10.4590163934426,"2012-03-13","conservative",11,10,11,1,1,"F","primi",8.39032258064516,7.7,"HotDry","Dry","Hot"
"769","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",1,0,1,0,1,"F","multi",8.99032258064516,6.1,"HotDry","Dry","Hot"
"783","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",2,1,2,0,1,"F","multi",10.9966666666667,44.6,"HotDry","Dry","Hot"
"766","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",3,2,3,0,1,"F","multi",9.35161290322581,172,"ColdWet","Wet","Cold"
"764","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",4,3,4,0,1,"F","multi",8.08333333333333,582.5,"ColdWet","Wet","Cold"
"767","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",5,4,5,0,1,"F","multi",7.89032258064516,1189.9,"ColdWet","Wet","Cold"
"772","T","F215","F213",2012-04-16,2012-10-10,5.80327868852459,"2012-03-13","conservative",6,5,6,1,1,"F","multi",8.64838709677419,1369.2,"ColdWet","Wet","Cold"
"723","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",1,0,1,0,1,"F","multi",8.99032258064516,6.1,"HotDry","Dry","Hot"
"732","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",2,1,2,0,1,"F","multi",10.9966666666667,44.6,"HotDry","Dry","Hot"
"726","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",3,2,3,0,1,"F","multi",9.35161290322581,172,"ColdWet","Wet","Cold"
"727","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",4,3,4,0,1,"F","multi",8.08333333333333,582.5,"ColdWet","Wet","Cold"
"724","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",5,4,5,0,1,"F","multi",7.89032258064516,1189.9,"ColdWet","Wet","Cold"
"720","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",6,5,6,0,1,"F","multi",8.64838709677419,1369.2,"ColdWet","Wet","Cold"
"721","T","F204","F219",2012-04-16,2012-10-26,6.32786885245902,"2012-03-13","conservative",7,6,7,1,1,"F","multi",8.00333333333333,1034.2,"ColdDry","Dry","Cold"
"812","V","F226","F228",2009-04-01,2009-08-13,4.39344262295082,NA,"conservative",1,0,1,0,0,"F","multi",9.23870967741935,39.3,"HotDry","Dry","Hot"
"810","V","F226","F228",2009-04-01,2009-08-13,4.39344262295082,NA,"conservative",2,1,2,0,0,"F","multi",9.82333333333333,47.2,"HotDry","Dry","Hot"
"809","V","F226","F228",2009-04-01,2009-08-13,4.39344262295082,NA,"conservative",3,2,3,0,0,"F","multi",10.2161290322581,65.4,"ColdWet","Wet","Cold"
"811","V","F226","F228",2009-04-01,2009-08-13,4.39344262295082,NA,"conservative",4,3,4,0,0,"F","multi",10.7866666666667,176,"ColdWet","Wet","Cold"
"813","V","F226","F228",2009-04-01,2009-08-13,4.39344262295082,NA,"conservative",5,4,5,1,0,"F","multi",8.58709677419355,622.3,"ColdWet","Wet","Cold"
"39","B1","F14","F23",2011-03-05,2011-03-06,0.0327868852459016,NA,"conservative",1,0,1,1,0,"F","multi",8.45,0,"HotDry","Dry","Hot"
"824","V","F232","F233",2014-02-27,2014-03-18,0.622950819672131,NA,"conservative",1,0,1,1,0,"F","primi",7.44838709677419,0,"HotDry","Dry","Hot"
"807","V","F221","F237",2013-05-03,2013-06-25,1.73770491803279,NA,"conservative",1,0,1,0,0,"F","multi",9.77333333333333,51.4,"HotDry","Dry","Hot"
"808","V","F221","F237",2013-05-03,2013-06-25,1.73770491803279,NA,"conservative",2,1,2,1,0,"F","multi",9.74516129032258,150.8,"ColdWet","Wet","Cold"
"832","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",1,0,1,0,1,"F","multi",8.73225806451613,178.1,"ColdWet","Wet","Cold"
"829","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",2,1,2,0,1,"F","multi",8.01333333333333,435.9,"ColdWet","Wet","Cold"
"830","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",3,2,3,0,1,"F","multi",8.10645161290323,840,"ColdWet","Wet","Cold"
"835","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",4,3,4,0,1,"F","multi",7.84193548387097,1021.2,"ColdWet","Wet","Cold"
"828","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",5,4,5,0,1,"F","multi",7.42333333333333,896.1,"ColdDry","Dry","Cold"
"831","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",6,5,6,0,1,"F","multi",7.45161290322581,548.9,"ColdDry","Dry","Cold"
"833","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",7,6,7,0,1,"F","multi",5.94666666666667,249.1,"ColdDry","Dry","Cold"
"834","W-old","F242","F245",2006-06-05,2007-01-13,7.27868852459016,"2006-05-29","conservative",8,7,8,1,1,"F","multi",5.59354838709677,116.4,"ColdDry","Dry","Cold"
"868","Z","F255","F250",2013-04-17,2013-05-06,0.622950819672131,NA,"conservative",1,0,1,1,0,"F","multi",9.15483870967742,28.7,"HotDry","Dry","Hot"
"876","Z","F258","F259",2013-04-10,2013-04-17,0.229508196721311,NA,"conservative",1,0,1,1,0,"F","multi",9.16774193548387,21.7,"HotDry","Dry","Hot"
"45","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",1,0,1,0,1,"F","primi",8.43548387096774,957.5,"ColdWet","Wet","Cold"
"48","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",2,1,2,0,1,"F","primi",7.81333333333333,624.3,"ColdDry","Dry","Cold"
"46","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",3,2,3,0,1,"F","primi",7.33870967741935,387.9,"ColdDry","Dry","Cold"
"43","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",4,3,4,0,1,"F","primi",6.92333333333333,129.5,"ColdDry","Dry","Cold"
"44","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",5,4,5,0,1,"F","primi",6.36774193548387,48.6,"ColdDry","Dry","Cold"
"47","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",6,5,6,0,1,"F","primi",7.8741935483871,48.7,"HotDry","Dry","Hot"
"49","B","F18","F26",2009-09-18,2010-03-30,6.32786885245902,"2009-07-24","conservative",7,6,7,1,1,"F","primi",8.61428571428571,34.8,"HotDry","Dry","Hot"
"853","Z","F252","F261",2013-05-04,2013-05-16,0.39344262295082,NA,"conservative",1,0,1,1,0,"F","multi",9.80666666666667,51.4,"HotDry","Dry","Hot"
"54","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",1,0,1,0,1,"F","primi",9.3,51.4,"HotDry","Dry","Hot"
"59","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",2,1,2,0,1,"F","primi",9.78,131.7,"HotDry","Dry","Hot"
"53","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",3,2,3,0,1,"F","primi",9.0258064516129,356.1,"ColdWet","Wet","Cold"
"55","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",4,3,4,0,1,"F","primi",8.03666666666667,1417.9,"ColdWet","Wet","Cold"
"58","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",5,4,5,0,1,"F","primi",7.93225806451613,1845.3,"ColdWet","Wet","Cold"
"64","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",6,5,6,0,1,"F","primi",7.85483870967742,1899.9,"ColdWet","Wet","Cold"
"61","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",7,6,7,0,1,"F","primi",7.41666666666667,953.8,"ColdDry","Dry","Cold"
"62","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",8,7,8,0,1,"F","primi",7.01290322580645,480.1,"ColdDry","Dry","Cold"
"57","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",9,8,9,0,1,"F","primi",5.97666666666667,198.4,"ColdDry","Dry","Cold"
"63","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",10,9,10,0,1,"F","primi",6.92258064516129,47.5,"ColdDry","Dry","Cold"
"56","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",11,10,11,0,1,"F","primi",7.38387096774194,13.5,"HotDry","Dry","Hot"
"60","B1","F21","F27",2013-04-24,2014-04-02,11.2459016393443,"2013-04-05","conservative",12,11,12,1,1,"F","primi",8.25714285714286,87.4,"HotDry","Dry","Hot"
"69","B","F31","F29",2006-09-09,2006-11-05,1.86885245901639,"2006-04-17","conservative",1,0,1,0,1,"F","multi",7.72258064516129,1071.2,"ColdWet","Wet","Cold"
"70","B","F31","F29",2006-09-09,2006-11-05,1.86885245901639,"2006-04-17","conservative",2,1,2,1,1,"F","multi",7.45333333333333,823.25,"ColdDry","Dry","Cold"
"13","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",1,0,1,0,1,"F","primi",9.84838709677419,353.3,"HotDry","Dry","Hot"
"10","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",2,1,2,0,1,"F","primi",9.39032258064516,628.5,"ColdWet","Wet","Cold"
"14","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",3,2,3,0,1,"F","primi",8.33870967741935,1073.3,"ColdWet","Wet","Cold"
"11","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",4,3,4,0,1,"F","primi",8.62903225806452,1315.1,"ColdWet","Wet","Cold"
"16","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",5,4,5,0,1,"F","primi",9.24193548387097,1289.25,"ColdWet","Wet","Cold"
"12","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",6,5,6,0,1,"F","primi",8.82258064516129,1022.65,"ColdDry","Dry","Cold"
"18","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",7,6,7,0,1,"F","primi",7.33548387096774,546.95,"ColdDry","Dry","Cold"
"17","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",8,7,8,0,1,"F","primi",7.23870967741935,216.7,"ColdDry","Dry","Cold"
"9","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",9,8,9,0,1,"F","primi",7.30645161290323,4,"ColdDry","Dry","Cold"
"15","A","F6","F3",2016-05-31,2017-03-23,9.70491803278689,"2016-03-31","conservative",10,9,10,1,1,"F","primi",8.40322580645161,48.8,"HotDry","Dry","Hot"
"65","B","F25","F30",2008-05-09,2008-07-01,1.73770491803279,NA,"conservative",1,0,1,0,0,"F","multi",9.87,167.1,"HotDry","Dry","Hot"
"67","B","F25","F30",2008-05-09,2008-07-01,1.73770491803279,NA,"conservative",2,1,2,1,0,"F","multi",11.4322580645161,450.4,"ColdWet","Wet","Cold"
"66","B1","F25","F34",2011-07-08,2011-08-17,1.31147540983607,NA,"conservative",1,0,1,0,0,"F","multi",8.03333333333333,858.8,"ColdWet","Wet","Cold"
"68","B1","F25","F34",2011-07-08,2011-08-17,1.31147540983607,NA,"conservative",2,1,2,1,0,"F","multi",7.93870967741935,1492.3,"ColdWet","Wet","Cold"
"40","B1","F16","F36",2012-02-21,2012-04-26,2.13114754098361,NA,"conservative",1,0,1,0,0,"F","multi",8.30967741935484,3.9,"HotDry","Dry","Hot"
"42","B1","F16","F36",2012-02-21,2012-04-26,2.13114754098361,NA,"conservative",2,1,2,0,0,"F","multi",9.08620689655172,1.6,"HotDry","Dry","Hot"
"41","B1","F16","F36",2012-02-21,2012-04-26,2.13114754098361,NA,"conservative",3,2,3,1,0,"F","multi",9.13548387096774,6.1,"HotDry","Dry","Hot"
"158","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",1,0,1,0,0,"F","multi",8.61428571428571,69.8,"HotDry","Dry","Hot"
"156","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",2,1,2,0,0,"F","multi",9.70967741935484,91.8,"HotDry","Dry","Hot"
"164","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",3,2,3,0,0,"F","multi",9.53666666666667,361,"HotDry","Dry","Hot"
"162","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",4,3,4,0,0,"F","multi",9.48064516129032,596.1,"ColdWet","Wet","Cold"
"157","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",5,4,5,0,0,"F","multi",9.53,838.2,"ColdWet","Wet","Cold"
"173","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",6,5,6,0,0,"F","multi",8.79032258064516,1109.8,"ColdWet","Wet","Cold"
"171","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",7,6,7,0,0,"F","multi",8.30322580645161,1189.5,"ColdWet","Wet","Cold"
"170","C5","F50","F40",2017-03-14,2017-11-03,7.67213114754098,NA,"conservative",8,7,8,1,0,"F","multi",8.16666666666667,1026.1,"ColdDry","Dry","Cold"
"87","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",1,0,1,0,0,"F","multi",5.51666666666667,135.5,"ColdDry","Dry","Cold"
"83","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",2,1,2,0,0,"F","multi",6.09032258064516,68.5,"ColdDry","Dry","Cold"
"85","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",3,2,3,0,0,"F","multi",6.94516129032258,13.4,"HotDry","Dry","Hot"
"84","C","F39","F41",2006-12-26,2007-06-22,5.83606557377049,NA,"conservative",4,3,4,0,0,"F","multi",8.50357142857143,11.5,"HotDry","Dry","Hot"
